"",,Shohal Najaf Khan,018010120,,,,315,0,315,,,
"",,,,,,,858,0,858,,,
111,"Government Girls High School Shohal Najaf KhanFemale",Shohal Najaf Khan,018010117,,,,0,434,434,0,2,2
"",,Shohal Najaf Khan,018010120,,,,0,242,242,,,
"",,,,,,,0,676,676,,,
112,"Government Primary School Mohri ShohalCombined",Shohal Najaf Khan,018010121,,,,596,427,1023,2,2,4
"",,,,,,,596,427,1023,,,
113,"Government Primary School Darra ShohalMale",Shohal Najaf Khan,018010118,,,,277,0,277,2,0,2
"",,Shohal Najaf Khan,018010119,,,,262,0,262,,,
"",,,,,,,539,0,539,,,
114,"Government Middle School Darra ShohalFemale",Shohal Najaf Khan,018010118,,,,0,227,227,0,2,2
"",,Shohal Najaf Khan,018010119,,,,0,220,220,,,
"",,,,,,,0,447,447,,,
115,"Government Primary School GarlatMale",Garlat,018010601,,,,84,0,84,4,0,4
Garlat,018010602,,,,200,0,200,,,,,
Garlat,018010603,,,,88,0,88,,,,,
Garlat,018010604,,,,228,0,228,,,,,
Garlat,018010605,,,,218,0,218,,,,,
Garlat,018010606,,,,60,0,60,,,,,
Garlat,018010607,,,,79,0,79,,,,,
Garlat,018010608,,,,315,0,315,,,,,
Garlat,018010609,,,,277,0,277,,,,,
"",,,,,1549,0,1549,,,,,
116,"Government Girls Primary School GarlatFemale",Garlat,018010601,,,,0,65,65,0,4,4
"",,Garlat,018010602,,,,0,146,146,,,
"",,Garlat,018010603,,,,0,92,92,,,
"",,Garlat,018010604,,,,0,173,173,,,
"",,Garlat,018010605,,,,0,183,183,,,
"",,Garlat,018010606,,,,0,42,42,,,
"",,Garlat,018010607,,,,0,55,55,,,
"",,Garlat,018010608,,,,0,236,236,,,
"",,Garlat,018010609,,,,0,235,235,,,
"",,,,,,,0,1227,1227,,,
117,"Government Middle School NarrahMale",Garlat,018010610,,,,40,0,40,3,0,3
"",,Garlat,018010611,,,,86,0,86,,,
"",,Garlat,018010612,,,,42,0,42,,,
"",,Garlat,018010613,,,,216,0,216,,,
"",,Garlat,018010614,,,,73,0,73,,,
"",,Garlat,018010615,,,,15,0,15,,,
"",,Garlat,018010616,,,,413,0,413,,,
"",,,,,,,885,0,885,,,
118,"Government Primary School NarrahMale",Garlat,018010617,,,,185,0,185,3,0,3
"",,Garlat,018010618,,,,453,0,453,,,
"",,Garlat,018010619,,,,121,0,121,,,
"",,Garlat,018010620,,,,184,0,184,,,
"",,,,,,,943,0,943,,,
119,"Government Girls Middle School NarrahFemale",Garlat,018010610,,,,0,29,29,0,4,4
Garlat,018010611,,,,0,60,60,,,,,
Garlat,018010612,,,,0,27,27,,,,,
Garlat,018010613,,,,0,152,152,,,,,
Garlat,018010614,,,,0,45,45,,,,,
Garlat,018010615,,,,0,4,4,,,,,
Garlat,018010616,,,,0,291,291,,,,,
Garlat,018010617,,,,0,126,126,,,,,
Garlat,018010618,,,,0,317,317,,,,,
Garlat,018010619,,,,0,83,83,,,,,
Garlat,018010620,,,,0,117,117,,,,,
"",,,,,0,1251,1251,,,,,
120,"Government High School HassaMale (PS-I)",Garlat,018010621,,,,398,0,398,4,0,4
"",,Garlat,018010622,,,,318,0,318,,,
"",,Hassa,018010627,,,,23,0,23,,,
"",,Hassa,018010628,,,,46,0,46,,,
"",,Hassa,018010629,,,,68,0,68,,,
"",,Hassa,018010630,,,,154,0,154,,,
"",,Batkarar,018010631,,,,122,0,122,,,
"",,,,,,,1129,0,1129,,,
121,"Government Girls High School HassaFemale (PS-I)",Garlat,018010621,,,,0,277,277,0,3,3
"",,Garlat,018010622,,,,0,260,260,,,
"",,Hassa,018010627,,,,0,33,33,,,
"",,Hassa,018010628,,,,0,37,37,,,
"",,Hassa,018010629,,,,0,51,51,,,
"",,Hassa,018010630,,,,0,120,120,,,
"",,Batkarar,018010631,,,,0,79,79,,,
"",,,,,,,0,857,857,,,
122,"Government High School HassaMale (PS-II)",Garlat,018010625,,,,155,0,155,1,0,1
"",,Garlat,018010626,,,,188,0,188,,,
"",,,,,,,343,0,343,,,
123,"Government Girls High School HassaFemale (PS-II)",Garlat,018010625,,,,0,115,115,0,1,1
"",,Garlat,018010626,,,,0,139,139,,,
"",,,,,,,0,254,254,,,
124,"Government Primary School, ShagaiCombined",Garlat,018010623,,,,182,115,297,2,1,3
"",,Garlat,018010624,,,,155,122,277,,,
"",,Nakot,018010632,,,,98,66,164,,,
"",,,,,,,435,303,738,,,
125,"Government Girls Primary School, KanshianCombined",Kanshian,018010639,,,,184,119,303,2,2,4
Kanshian,018010640,,,,162,105,267,,,,,
Kanshian,018010641,,,,138,92,230,,,,,
Kanshian,018010642,,,,43,26,69,,,,,
Kanshian,018010643,,,,236,151,387,,,,,
"",,,,,763,493,1256,,,,,
126,"Government High School KanshianMale (PS-I)",Kanshian,018010633,,,,91,0,91,3,0,3
"",,Kanshian,018010634,,,,44,0,44,,,
"",,Kanshian,018010635,,,,266,0,266,,,
"",,Kanshian,018010636,,,,212,0,212,,,
"",,Kanshian,018010637,,,,260,0,260,,,
"",,Kanshian,018010638,,,,69,0,69,,,
"",,,,,,,942,0,942,,,
127,"Government High School KanshianFemale (PS-II)",Kanshian,018010633,,,,0,59,59,0,2,2
"",,Kanshian,018010634,,,,0,32,32,,,
"",,Kanshian,018010635,,,,0,162,162,,,
"",,Kanshian,018010636,,,,0,138,138,,,
"",,Kanshian,018010637,,,,0,153,153,,,
"",,Kanshian,018010638,,,,0,44,44,,,
"",,,,,,,0,588,588,,,
128,"Government Girls Primary School Jabri KalishCombined",Jabri Kalish,018010511,,,,322,247,569,2,2,4
"",,Jabri Kalish,018010512,,,,188,129,317,,,
"",,Jabri Kalish,018010513,,,,76,49,125,,,
"",,,,,,,586,425,1011,,,
129,"Government Primary School KalishCombined",Jabri Kalish,018010514,,,,234,150,384,1,1,2
"",,Jabri Kalish,018010515,,,,171,128,299,,,
"",,,,,,,405,278,683,,,
130,"Government Primary School Alaari BalaCombined",Jabri Kalish,018010516,,,,287,213,500,2,2,4
"",,Jabri Kalish,018010517,,,,149,132,281,,,
"",,Jabri Kalish,018010518,,,,117,94,211,,,
"",,,,,,,553,439,992,,,
131,"Government High School, Shohal MozullahMale",Shohal Mazullah,018010501,,,,185,0,185,3,0,3
"",,Shohal Mazullah,018010502,,,,278,0,278,,,
"",,Shohal Mazullah,018010503,,,,89,0,89,,,
"",,Shohal Mazullah,018010504,,,,134,0,134,,,
"",,Shohal Mazullah,018010505,,,,199,0,199,,,
"",,,,,,,885,0,885,,,
132,"Government Girls Middle School Shohal MozullahFemale",Shohal Mazullah,018010501,,,,0,122,122,0,2,2
Shohal Mazullah,018010502,,,,0,218,218,,,,,
Shohal Mazullah,018010503,,,,0,68,68,,,,,
Shohal Mazullah,018010504,,,,0,115,115,,,,,
Shohal Mazullah,018010505,,,,0,135,135,,,,,
"",,,,,0,658,658,,,,,
133,"Government Girls Primary School Batang Phagal Ghazi AbadCombined",Pat Seri,018010506,,,,187,152,339,1,1,2
"",,Pat Seri,018010507,,,,170,116,286,,,
"",,,,,,,357,268,625,,,
134,"Government Girls Primary School LasooCombined",Lasoo Sultani,018010508,,,,46,49,95,1,1,2
"",,Lasoo Zimindari,018010509,,,,46,31,77,,,
"",,Kawara,018010510,,,,166,128,294,,,
"",,,,,,,258,208,466,,,
135,"Government Middle School BajmohriCombined",Bajmohri,018010519,,,,274,198,472,1,1,2
"",,,,,,,274,198,472,,,
136,"Government Girls Primary School BajmohriCombined",Bajmori,018010520,,,,182,119,301,2,1,3
"",,Bajmori,018010521,,,,155,122,277,,,
"",,Bajmori,018010522,,,,133,94,227,,,
"",,,,,,,470,335,805,,,
137,"Government Primary School KummiCombined",Kumi Khangeri,018010523,,,,287,186,473,1,1,2
"",,Kumi Khangeri,018010524,,,,184,138,322,,,
"",,,,,,,471,324,795,,,
138,"Government Middle School BatangiCombined",Kumi Khangeri,018010525,,,,177,122,299,1,1,2
"",,,,,,,177,122,299,,,
139,"Government Primary School, KhangeeriCombined",Kumi Khangeri,018010526,,,,289,205,494,2,2,4
"",,Kumi Khangeri,018010527,,,,175,122,297,,,
"",,Kumi Khangeri,018010528,,,,125,98,223,,,
"",,Kumi Khangeri,018010529,,,,82,56,138,,,
"",,,,,,,671,481,1152,,,
140,"Government Primary School ZameeriMale",Kotbahala,018010405,,,,374,0,374,2,0,2
"",,Kotbahala,018010406,,,,329,0,329,,,
"",,,,,,,703,0,703,,,
141,"Government Primary School KotbahlaFemale",Kotbahala,018010405,,,,0,308,308,0,2,2
"",,Kotbahala,018010406,,,,0,249,249,,,
"",,,,,,,0,557,557,,,
142,"Government Primary School PateekaCombined",Pateeka,018010407,,,,149,124,273,1,1,2
"",,Pateeka,018010408,,,,139,113,252,,,
"",,,,,,,288,237,525,,,
