"",,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13
10,"Govt. Girls Primary School (GGPS)Aspar",Aspar,001010601,,,,442,264,706,2,1,3
"",,Zarin Bagh,001010602,,,,106,56,162,,,
"",,Doombat,001010606,,,,136,95,231,,,
"",,TOTAL VOTERS,,,,,684,415,1099,,,
"",,,,,,,,,,,,
11,"Govt. Primary School (GPS) Aspar No.01 (Birinj)",Lachigram,001010603,,,,399,298,697,1,1,2
"",,Syed Gows-2,001010604,,,,17,15,32,,,
"",,TOTAL VOTERS,,,,,416,313,729,,,
"",,,,,,,,,,,,
12,"Govt. Primary School (GPS), KochanGol",Sheradesh,001020101,,,,236,172,408,1,1,2
"",,Kochan-Gol,001020102,,,,116,84,200,,,
"",,Pitudam Ashiret,001020103,,,,124,87,211,,,
"",,TOTAL VOTERS,,,,,476,343,819,,,
"",,,,,,,,,,,,
"Govt. Primary School (GPS), Baradam",Lokuri,001020104,,,,55,42,97,,,,
Baradam,001020105,,,,164,144,308,,,,,
"",,Bozingah,001020106,,,,61,51,112,,,
"",,TOTAL VOTERS,,,,,280,237,517,,,
"",,,,,,,,,,,,
14,Govt. High School (GHS) Ashiret,Lotinga,001020201,,,,73,51,124,3,2,5
"",Khanisgar,001020202,,,,54,40,94,,,,
"",Ashiret,001020204,,,,588,447,1035,,,,
"",Kotga,001020205,,,,252,173,425,,,,
"",,TOTAL VOTERS,,,,,967,711,1678,,,
"",,,,,,,,,,,,
15,"Govt. Girls Primary School (GGPS)Ashiret Khas",Farma,001020203,,,,145,115,260,1,1,2
"",,TOTAL VOTERS,,,,,145,115,260,,,
"",,,,,,,,,,,,
16,"Govt. Girls Primary School (GGPS)Badugal",Katagal,001020301,,,,59,39,98,1,1,2
"",Mirkhani,001020302,,,,124,95,219,,,,
"",Badugal,001020303,,,,266,214,480,,,,
"",,TOTAL VOTERS,,,,,449,348,797,,,
"",,,,,,,,,,,,
17,Basin Health Unit (BHU) Nagar,Nagar,001020304,,,,108,70,178,1,1,2
"",Trilabat,001020305,,,,149,127,276,,,,
"",Patai,001020306,,,,224,192,416,,,,
"",,TOTAL VOTERS,,,,,481,389,870,,,
"",,,,,,,,,,,,
18,Govt. High School (GHS) Ursoon,Deh Ursoon,001020401,,,,145,94,239,2,1,3
"",Gambir-Gol,001020402,,,,215,144,359,,,,
"",Baram Baru Gole Raimali,001020403,,,,189,144,333,,,,
"",,TOTAL VOTERS,,,,,549,382,931,,,
"",,,,,,,,,,,,
19,"Govt. Boys Primary School (GBPS)Paitasungol",Paitasungol,001020404,,,,160,136,296,1,1,2
"",Kachu Gol/Kachi Nisar,001020405,,,,237,171,408,,,,
"",Zuknuk,001020406,,,,81,53,134,,,,
"",,,,,,,478,360,838,,,
"",,,,,,,,,,,,
20,Govt. Middle School (GMS) Jinjirat Koh,Sheikhan-Deh Jinjiret,001020501,,,,418,291,709,2,1,3
"",Jinjirat Koh/Tawarat,001020502,,,,134,114,248,,,,
"",,TOTAL VOTERS,,,,,552,405,957,,,
"",,,,,,,,,,,,
"",Jinjirat Gol,001020503,,,,149,99,248,,,,
Domik Junjiret,001020504,,,,282,191,473,,,,,
"",Govt. High School  (GHS) Sweer,Sweer Bala,001020505,,,,179,127,306,,,
"",Sweer Payeen,001020506,,,,338,256,594,,,,
"",Sweer Lasht,001020507,,,,53,42,95,,,,
"",,TOTAL VOTERS,,,,,1001,715,1716,,,
"",,,,,,,,,,,,
22,"Govt. Primary School (GPS), Osiak",Osaik Payeen,001030301,,,,111,76,187,2,1,3
"",Osaik Bala,001030302,,,,345,250,595,,,,
"",Dum Shoghore,001030303,,,,176,120,296,,,,
"",,TOTAL VOTERS,,,,,632,446,1078,,,
"",,,,,,,,,,,,
23,Govt Middle School (GMS) Junjiret,Dap Jinjirat,001030304,,,,314,197,511,2,1,3
"",Jinjiret Muzdeh,001030305,,,,148,103,251,,,,
"",Junjiret Gologhotek,001030306,,,,76,41,117,,,,
"",Kuru Jinjrat,001030307,,,,93,47,140,,,,
"",,TOTAL VOTERS,,,,,631,388,1019,,,
"",,,,,,,,,,,,
24,"Govt. Primary School (GPS), Drosh",Dundigar,001030205,,,,28,18,46,1,1,2
"",Arian,001030206,,,,384,281,665,,,,
"",,TOTAL VOTERS,,,,,412,299,711,,,
"",,,,,,,,,,,,
25,"Govt. Girls Primary School (GGPS)Drosh",Bazar Drosh,001030101,,,,379,288,667,2,2,4
"",Kuroo,001030102,,,,389,331,720,,,,
"",,TOTAL VOTERS,,,,,768,619,1387,,,
"",,,,,,,,,,,,
26,Govt. Girls High School (GGHS) Drosh,Dadkhanduri,001030103,,,,398,302,700,2,2,4
"",Langah,001030104,,,,377,295,672,,,,
"",,TOTAL VOTERS,,,,,775,597,1372,,,
"",,,,,,,,,,,,
27,"Govt. Girls Primary School (GGPS),Khorandok",Gromell,001030105,,,,218,146,364,2,1,3
"","Charvelan-DehTouhidabad",001030106,,,,173,119,292,,,,
"",Drosh Gole,001030107,,,,203,169,372,,,,
"",Khorandok,001030207,,,,107,82,189,,,,
"",,TOTAL VOTERS,,,,,701,516,1217,,,
"",,,,,,,,,,,,
28,"Govt. Middle School (GMS), Kalkatak",Kalkatak,001030201,,,,658,498,1156,2,1,3
"",,TOTAL VOTERS,,,,,658,498,1156,,,
"",,,,,,,,,,,,
"Govt. Middle School (GMS), Beori",Beori Payeen,001030202,,,,235,184,419,,,,
"",Payeen,Beori Mian-Deh,001030203,,,,201,146,347,1,1,2
"",,TOTAL VOTERS,,,,,436,330,766,,,
"",,,,,,,,,,,,
30,Govt. Primary School (GPS) Beori Bala,Beroi Bala,001030204,,,,452,369,821,1,1,2
"",,TOTAL VOTERS,,,,,452,369,821,,,
"",,,,,,,,,,,,
31,"Govt. Higher Secondary School(GHSS) Drosh",Azaddam,001040101,,,,182,115,297,2,1,3
"",,Dap Nighore,001040107,,,,408,308,716,,,
"",,TOTAL VOTERS,,,,,590,423,1013,,,
"",,,,,,,,,,,,
32,"Regional Institute For TeachersTraining (RITT)",Dargirdini,001040205,,,,340,252,592,1,1,2
"",,Chikdam,001040206,,,,144,105,249,,,
"",,TOTAL VOTERS,,,,,484,357,841,,,
"",,,,,,,,,,,,
33,"Govt. Primary School (GPS), Potonian-Deh",Potonian-Deh,001040102,,,,276,182,458,2,1,3
"",,Goss,001040105,,,,166,143,309,,,
"",,Kutur-dam,001040106,,,,191,136,327,,,
"",,TOTAL VOTERS,,,,,633,461,1094,,,
"",,,,,,,,,,,,
34,"Govt. Primary School (GPS),Khairabad",Khairabad,001040103,,,,235,154,389,1,1,2
"",,TOTAL VOTERS,,,,,235,154,389,,,
"",,,,,,,,,,,,
35,Govt. Primary School (GPS) Wardap,Wardap,001040104,,,,270,187,457,,,
"",,,,,,,270,187,457,1,1,2
"",,,,,,,,,,,,
36,"Govt. Primary School (GPS), TekKaldaam",Tek kaldam,001040201,,,,459,337,796,2,2,4
"",,Kaldam/ Rizan-Deh,001040202,,,,323,246,569,,,
"",,TOTAL VOTERS,,,,,782,583,1365,,,
"",,,,,,,,,,,,
37,"Govt. Primary School (GPS),Shahnigar",Shahnigar-I,001040203,,,,363,243,606,2,2,4
"",,Shahnigar-II,001040204,,,,413,320,733,,,
"",,TOTAL VOTERS,,,,,776,563,1339,,,
"",,,,,,,,,,,,
38,"Govt. Girls Primary School (GGPS)Lasht Shishi",Azur Dam,001040207,,,,263,178,441,2,1,3
"",,Lasht Shishi,001040307,,,,315,179,494,,,
"",,TOTAL VOTERS,,,,,578,357,935,,,
"",,,,,,,,,,,,
39,"Govt. Primary School (GPS), Lawi",Lawi,001040301,,,,488,225,713,,,
"",,TOTAL VOTERS,,,,,488,225,713,,,
"",,,,,,,,,,,,
40,"Govt High School (GHS), Kesu",Kesu Deh,001040302,,,,516,315,831,2,2,4
"",,Kole Khair Abad,001040303,,,,77,52,129,,,
"",,Kesu Door,001040306,,,,300,183,483,,,
"",,TOTAL VOTERS,,,,,893,550,1443,,,
"",,,,,,,,,,,,
41,"Govt. Primary School (GPS), Kesu",Kesu Gole,001040304,,,,9,9,18,1,1,2
"",,Kesu Gol-Deh,001040305,,,,374,216,590,,,
"",,TOTAL VOTERS,,,,,383,225,608,,,
"",,,,,,,,,,,,
42,"Govt. High School (GHS), Madak Lasht",Madak Lasht Tordeh,001050101,,,,634,576,1210,2,2,4
"",,TOTAL VOTERS,,,,,634,576,1210,,,
"",,,,,,,,,,,,
43,Govt.  Primary School (GPS) Matheo,Madak Lasht Moldeh,001050102,,,,350,324,674,2,1,3
"",,Matheo,001050103,,,,244,202,446,,,
"",,TOTAL VOTERS,,,,,594,526,1120,,,
"",,,,,,,,,,,,
44,"Govt. Girls Middle School (GGMS),Madak Lasht",Shaheed Bela,001050104,,,,151,105,256,2,1,3
"",,Askari Shishikoh,001050105,,,,52,46,98,,,
"",,Kotik,001050106,,,,70,53,123,,,
"",,Barpanj,001050201,,,,128,102,230,,,
"",,Achinisar,001050202,,,,32,26,58,,,
"",,Shalaak,001050203,,,,41,36,77,,,
"",,Bayak,001050204,,,,59,62,121,,,
"",,TOTAL VOTERS,,,,,533,430,963,,,
"",,,,,,,,,,,,
45,"Govt. Primary School (GPS), Kalas",Kalas Tordeh,001050205,,,,93,68,161,2,1,3
"",,Kalaas,001050301,,,,66,40,106,,,
"",,Zhindush,001050302,,,,93,65,158,,,
"",,Kawash,001050303,,,,80,46,126,,,
"",,Pattigar,001050304,,,,90,57,147,,,
"",,Kashindal Gole,001050305,,,,148,85,233,,,
"",,Lanjar,001050306,,,,53,34,87,,,
"",,TOTAL VOTERS,,,,,623,395,1018,,,
"",,,,,,,,,,,,
46,"Govt. High School (GHS), Birga Nisar",Ziarat,001050401,,,,50,39,89,,,
Birga Nisar,001050402,,,,82,55,137,,,,,
Kashish,001050405,,,,4,2,6,,,,,
"",,TOTAL VOTERS,,,,,136,96,232,,,
"",,,,,,,,,,,,
47,"Govt. Girls Primary School (GGPS),Birga Bala",Birga Bala,001050403,,,,382,216,216,1,1,2
"",,Lao Nisar,001050404,,,,63,49,49,,,
"",,TOTAL VOTERS,,,,,445,265,265,,,
"",,,,,,,,,,,,
48,Govt. Primary School (GPS) Tingle,Tingle,001050501,,,,206,151,357,1,1,2
"",,Tingle Gole,001050502,,,,128,116,244,,,
"",,TOTAL VOTERS,,,,,334,267,601,,,
"",,,,,,,,,,,,
49,Govt. Middle School (GMS) Taar,Tar,001050503,,,,285,158,443,1,1,2
"",,Istroom,001050505,,,,81,47,128,,,
"",,Istroom Gole,001050506,,,,102,57,159,,,
"",,TOTAL VOTERS,,,,,468,262,730,,,
"",,,,,,,,,,,,
50,Govt. Primary School (GPS) Sherati,Sherati,001050504,,,,326,164,490,1,1,2
"",,TOTAL VOTERS,,,,,326,164,490,,,
"",,,,,,,,,,,,
51,Govt. Primary School (GPS) Goren,Gauch,001050601,,,,170,125,295,2,1,3
"",,Gauch Gole,001050602,,,,72,60,132,,,
"",,Goren,001050603,,,,183,147,330,,,
"",,Muzh-Deh,001050701,,,,80,60,140,,,
"",,TOTAL VOTERS,,,,,505,392,897,,,
"",,,,,,,,,,,,
52,"Govt. Primary School (GPS), PurgalShishi-Kon",Keyari,001050604,,,,14,10,24,2,1,3
"",,Purgal,001050702,,,,145,102,247,,,
"",,Pursad,001050703,,,,95,78,173,,,
"",,Puret Gole,001050704,,,,95,41,136,,,
"",,Huzurbekan-Deh,001050705,,,,214,120,334,,,
"",,Shahi Noor,001050605,,,,74,52,126,,,
"",,TOTAL VOTERS,,,,,637,403,1040,,,
"",,,,,,,,,,,,
53,"Govt. Primary School (GPS) AtaniLasht",Atani Lasht,001060101,,,,292,166,458,2,1,3
"",,Ashkon Lasht,001060102,,,,269,198,467,,,
"",,TOTAL VOTERS,,,,,561,364,925,,,
"",,,,,,,,,,,,
54,"Govt. High School (GHS), Ayun",Kuru Ayun,001060201,,,,231,168,399,2,1,3
Sahan Payen,001060203,,,,478,331,809,,,,,
TOTAL VOTERS,,,,,709,499,1208,,,,,
"",,,,,,,,,,,,
55,"Govt. Primary School (GPS) SahanBala",Sahan Bala,001060202,,,,466,365,831,1,1,2
"",,TOTAL VOTERS,,,,,466,365,831,,,
"",,,,,,,,,,,,
56,"Govt. Girls Community Model School(GGCMS), Sahan Payeen",Dok Ayun,001060204,,,,252,171,423,2,1,3
"",,Der Ayun,001060205,,,,293,183,476,,,
"",,TOTAL VOTERS,,,,,545,354,899,,,
"",,,,,,,,,,,,
57,"Govt. Girls Primary School (GGPS),Der Ayun",Dalgram,001060301,,,,44,32,76,1,1,2
"",,Maskor,001060302,,,,68,53,121,,,
"",,Birir Nisar,001060303,,,,116,72,188,,,
"",,TOTAL VOTERS,,,,,228,157,385,,,
"",,,,,,,,,,,,
58,"Govt Girls Primary School (GGPS)Bishal Birir",Birir Bala,001060305,,,,303,202,505,1,1,2
"",,TOTAL VOTERS,,,,,303,202,505,,,
"",,,,,,,,,,,,
59,"Govt. Middle School (GMS), Birir",Barir Payeen,001060304,,,,411,314,725,1,1,2
"",,TOTAL VOTERS,,,,,411,314,725,,,
"",,,,,,,,,,,,
60,,Prakalak Rumboor,001060401,,,,87,57,144,2,1,3
"","Govt. Middle School (GMS), Rumboor(Prakalak)",Rumboor,001060402,,,,510,386,896,,,
"",,Tarakdara Rumboor,001060404,,,,56,39,95,,,
"",,TOTAL VOTERS,,,,,653,482,1135,,,
"",,,,,,,,,,,,
61,"Govt. Primary School (GPS),Sheikhnan-Deh Rumboor",Sheikhan-Deh Rumboor,001060403,,,,239,196,435,1,1,2
"",,TOTAL VOTERS,,,,,239,196,435,,,
"",,,,,,,,,,,,
62,"Govt. Primary School (GPS),Pehlawanan-Deh Bumburate","Bumburate Pehlawanan-Deh",001060501,,,,507,339,846,2,1,3
"",,TOTAL VOTERS,,,,,507,339,846,,,
"",,,,,,,,,,,,
63,"Govt. High School(GHS), Bumburate",Anizh,001060502,,,,152,131,283,2,1,3
"",,Broon,001060503,,,,285,200,485,,,
"",,Batrik,001060504,,,,161,95,256,,,
"",,TOTAL VOTERS,,,,,598,426,1024,,,
"",,,,,,,,,,,,
64,"Govt. Girls Primary School (GGPS),Muldeh Ayun",Mul-Deh Ayun,001060103,,,,508,342,850,,,
"",,,,,,,508,342,850,,,
"",,,,,,,,,,,,
65,"Govt. Middle School (GMS) AyunMuldeh",Thorain-Deh Ayun,001060104,,,,474,365,839,1,1,2
"",,TOTAL VOTERS,,,,,474,365,839,,,
"",,,,,,,,,,,,
66,"Govt. Girls Primary School (GGPS),Darkhanan-Deh",Darkhanan-Deh,001060106,,,,604,449,1053,2,1,3
"",,TOTAL VOTERS,,,,,604,449,1053,,,
"",,,,,,,,,,,,
67,"Govt. Girls Primary Schol (GGPS),Shogure Ayun",Balawusht,001060105,,,,161,116,277,1,1,2
"",,TOTAL VOTERS,,,,,161,116,277,,,
"",,,,,,,,,,,,
68,Basis Health Unit (BHU) Bumburate,Kandisar,001060505,,,,275,155,430,1,1,2
"",,Krakar,001060506,,,,213,165,378,,,
"",,TOTAL VOTERS,,,,,488,320,808,,,
"",,,,,,,,,,,,
69,"Govt. Middle School (GMS) Sheikhnan-Deh",Sheikhnan-Deh,001060507,,,,212,178,390,2,1,3
"",,"Sheikhnan-Deh KalanBomborate",001060508,,,,348,289,637,,,
"",,TOTAL VOTERS,,,,,560,467,1027,,,
"",,,,,,,,,,,,
70,"Govt. Primary School (GPS), Domoon",Domoon Bala,001070101,,,,318,208,526,2,1,3
"",,Domoon Payeen,001070102,,,,394,217,611,,,
"",,TOTAL VOTERS,,,,,712,425,1137,,,
"",,,,,,,,,,,,
71,"Govt. Girls High School (GGHS), Broze",Birbolik,001070103,,,,176,109,285,1,1,2
"",,Hindustan,001070104,,,,117,61,178,,,
"",,Doom,001070105,,,,60,45,105,,,
"",,TOTAL VOTERS,,,,,353,215,568,,,
"",,,,,,,,,,,,
72,"Govt. High School (GHS), Broze",Gumbad,001070106,,,,246,156,402,1,1,2
"",,Gumbas,001070301,,,,26,20,46,,,
"",,Shelli,001070302,,,,162,104,266,,,
"",,TOTAL VOTERS,,,,,434,280,714,,,
"",,,,,,,,,,,,
"Basic Health Unit (BHU), Broze",Basiru,001070201,,,,49,30,79,,,,
Mangal,001070202,,,,71,41,112,,,,,
Thamoniak,001070203,,,,76,48,124,,,,,
Gramole,001070204,,,,158,95,253,,,,,
"",,Mirasian-Deh,001070205,,,,114,75,189,,,
"",,Zhang-Deh,001070206,,,,207,126,333,,,
"",,TOTAL VOTERS,,,,,675,415,1090,,,
"",,,,,,,,,,,,
74,"Govt. Primary School (GPS), Gaherit",Syedabad,001070303,,,,46,35,81,2,1,3
"",,Gaherit,001070304,,,,451,293,744,,,
"",,Gahiret Gole,001070305,,,,29,20,49,,,
"",,Gang,001070306,,,,67,39,106,,,
"",,TOTAL VOTERS,,,,,593,387,980,,,
"",,,,,,,,,,,,
75,"Govt. Primary School (GPS), KoreBroze",Seen Kurroom Broze,001070401,,,,191,108,299,2,1,3
"",,Korre,001070402,,,,268,159,427,,,
"",,Juti Lasht,001070403,,,,208,130,338,,,
"",,TOTAL VOTERS,,,,,667,397,1064,,,
"",,,,,,,,,,,,
76,"Govt. Middle School (GMS), Orghuch",Rashtoon Orguch,001070404,,,,376,199,575,2,1,3
"",,Orguch,001070405,,,,382,241,623,,,
"",,TOTAL VOTERS,,,,,758,440,1198,,,
"",,,,,,,,,,,,
77,"Govt. High School (GHS), Chumurkhon",Koh Chumurkhon,001070501,,,,202,118,320,2,1,3
"",,Chumurkhon Tordeh,001070502,,,,235,147,382,,,
"",,Chumurkhon Achingol,001070503,,,,397,253,650,,,
"",,TOTAL VOTERS,,,,,834,518,1352,,,
"",,,,,,,,,,,,
78,"Govt. Girls Middle School (GGMS),Chumurkhon",Chumurkhon  Mul-Deh,001070504,,,,114,74,188,2,1,3
"",,"Quraishi ShandakuroChumurkhon",001070505,,,,245,149,394,,,
"",,Dok Chumurkhon,001070506,,,,315,210,525,,,
"",,TOTAL VOTERS,,,,,674,433,1107,,,
"",,,,,,,,,,,,
79,Govt. Primary School (GMS) Shali,Shali,001080104,,,,327,196,523,2,1,3
"",,Bilphok,001080105,,,,182,165,347,,,
"",,TOTAL VOTERS,,,,,509,361,870,,,
"",,,,,,,,,,,,
80,Govt. Middle School (GMS) Seen Lasht,Seen Lasht,001080101,,,,441,342,783,2,1,3
"",,Dolomotch,001080102,,,,141,126,267,,,
"",,TOTAL VOTERS,,,,,582,468,1050,,,
"",,,,,,,,,,,,
81,"Govt. Girls Middle School (GGMS)Seen",Seen,001080103,,,,578,346,924,,,
"",,TOTAL VOTERS,,,,,578,346,924,,,
"",,,,,,,,,,,,
82,Govt High School (GHS) Kari,Kari,001090101,,,,488,361,849,1,1,2
"",,TOTAL VOTERS,,,,,488,361,849,,,
"",,,,,,,,,,,,
83,"Govt. Girls Primary School  (GGPS),Ragh",Ragh,001090102,,,,243,165,408,1,1,2
"",,TOTAL VOTERS,,,,,243,165,408,,,
"",,,,,,,,,,,,
84,"Govt. Primary School (GPS) Lot dehKuju Bala",Kuju Bala,001090103,,,"Sr. 151 to 707(Male)Sr. 110 to 499",557,390,947,2,1,3
"",,TOTAL VOTERS,,,,,557,390,947,,,
"",,,,,,,,,,,,
85,Govt. High School (GHS) Kuju Payeen,Kuju Bala,001090103,,,"Sr. 1 to 150 (Male)Sr. 1 to 109(Female)",150,109,259,1,1,2
"",,Kuju Payeen,001090104,,,,236,138,374,,,
"",,TOTAL VOTERS,,,,,386,247,633,,,
"",,,,,,,,,,,,
86,"Govt. Girls Primary School (GGPS)Koghuzi",Koghuzi Payeen,001100101,,,,519,378,897,2,2,4
"",,Barghuzi,001100103,,,,176,128,304,,,
"",,TOTAL VOTERS,,,,,695,506,1201,,,
"",,,,,,,,,,,,
87,Govt. High School (GHS) Koghuzi,Koghuzi Bala,001100102,,,,421,290,711,1,1,2
"",,TOTAL VOTERS,,,,,421,290,711,,,
"",,,,,,,,,,,,
88,Govt. Middle School (GMS) Golen,Golen Payeen,001100104,,,,287,179,466,1,1,2
"",,TOTAL VOTERS,,,,,287,179,466,,,
"",,,,,,,,,,,,
89,Govt. Primary School (GPS) Birmogh,Golen Bala,001100105,,,,301,208,509,1,1,2
"",,TOTAL VOTERS,,,,,301,208,509,,,
"",,,,,,,,,,,,
90,"Govt. Girls Middle School (GGMS),Mori Lasht",Istangol,001100106,,,,90,49,139,1,1,2
"",,Sheli Lasht,001100201,,,,94,71,165,,,
"",,Mori Lasht,001100202,,,,196,137,333,,,
"",,Chumuruk,001100203,,,,97,48,145,,,
"",,TOTAL VOTERS,,,,,477,305,782,,,
"",,,,,,,,,,,,
Govt. Higher Secondary School,Mori Bala,001100205,,,,502,348,850,,,,
"",(GHSS) Mori Lasht,Mori Payen,001100204,,,,546,381,927,,,
"",,TOTAL VOTERS,,,,,1048,729,1777,,,
"",,,,,,,,,,,,
92,"Govt. High School (GHS), Mroi",Mroi Payeen,001100301,,,,244,166,410,2,1,3
"",,Mroi Bala,001100302,,,,369,261,630,,,
"",,Mroi Biyani,001100303,,,,87,56,143,,,
"",,TOTAL VOTERS,,,,,700,483,1183,,,
"",,,,,,,,,,,,
93,"Govt. Middle School (GMS), Prayeet",Prayeet Payeen,001100304,,,,348,248,596,2,2,4
"",,Prayeet Bala,001100305,,,,451,308,759,,,
"",,TOTAL VOTERS,,,,,799,556,1355,,,
"",,,,,,,,,,,,
94,"Govt. Primary School (GPS), Pasti",Pasti,001100306,,,,190,88,278,1,1,2
"",,TOTAL VOTERS,,,,,190,88,278,,,
"",,,,,,,,,,,,
95,"Govt. Girls High School (GGHS)Barenis",Tordeh Barenis,001100401,,,,109,77,186,2,2,4
"",,Beganan-Deh,001100402,,,,76,51,127,,,
"",,Lasht Barenis,001100403,,,,196,138,334,,,
"",,Utresh,001100504,,,,104,69,173,,,
"",,Sarvelan-Deh,001100505,,,,176,137,313,,,
"",,Kerran-Deh,001100506,,,,62,48,110,,,
"",,TOTAL VOTERS,,,,,723,520,1243,,,
"",,,,,,,,,,,,
96,"Govt. Primary School (GPS), Barenis",Jugumi,001100404,,,,82,58,140,1,1,2
"",,Jamshili Barenis,001100405,,,,42,27,69,,,
"",,Shachar,001100406,,,,73,44,117,,,
"",,TOTAL VOTERS,,,,,197,129,326,,,
"",,,,,,,,,,,,
97,"Govt. Boys High School (GBHS)Barenis",Pahan Lasht Barenis,001100501,,,,52,44,96,1,1,2
"",,Murreen Barenis,001100502,,,,187,137,324,,,
"",,Gole (Barenis),001100503,,,,94,76,170,,,
"",,TOTAL VOTERS,,,,,333,257,590,,,
"",,,,,,,,,,,,
98,Govt. High School (GHS) Shoghore,Awi,001110101,,,,159,119,278,2,2,4
"",,Shoghore,001110102,,,,174,124,298,,,
"",,Sewakht,001110103,,,,241,218,459,,,
"",,Hassanabad,001110104,,,,70,56,126,,,
"",,TOTAL VOTERS,,,,,644,517,1161,,,
"",,,,,,,,,,,,
99,Govt. Primary School (GPS) Momi,Momi,001110105,,,,435,337,772,2,1,3
"",,Mizhigram,001110106,,,,6,10,16,,,
"",,Ruji,001110301,,,,160,126,286,,,
"",,TOTAL VOTERS,,,,,601,473,1074,,,
"",,,,,,,,,,,,
100,Govt. High School (GHS) Arkari,Parponi (Arkari),001110201,,,,148,126,274,2,2,4
"",,Safaid Arkari,001110202,,,,254,196,450,,,
"",,Siah Arkari,001110203,,,,244,204,448,,,
"",,TOTAL VOTERS,,,,,646,526,1172,,,
101,"Govt. Primary School (GPS) ShaliArkari",Shali,001110107,,,,247,152,399,1,1,2
"",,TOTAL VOTERS,,,,,247,152,399,,,
"",,,,,,,,,,,,
102,"Govt. Girls Primary School (GGPS)Rabat",Rabat (Arkari),001110204,,,,147,119,266,1,1,2
"",,TOTAL VOTERS,,,,,147,119,266,,,
"",,,,,,,,,,,,
103,"Govt. Primary School (GPS) OwirArkari",Owir (Arkari),001110205,,,,407,287,694,1,1,2
"",,TOTAL VOTERS,,,,,407,287,694,,,
"",,,,,,,,,,,,
104,"Govt Primary School (GPS) BastiArkari",Baisti (Arkari),001110206,,,,381,281,662,1,1,2
"",,TOTAL VOTERS,,,,,381,281,662,,,
"",,,,,,,,,,,,
105,Govt. Middle School (GMS)  Mogh,Mogh,001110302,,,,319,280,599,1,1,2
"",,TOTAL VOTERS,,,,,319,280,599,,,
"",,,,,,,,,,,,
106,"Govt. Primary School (GPS), Uchugole",Uchugole,001110303,,,,371,320,691,1,1,2
"",,TOTAL VOTERS,,,,,371,320,691,,,
"",,,,,,,,,,,,
107,"Govt. Girls Community Model School(GGCMS) Garamchashma",Ghazhaal,001110304,,,,141,91,232,1,1,2
"",,Eizh,001110305,,,,320,263,583,,,
"",,TOTAL VOTERS,,,,,461,354,815,,,
"",,,,,,,,,,,,
108,Govt. Primary School (GPS) Narkorate,Narkorate,001110306,,,,276,234,510,2,1,3
"",,Kandozaal,001110307,,,,231,198,429,,,
"",,TOTAL VOTERS,,,,,507,432,939,,,
"",,,,,,,,,,,,
