"NEELA (MOHALLAHKAMRAN ABAD)",128040903,-,-,,322,326,648,,,,,
NILA,128040905,-,-,,484,449,933,,,,,
17 Total,,,,-,-,-,806,775,1581,2,2,4
18,"Government Girls ModelPrimary School Dhok Ranjha","NEELA (DHOKERANJHA)",128040901,-,-,,456,374,830,1,1,2
18 Total,,,,-,-,-,456,374,830,1,1,2
19,"Government Girls High SchoolNeela","NEELA (NAZD BAIRIWALI MASJID)",128040904,-,-,,760,699,1459,2,2,4
19 Total,,,,-,-,-,760,699,1459,2,2,4
20,Government High School Dulha,"DULLAH (DHOKESHEREEN, DHOKELUDHIAL)",128040101,-,-,,477,0,477,3,0,3
"",,"DULLAH (DHOKEGHUGH)",128040102,-,-,,358,0,358,,,
"",,"DULLAH (MOHALLAHSHUMALI WALLAH,MOHALLAH SHARQI)",128040104,-,-,,621,0,621,,,
20 Total,,,,-,-,-,1456,0,1456,3,0,3
21,Government High School Dullah,"DULLAH (DHOKESHEREEN, DHOKELUDHIAL)",128040101,-,-,,0,415,415,0,2,2
"",,"DULLAH (DHOKEGHUGH)",128040102,-,-,,0,306,306,,,
"",,"DULLAH (MOHALLAHSHUMALI WALLAH,MOHALLAH SHARQI)",128040104,-,-,,0,653,653,,,
21 Total,,,,-,-,-,0,1374,1374,0,2,2
22,"Government Primary SchoolJabbi",GABBI,128040501,-,-,,469,359,828,2,2,4
"",,GABBI,128040502,-,-,,472,413,885,,,
22 Total,,,,-,-,-,941,772,1713,2,2,4
23,"Government Primary SchoolDhoke Dabri",DHOK DABRI,128040505,-,-,,410,387,797,2,2,4
"",,DHOK DABRI,128040506,-,-,,381,339,720,,,
23 Total,,,,-,-,-,791,726,1517,2,2,4
24,"Government Primary SchoolChackoka Dullah.","DULLAH (DHOKEKOKA)",128040103,-,-,,297,0,297,3,0,3
"",,"DULLAH (MOHALLAHDHAKI MUGHLAN)",128040105,-,-,,246,0,246,,,
"",,"DULLAH ( DHOKEGONDAL)",128040106,-,-,,182,0,182,,,
"",,"DULLAH (CHAK KOOKAA, DHOKEBHANDAR)",128040107,-,-,,647,0,647,,,
24 Total,,,,-,-,-,1372,0,1372,3,0,3
25,"Government Primary SchoolChackoka Dullah.","DULLAH (DHOKEKOKA)",128040103,-,-,,0,263,263,0,2,2
"",,"DULLAH (MOHALLAHDHAKI MUGHLAN)",128040105,-,-,,0,231,231,,,
"",,"DULLAH ( DHOKEGONDAL)",128040106,-,-,,0,151,151,,,
"",,"DULLAH (CHAK KOOKAA, DHOKEBHANDAR)",128040107,-,-,,0,633,633,,,
25 Total,,,,-,-,-,0,1278,1278,0,2,2
26,"Government Girls ElementarySchool Balo Kassar",BALOKASSAR,128040802,-,-,,687,697,1384,2,2,4
26 Total,,,,-,-,-,687,697,1384,2,2,4
27,"Government Model PrimarySchool Shah Pur",SHAH PUR,128040801,-,-,,390,453,843,1,1,2
27 Total,,,,-,-,-,390,453,843,1,1,2
28,Government High School Uthwal,OTHWAL,128040306,-,-,,953,0,953,2,0,2
28 Total,,,,-,-,-,953,0,953,2,0,2
29,Government High School Uthwal,OTHWAL,128040306,-,-,,0,882,882,0,2,2
29 Total,,,,-,-,-,0,882,882,0,2,2
30,"Government Girls High SchoolJamalwal",JAMALWAL,128040202,-,-,,453,0,453,2,0,2
"",,JAMALWAL,128040203,-,-,,617,0,617,,,
30 Total,,,,-,-,-,1070,0,1070,2,0,2
31,"Government Elementary SchoolJamalwal",JAMALWAL,128040202,-,-,,0,428,428,0,2,2
"",,JAMALWAL,128040203,-,-,,0,635,635,,,
31 Total,,,,-,-,-,0,1063,1063,0,2,2
32,"Government High SchoolMaingan",MENGAN,128031001,-,-,,739,0,739,2,0,2
"",,MENGAN,128031002,-,-,,419,0,419,,,
32 Total,,,,-,-,-,1158,0,1158,2,0,2
33,"Government High SchoolMaingan",MENGAN,128031001,-,-,,0,713,713,0,2,2
"",,MENGAN,128031002,-,-,,0,428,428,,,
33 Total,,,,-,-,-,0,1141,1141,0,2,2
34,"Government Girls ElementarySchool Maingan",MENGAN,128031003,-,-,,413,385,798,1,1,2
34 Total,,,,-,-,-,413,385,798,1,1,2
35,Basic Health Unit Maingan,"BULHAY BALA(MAINGAN)",128031004,-,-,,609,581,1190,1,1,2
35 Total,,,,-,-,-,609,581,1190,1,1,2
36,"Government Primary SchoolBullhay Bala",BULHE BALA,128040605,-,-,,614,568,1182,2,1,3
36 Total,,,,-,-,-,614,568,1182,2,1,3
37,"Government Model PrimarySchool Dhaku .",DHAKOO,128040606,-,-,,497,458,955,1,1,2
37 Total,,,,-,-,-,497,458,955,1,1,2
38,"Government Girls CommunityModel School Chak Bhoun",CHAK BHOWN,128040601,-,-,,446,474,920,2,1,3
"",,CHAK BHOWN,128040602,-,-,,141,160,301,,,
38 Total,,,,-,-,-,587,634,1221,2,1,3
39,"Government Primary SchoolChak Bhoun",CHAK BHOWN,128040603,-,-,,480,497,977,2,2,4
"",,CHAK BHOWN,128040604,-,-,,199,179,378,,,
39 Total,,,,-,-,-,679,676,1355,2,2,4
40,Government High School Vero,WAIRO,128040701,-,-,,291,306,597,1,1,2
"",,WAIRO,128040702,-,-,,192,205,397,,,
40 Total,,,,-,-,-,483,511,994,1,1,2
WAIRO,128040703,-,-,,243,183,426,,,,,
41 Total,,,,-,-,-,243,183,426,1,1,2
42,"Government Girls ElementarySchool Lakhwal",LAKHWAL,128040704,-,-,,322,0,322,2,0,2
"",,LAKHWAL,128040705,-,-,,180,0,180,,,
"",,LAKHWAL,128040706,-,-,,174,0,174,,,
"",,LAKHWAL,128040707,-,-,,282,0,282,,,
42 Total,,,,-,-,-,958,0,958,2,0,2
43,"Government Girls ElementarySchool Lakhwal",LAKHWAL,128040704,-,-,,0,324,324,0,2,2
"",,LAKHWAL,128040705,-,-,,0,159,159,,,
"",,LAKHWAL,128040706,-,-,,0,149,149,,,
"",,LAKHWAL,128040707,-,-,,0,249,249,,,
43 Total,,,,-,-,-,0,881,881,0,2,2
44,"Government Boys High SchoolMangwal",MANGWAL,128050101,-,-,,720,0,720,2,0,2
"",,"MANGWAL (BAGHZAIR/DHOKE BUDHA)",128050105,-,-,,284,0,284,,,
44 Total,,,,-,-,-,1004,0,1004,2,0,2
45,"Government Boys High SchoolMangwal",MANGWAL,128050101,-,-,,0,697,697,0,2,2
"",,"MANGWAL (BAGHZAIR/DHOKE BUDHA)",128050105,-,-,,0,240,240,,,
45 Total,,,,-,-,-,0,937,937,0,2,2
46,"Government Girls High SchoolMangwal",MANGWAL,128050102,-,-,,478,0,478,3,0,3
"",,"MANGWAL (WADRAY,FIMKASAR, DHUMAN)",128050103,-,-,,416,0,416,,,
"",,"MANGWAL (BAGHBALA)",128050104,-,-,,241,0,241,,,
46 Total,,,,-,-,-,1135,0,1135,3,0,3
47,"Government Girls High SchoolMangwal",MANGWAL,128050102,-,-,,0,474,474,0,2,2
"",,"MANGWAL (WADRAY,FIMKASAR, DHUMAN)",128050103,-,-,,0,358,358,,,
"",,"MANGWAL (BAGHBALA)",128050104,-,-,,0,205,205,,,
47 Total,,,,-,-,-,0,1037,1037,0,2,2
48,"Government Boys PriamrySchool Rawal Bala",RAWAL,128050904,-,-,,583,0,583,2,0,2
"",,RAWAL,128050905,-,-,,417,0,417,,,
48 Total,,,,-,-,-,1000,0,1000,2,0,2
49,"Government Girls PrimarySchool Rawal Bala",RAWAL,128050904,-,-,,0,560,560,0,2,2
"",,RAWAL,128050905,-,-,,0,360,360,,,
49 Total,,,,-,-,-,0,920,920,0,2,2
50,"Government Girls PrimarySchool Latifal",LATIFAL,128050501,-,-,,641,575,1216,2,1,3
50 Total,,,,-,-,-,641,575,1216,2,1,3
51,"Government Girls High SchoolSikaryala",SIKARYALAH,128050502,-,-,,428,399,827,2,2,4
"",,SIKARYALAH,128050503,-,-,,389,377,766,,,
51 Total,,,,-,-,-,817,776,1593,2,2,4
52,"Government Boys PrimarySchool Khanwal",KHANWAL,128050401,-,-,,464,412,876,2,2,4
"",,"NARWAL (DHOKECHARA)",128050404,-,-,,251,236,487,,,
52 Total,,,,-,-,-,715,648,1363,2,2,4
53,"Government Girls PrimarySchool Mooly",MULE,128050602,-,-,,354,322,676,1,1,2
53 Total,,,,-,-,-,354,322,676,1,1,2
54,"Government Model PrimarySchool Siral",SIRAL (FIM KASAR),128050605,-,-,,419,390,809,1,1,2
54 Total,,,,-,-,-,419,390,809,1,1,2
55,"Government Girls PrimarySchool Dhoke Alfoo",WASO (DHOKE ALFO),128050601,-,-,,478,477,955,1,1,2
56,"Government Boys High SchoolJethal",JETHAL,128050805,-,-,,465,0,465,4,0,4
"",,JETHAL,128050806,-,-,,575,0,575,,,
"",,JETHAL,128050807,-,-,,493,0,493,,,
56 Total,,,,-,-,-,1533,0,1533,4,0,4
57,"Government Girls PrimarySchool Jethal .",JETHAL,128050805,-,-,,0,477,477,0,4,4
"",,JETHAL,128050806,-,-,,0,537,537,,,
"",,JETHAL,128050807,-,-,,0,454,454,,,
57 Total,,,,-,-,-,0,1468,1468,0,4,4
58,"Government Boys ElementarySchool Sarkal Kassar",SARKAL KASSAR,128050801,-,-,,292,0,292,2,0,2
"",,SARKAL KASSAR,128050802,-,-,,450,0,450,,,
"",,"SARKAL KASAR(JETHAL)",128050803,-,-,,167,0,167,,,
"",,SARKAL KASSAR,128050804,-,-,,62,0,62,,,
58 Total,,,,-,-,-,971,0,971,2,0,2
59,"Government Girls PrimarySchool Sarkal Kassar",SARKAL KASSAR,128050801,-,-,,0,287,287,0,2,2
"",,SARKAL KASSAR,128050802,-,-,,0,441,441,,,
"",,"SARKAL KASAR(JETHAL)",128050803,-,-,,0,165,165,,,
"",,SARKAL KASSAR,128050804,-,-,,0,54,54,,,
59 Total,,,,-,-,-,0,947,947,0,2,2
60,"Government Girls High SchoolKot Iqbal","KOTHA BAFINDA (KOTIQBAL)",128050603,-,-,,484,0,484,3,0,3
"",,"KOTHA BAFINDA (KOTIQBAL)",128050604,-,-,,642,0,642,,,
60 Total,,,,-,-,-,1126,0,1126,3,0,3
61,"Government Boys ElementarySchool Kot Iqbal","KOTHA BAFINDA (KOTIQBAL)",128050603,-,-,,0,450,450,0,2,2
"",,"KOTHA BAFINDA (KOTIQBAL)",128050604,-,-,,0,625,625,,,
61 Total,,,,-,-,-,0,1075,1075,0,2,2
62,"Government Boys High SchoolFim Kassar .",FIM KASSAR,128050703,-,-,,649,0,649,4,0,4
FIM KASSAR,128050704,-,-,,757,0,757,,,,,
"AASAMI HATTAR (FIMKASAR)",128050705,-,-,,45,0,45,,,,,
63,"Government Girls ElementarySchool Fim Kassar .",FIM KASSAR,128050703,-,-,,0,646,646,0,4,4
"",,FIM KASSAR,128050704,-,-,,0,761,761,,,
"",,"AASAMI HATTAR (FIMKASAR)",128050705,-,-,,0,46,46,,,
63 Total,,,,-,-,-,0,1453,1453,0,4,4
64,"Government Boys ElementarySchool Parhal",PARHAL (DHUDIAL),128050701,-,-,,781,0,781,3,0,3
"",,PARHAL (DHUDIAL),128050702,-,-,,383,0,383,,,
64 Total,,,,-,-,-,1164,0,1164,3,0,3
65,"Government Girls ElementarySchool Parhal",PARHAL (DHUDIAL),128050701,-,-,,0,770,770,0,3,3
"",,PARHAL (DHUDIAL),128050702,-,-,,0,390,390,,,
65 Total,,,,-,-,-,0,1160,1160,0,3,3
66,"Pakistan InternationalSecondary School Dhudial","DHUDIAL (KASHMIRCOLONY, MOHALLAHCHAKI)",128060101,-,-,,322,0,322,2,0,2
"",,"DHUDIAL (MOHALLAHJABA, RAILWAYSTATION)",128060102,-,-,,787,0,787,,,
66 Total,,,,-,-,-,1109,0,1109,2,0,2
67,"Pakistan InternationalSecondary School Dhudial","DHUDIAL (KASHMIRCOLONY, MOHALLAHCHAKI)",128060101,-,-,,0,254,254,0,2,2
"",,"DHUDIAL (MOHALLAHJABA, RAILWAYSTATION)",128060102,-,-,,0,776,776,,,
67 Total,,,,-,-,-,0,1030,1030,0,2,2
68,"Government Boys High SchoolNo.2 Dhudial","DHUDIAL (GHAZIABAD, MOHALLAHSADAAT)",128060110,-,-,,243,0,243,4,0,4
"",,"DHUDIAL (MOHALLAH MADNIMASJID, MOHALLAHMISTRIAN)",128060111,-,-,,638,0,638,,,
"",,"DHUDIAL (MOHALLAHHUSSAINI, MOHALLAHKHANQAH)",128060112,-,-,,422,0,422,,,
68 Total,,,,-,-,-,1303,0,1303,4,0,4
69,"Government Degree College forWomen Dhudial.","DHUDIAL (GHAZIABAD, MOHALLAHSADAAT)",128060110,-,-,,0,262,262,0,3,3
"",,"DHUDIAL (MOHALLAH MADNIMASJID, MOHALLAHMISTRIAN)",128060111,-,-,,0,589,589,,,
"",,"DHUDIAL (MOHALLAHHUSSAINI, MOHALLAHKHANQAH)",128060112,-,-,,0,435,435,,,
69 Total,,,,-,-,-,0,1286,1286,0,3,3
70,"Office of the SDO (IESCO)Dhudial","DHUDIAL (DHOKEBHAL)",128060113,-,-,,469,424,893,2,2,4
"",,"DHUDIAL (MOHALLAHIBRAHIM ABAD)",128060114,-,-,,380,345,725,,,
70 Total,,,,-,-,-,849,769,1618,2,2,4
"DHUDIAL (FAROOQABAD, MOHALLAHMACHINE)",128060103,-,-,,309,0,309,,,,,
71,"Government Boys High SchoolUnion Council No.1 Dhudial","DHUDIAL (MOHALLAHKISRAN)",128060104,-,-,,737,0,737,4,0,4
"",,"DHUDIAL (MOHALLAHDARSGAH, GIRLSHIGH SCHOOL)",128060105,-,-,,368,0,368,,,
"",,DHUDIAL (DARSGAH),128060118,-,-,,1,0,1,,,
71 Total,,,,-,-,-,1415,0,1415,4,0,4
72,"Government Girls PrimarySchool Talab Mairan Dhudial","DHUDIAL (FAROOQABAD, MOHALLAHMACHINE)",128060103,-,-,,0,298,298,0,3,3
"DHUDIAL (MOHALLAHKISRAN)",128060104,-,-,,0,678,678,,,,,
"DHUDIAL (MOHALLAHDARSGAH, GIRLSHIGH SCHOOL)",128060105,-,-,,0,318,318,,,,,
DHUDIAL (DARSGAH),128060118,-,-,,0,2,2,,,,,
73,"Government Girls High School ,Dhudial","DHUDIAL (MOHALLAHSAJJADIA)",128060106,-,-,,400,0,400,2,0,2
"",,"DHUDIAL (MOHALLAHAWAN)",128060107,-,-,,374,0,374,,,
"",,"DHUDIAL (MOHALLAHDARSGAH)",128060108,-,-,,74,0,74,,,
"",,"DHUDIAL (MOHALLAHBHATIAN)",128060109,-,-,,166,0,166,,,
73 Total,,,,-,-,-,1014,0,1014,2,0,2
74,"Government Girls High School ,Dhudial","DHUDIAL (MOHALLAHSAJJADIA)",128060106,-,-,,0,439,439,0,2,2
"",,"DHUDIAL (MOHALLAHAWAN)",128060107,-,-,,0,377,377,,,
"",,"DHUDIAL (MOHALLAHDARSGAH)",128060108,-,-,,0,63,63,,,
"",,"DHUDIAL (MOHALLAHBHATIAN)",128060109,-,-,,0,130,130,,,
74 Total,,,,-,-,-,0,1009,1009,0,2,2
75,"Government Boys High SchoolSang Kalan .",SONG KALAN,128060115,-,-,,355,358,713,2,2,4
"",,SONG KALAN,128060116,-,-,,474,513,987,,,
75 Total,,,,-,-,-,829,871,1700,2,2,4
76,"Government Model PrimarySchool Sang Khurd . CampusNo.2",SONG KHURD,128060117,-,-,,403,413,816,1,1,2
76 Total,,,,-,-,-,403,413,816,1,1,2
77,"Government Girls PrimarySchool Mohra Thaneel",THATHI JAMOON,128020207,-,-,,408,392,800,2,2,4
"",,MOHRA THANEEL,128020208,-,-,,472,428,900,,,
77 Total,,,,-,-,-,880,820,1700,2,2,4
DAB,128010112,-,-,,381,321,702,,,,,
78 Total,,,,-,-,-,532,468,1000,1,1,2
79,Government High School Tatral,"TARTRAL (GHARBIMASJID)",128010101,-,-,,358,0,358,4,0,4
"",,TATRAL (QAZIAN),128010102,-,-,,181,0,181,,,
"",,"TATRAL (NIKABHOUN)",128010103,-,-,,220,0,220,,,
"",,"TATRAL (MOHALLAHGHS BOYS)",128010108,-,-,,671,0,671,,,
79 Total,,,,-,-,-,1430,0,1430,4,0,4
80,Government High School Tatral,"TARTRAL (GHARBIMASJID)",128010101,-,-,,0,322,322,0,3,3
"",,TATRAL (QAZIAN),128010102,-,-,,0,179,179,,,
"",,"TATRAL (NIKABHOUN)",128010103,-,-,,0,202,202,,,
"",,"TATRAL (MOHALLAHGHS BOYS)",128010108,-,-,,0,607,607,,,
80 Total,,,,-,-,-,0,1310,1310,0,3,3
81,"Government Girls High SchoolTatral","TATRAL (MOHALLAMASHRQI)",128010104,-,-,,254,0,254,4,0,4
TARTAL(DHOKE RAJA),128010105,-,-,,378,0,378,,,,,
"TATRAL (MOHALLAHGHAUSIA)",128010106,-,-,,573,0,573,,,,,
TATRAL,128010107,-,-,,207,0,207,,,,,
82,"Government Girls High SchoolTatral","TATRAL (MOHALLAMASHRQI)",128010104,-,-,,0,250,250,0,4,4
"",,TARTAL(DHOKE RAJA),128010105,-,-,,0,377,377,,,
"",,"TATRAL (MOHALLAHGHAUSIA)",128010106,-,-,,0,536,536,,,
"",,TATRAL,128010107,-,-,,0,212,212,,,
82 Total,,,,-,-,-,0,1375,1375,0,4,4
83,"Government Primary SchoolSutwal",SUTWAL,128010114,-,-,,335,296,631,2,2,4
"",,SUTWAL,128010115,-,-,,463,462,925,,,
83 Total,,,,-,-,-,798,758,1556,2,2,4
84,"Government Girls High SchoolKotha Abdal","KOTHA ABDAL(MOHRA KORCHISHAM)",128010109,-,-,,431,432,863,2,2,4
"",,"MOHRA SHEKHAN(MOHRA KORCHISHAM)",128010116,-,-,,194,223,417,,,
84 Total,,,,-,-,-,625,655,1280,2,2,4
85,"Government Elementary SchoolMohra Kor Chasm","MOHRAKORECHISHAN",128010110,-,-,,696,0,696,2,0,2
"",,"MOHRAKORECHISHAN",128010111,-,-,,286,0,286,,,
85 Total,,,,-,-,-,982,0,982,2,0,2
86,"Government Elementary SchoolMohra Kor Chasm","MOHRAKORECHISHAN",128010110,-,-,,0,646,646,0,2,2
"MOHRAKORECHISHAN",128010111,-,-,,0,272,272,,,,,
87,"Government Girls PrimarySchool Chak Bazeed .","CHAK BAZEED(MOHALLAH NAIABADI)",128060405,-,-,,440,437,877,2,2,4
"",,"CHAK BAZEED(AMEEN ABAD)",128060406,-,-,,478,358,836,,,
"",,"CHAK BAZEED(RANJHA)",128060407,-,-,,36,24,60,,,
87 Total,,,,-,-,-,954,819,1773,2,2,4
88,"Government Boys High SchoolChakral",CHAKRAL,128010401,-,-,,484,0,484,4,0,4
"",,CHAKRAL,128010402,-,-,,397,0,397,,,
"",,CHAKRAL,128010404,-,-,,246,0,246,,,
88 Total,,,,-,-,-,1127,0,1127,4,0,4
89,"Government Girls High SchoolChakral",CHAKRAL,128010401,-,-,,0,504,504,0,2,2
"",,CHAKRAL,128010402,-,-,,0,373,373,,,
"",,CHAKRAL,128010404,-,-,,0,241,241,,,
89 Total,,,,-,-,-,0,1118,1118,0,2,2
90,"Government Girls Model SchoolUdhwal 1",CHAKRAL,128010403,-,-,,629,0,629,4,0,4
"",,UDHWAL,128010407,-,-,,528,0,528,,,
"",,"UDHWAL (DHOKEAITBAR)",128010408,-,-,,49,0,49,,,
90 Total,,,,-,-,-,1206,0,1206,4,0,4
91,"Government Model  SchoolUdhwal No.2",CHAKRAL,128010403,-,-,,0,591,591,0,3,3
"",,UDHWAL,128010407,-,-,,0,542,542,,,
"",,"UDHWAL (DHOKEAITBAR)",128010408,-,-,,0,49,49,,,
91 Total,,,,-,-,-,0,1182,1182,0,3,3
92,"Government Primary SchoolChattal","CHATAL (AWRAL,HAMDAL, CHATAL)",128010405,-,-,,438,0,438,3,0,3
"",,CHATAL (MADHIAL),128010406,-,-,,654,0,654,,,
92 Total,,,,-,-,-,1092,0,1092,3,0,3
93,"Government Girls ElementarySchool Chattal","CHATAL (AWRAL,HAMDAL, CHATAL)",128010405,-,-,,0,442,442,0,3,3
"",,CHATAL (MADHIAL),128010406,-,-,,0,683,683,,,
93 Total,,,,-,-,-,0,1125,1125,0,3,3
"FAREED KASAR(KHANWAL, DHOKEPANJAIN)",128051001,-,-,,462,415,877,,,,,
94 Total,,,,-,-,-,745,709,1454,2,2,4
95,"Government Boys PrimarySchool Dhok Wadan","FAREED KASAR (DHOKE WADHAN)",128051004,-,-,,485,454,939,1,1,2
95 Total,,,,-,-,-,485,454,939,1,1,2
96,"Government Girls High SchoolFarid Kassar (ElementaryPortion)","FAREED KASAR(MOHALLAH SALHAL)",128051002,-,-,,538,0,538,2,0,2
"",,NADRAL,128051005,-,-,,153,0,153,,,
"",,"ACHRAL (DHOKEHAJIAN)",128051006,-,-,,328,0,328,,,
96 Total,,,,-,-,-,1019,0,1019,2,0,2
97,"Government Girls High SchoolFarid Kassar (ElementaryPortion)","FAREED KASAR(MOHALLAH SALHAL)",128051002,-,-,,0,470,470,0,2,2
"",,NADRAL,128051005,-,-,,0,170,170,,,
"",,"ACHRAL (DHOKEHAJIAN)",128051006,-,-,,0,300,300,,,
97 Total,,,,-,-,-,0,940,940,0,2,2
98,"Government Girls PrimarySchool Dhab Loharan","HARCHARDHAAB(DHAB KALAN, DHAABLOHARAN)",128060201,-,-,,264,294,558,1,1,2
"HARCHARDHAAB(DHAB LOHARAN)",128060202,-,-,,220,197,417,,,,,
99,"Government Elementary SchoolDhab Kalan","HARCHARDHAAB(DHAB KALAN)",128060203,-,-,,178,186,364,2,2,4
"",,"HARCHARDHAAB(DHAB KALAN)",128060204,-,-,,60,74,134,,,
"",,"HARCHARDHAAB(DHAB KALAN)",128060206,-,-,,117,105,222,,,
"",,"HARCHARDHAAB(DHAB PARI)",128060207,-,-,,178,176,354,,,
99 Total,,,,-,-,-,533,541,1074,2,2,4
100,"Government Primary SchoolDhab Pari","HARCHARDHAB(DHAB PARI)",128060211,-,-,,425,406,831,1,1,2
100 Total,,,,-,-,-,425,406,831,1,1,2
101,"Government Girls CommunityModel School Chak Naurang",CHAK NAURANG,128060401,-,-,,890,0,890,4,0,4
"",,"CHAK NOURANG(JAMIA MASJID)",128060404,-,-,,286,0,286,,,
101 Total,,,,-,-,-,1176,0,1176,4,0,4
102,"Government Girls CommunityModel School Chak Naurang",CHAK NAURANG,128060401,-,-,,0,802,802,0,3,3
"",,"CHAK NOURANG(JAMIA MASJID)",128060404,-,-,,0,280,280,,,
102 Total,,,,-,-,-,0,1082,1082,0,3,3
103,"Government High School ChakNaurang",CHAK NAURANG,128060402,-,-,,309,307,616,2,2,4
"",,CHAK NAURANG,128060403,-,-,,600,583,1183,,,
103 Total,,,,-,-,-,909,890,1799,2,2,4
104,"Government Girls High SchoolDhab Pari","HARCHARDHAB(DHAB PARI)",128060212,-,-,,350,354,704,2,2,4
"HARCHARDHAB(DHAB PARI)",128060213,-,-,,59,57,116,,,,,
"HARCHARDHAB (KOHE NOOR MIL)",128060214,-,-,,206,179,385,,,,,
105,"Government Girls PrimarySchool Dhab Khushal","HARCHARDHAAB(DHAB KALAN)",128060205,-,-,,79,92,171,2,2,4
"",,"HARCHARDHAB(DHAB KHUSH HAAL)",128060208,-,-,,310,327,637,,,
"",,"HARCHARDHAB(DHAB KALAN)",128060209,-,-,,257,249,506,,,
"",,"HARCHARDHAB(DHAB KALAN)",128060210,-,-,,144,146,290,,,
105 Total,,,,-,-,-,790,814,1604,2,2,4
106,"Government Elementary SchoolThanil Fatohi",THANIL FATOOHI,128020301,-,-,,419,412,831,2,2,4
"",,THANIL FATOOHI,128020303,-,-,,275,282,557,,,
"",,RAKH JIWAL,128020305,-,-,,9,12,21,,,
106 Total,,,,-,-,-,703,706,1409,2,2,4
107,"Government Girls ElementarySchool Thanil Fatohi",THANIL FATOOHI,128020302,-,-,,477,0,477,4,0,4
"",,THANIL FATOOHI,128020304,-,-,,754,0,754,,,
107 Total,,,,-,-,-,1231,0,1231,4,0,4
108,"Government Girls ElementarySchool Thanil Fatohi",THANIL FATOOHI,128020302,-,-,,0,434,434,0,3,3
"",,THANIL FATOOHI,128020304,-,-,,0,711,711,,,
