109 Total,,,,-,-,-,470,338,808,1,1,2
110,"Government Girls PrimarySchool Kiran",Kiran,156100501,-,-,,364,270,634,2,1,3
"",,Kiran,156100502,-,-,,269,200,469,,,
"",,Kiran,156100503,-,-,,136,73,209,,,
110 Total,,,,-,-,-,769,543,1312,2,1,3
111,"Government Girls PrimarySchool Thatti Qureshi",Vinpal,156100506,-,-,,210,152,362,1,1,2
"",,Thatti Qurashi,156100507,-,-,,315,268,583,,,
111 Total,,,,-,-,-,525,420,945,1,1,2
112,"Government Girls PrimarySchool, Abadi Salmana",Jangal Kattian Wala,156100602,-,-,,47,24,71,2,1,3
"",,Salmana,156100603,-,-,,326,190,516,,,
"",,Kulcha,156100604,-,-,,76,46,122,,,
"",,Thatti Panah,156100605,-,-,,283,206,489,,,
112 Total,,,,-,-,-,732,466,1198,2,1,3
113,"Government Boys PrimarySchool Qadir Pur BakhshaKacha",Qadir Pur Bakhsha Katcha,156100701,-,-,,198,136,334,2,2,4
"",,Qadir Pur Bakhsha Katcha,156100702,-,-,,291,234,525,,,
"",,Qadir Pur Bakhsha Pakka,156100704,-,-,,370,264,634,,,
113 Total,,,,-,-,-,859,634,1493,2,2,4
114,"Government Girls PrimarySchool Jamal Wala",Qadir Pur Bakhsha Pakka,156100705,-,-,,250,121,371,2,1,3
Qadir Pur Bakhsha Pakka,156100706,-,-,,333,280,613,,,,,
Qadir Pur Bakhsha Pakka,156100707,-,-,,265,180,445,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
115,"Government Boys ElementrySchool Sultan Bux",Qadir Pur Bakhsha Pakka,156100703,-,-,,435,327,762,2,1,3
"",,Qadir Pur Bakhsha Pakka,156100708,-,-,,180,101,281,,,
"",,Qadir Pur Bakhsha Pakka,156100709,-,-,,235,139,374,,,
115 Total,,,,-,-,-,850,567,1417,2,1,3
116,"Government Girls HighSchool Shair Chakar",Haveli Sheikh Raju,156120101,-,-,,467,361,828,2,1,3
"",,Haveli Sheikh Raju,156120104,-,-,,415,285,700,,,
116 Total,,,,-,-,-,882,646,1528,2,1,3
117,"Government Boys HighSchool Haveli Sheikh Raju",Haveli Sheikh Raju,156120102,-,-,,361,0,361,2,0,2
"",,Haveli Sheikh Raju,156120103,-,-,,394,0,394,,,
"",,Kot Boora,156120105,-,-,,182,0,182,,,
117 Total,,,,-,-,-,937,0,937,2,0,2
118,"Government Boys HighSchool Haveli Sheikh Raju",Haveli Sheikh Raju,156120102,-,-,,0,271,271,0,2,2
"",,Haveli Sheikh Raju,156120103,-,-,,0,298,298,,,
"",,Kot Boora,156120105,-,-,,0,166,166,,,
118 Total,,,,-,-,-,0,735,735,0,2,2
119,"Government Boys MiddleSchool Kala Bali",Kala Bali,156120201,-,-,,541,391,932,1,1,2
119 Total,,,,-,-,-,541,391,932,1,1,2
120,"Government Boys MiddleSchool Kala Bali",Kala Bali,156120202,-,-,,253,214,467,1,1,2
"",,Katchian,156120204,-,-,,295,204,499,,,
120 Total,,,,-,-,-,548,418,966,1,1,2
121,"Government Girls PrimarySchool Jangal Katora",Kot Ram Kor,156120203,-,-,,175,133,308,1,1,2
"",,Jangal Katora,156120205,-,-,,315,197,512,,,
121 Total,,,,-,-,-,490,330,820,1,1,2
122,"Government Boys HighSchool Kot Khan",Kot Khan,156120301,-,-,,477,343,820,2,1,3
"",,Kot Khan,156120302,-,-,,322,217,539,,,
122 Total,,,,-,-,-,799,560,1359,2,1,3
123,"Government Girls ElementarySchool Kot Khan",Kot Khan,156120303,-,-,,343,264,607,2,1,3
Long Janubi,156120406,-,-,,421,327,748,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
124,"Government Girls PrimarySchool Guniana",Guniana,156120304,-,-,,458,322,780,1,1,2
"",,Chak Alyana,156120405,-,-,,160,134,294,,,
124 Total,,,,-,-,-,618,456,1074,1,1,2
125,"Government Boys PrimarySchool Sahjowal",Sahjowal,156120402,-,-,,620,511,1131,1,1,2
125 Total,,,,-,-,-,620,511,1131,1,1,2
126,"Government Girls PrimarySchool Rajana",Rajana,156120501,-,-,,242,214,456,1,1,2
"",,Rajana,156120502,-,-,,211,188,399,,,
126 Total,,,,-,-,-,453,402,855,1,1,2
127,"Government Girls PrimarySchool Sajhowal",Sajhowal,156120401,-,-,,312,244,556,2,1,3
"",,Sajhowal,156120403,-,-,,308,241,549,,,
"",,Rakh Sajhowal,156120404,-,-,,3,1,4,,,
127 Total,,,,-,-,-,623,486,1109,2,1,3
128,"Government Boys PrimarySchool Rajana",Rajana,156120503,-,-,,375,322,697,1,1,2
"",,Rajana,156120504,-,-,,181,143,324,,,
128 Total,,,,-,-,-,556,465,1021,1,1,2
129,"Government Girls ElementarySchool Kabli",Kabli,156120505,-,-,,191,0,191,2,0,2
"",,Kabli,156120506,-,-,,147,0,147,,,
"",,Kabli,156120507,-,-,,314,0,314,,,
"",,Kabli,156120508,-,-,,414,0,414,,,
129 Total,,,,-,-,-,1066,0,1066,2,0,2
130,"Government Girls ElementarySchool Kabli",Kabli,156120505,-,-,,0,154,154,0,2,2
"",,Kabli,156120506,-,-,,0,102,102,,,
"",,Kabli,156120507,-,-,,0,258,258,,,
"",,Kabli,156120508,-,-,,0,322,322,,,
130 Total,,,,-,-,-,0,836,836,0,2,2
131,"Government Girls PrimarySchool Chak Jalal Din",Chak Jalal Din,156120801,-,-,,332,246,578,2,1,3
Chak Jalal Din,156120802,-,-,,221,180,401,,,,,
Kharkan,156121101,-,-,,303,185,488,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
132,"Government Boys ElemantrySchool Chak Pir Behlol",Chak Pir Behlol,156120803,-,-,,325,0,325,2,0,2
"",,Chak Pir Behlol,156120804,-,-,,283,0,283,,,
"",,Mahram Sial,156120805,-,-,,339,0,339,,,
132 Total,,,,-,-,-,947,0,947,2,0,2
133,"Government Boys ElemantrySchool Chak Pir Behlol",Chak Pir Behlol,156120803,-,-,,0,232,232,0,2,2
"",,Chak Pir Behlol,156120804,-,-,,0,211,211,,,
"",,Mahram Sial,156120805,-,-,,0,264,264,,,
133 Total,,,,-,-,-,0,707,707,0,2,2
134,"Government overnment BoysMiddle School Jharki",Jharki,156120901,-,-,,397,295,692,1,1,2
"",,Chak Gunesh Das,156120904,-,-,,119,65,184,,,
"",,Chak Gunesh Das,156120905,-,-,,15,11,26,,,
134 Total,,,,-,-,-,531,371,902,1,1,2
135,"Government Girls PrimarySchool Chak Darzi",Chak Darzi,156120902,-,-,,518,443,961,1,1,2
"",,Haveli Ghulam Janat,156120903,-,-,,96,62,158,,,
135 Total,,,,-,-,-,614,505,1119,1,1,2
136,"Government Girls PrimarySchool Jharki",Chak Sialan,156121001,-,-,,216,134,350,1,1,2
"",,Bela Chandi Nath,156121002,-,-,,15,8,23,,,
"",,Topa Bela Gharbi,156121003,-,-,,120,81,201,,,
"",,Obhan Wala,156121004,-,-,,35,33,68,,,
"",,Naunari,156121005,-,-,,15,15,30,,,
136 Total,,,,-,-,-,401,271,672,1,1,2
137,"Government Boys MiddleSchool Hassan Khan",Billi Naulan Par,156121102,-,-,,18,12,30,2,1,3
"",,Hassan Khan,156121201,-,-,,477,270,747,,,
"",,Hassan Khan,156121202,-,-,,206,156,362,,,
137 Total,,,,-,-,-,701,438,1139,2,1,3
138,"Government Girls PrimarySchool Hassan Khan",Hassan Khan,156121203,-,-,,188,151,339,2,1,3
"",,Hassan Khan,156121204,-,-,,290,194,484,,,
"",,Hassan Khan,156121205,-,-,,257,183,440,,,
138 Total,,,,-,-,-,735,528,1263,2,1,3
139,"Government Boys MiddleSchool (Middle Portion)Hassan Khan",Hassan Khan,156121206,-,-,,317,167,484,2,1,3
Hassan Khan,156121207,-,-,,439,358,797,,,,,
Bela Quraishi,156121208,-,-,,29,11,40,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
140,"Government Boys HighSchool Chaila",Chaila,156120601,-,-,,549,459,1008,2,1,3
"",,Chaila,156120602,-,-,,304,236,540,,,
140 Total,,,,-,-,-,853,695,1548,2,1,3
141,"Government Boys PrimarySchool Najabat",Najabat,156120701,-,-,,397,290,687,2,2,4
"",,Kot Sukha,156120702,-,-,,175,134,309,,,
"",,Buhari Ghulam Jahanian,156120703,-,-,,91,59,150,,,
"",,Wasil Shah,156120704,-,-,,114,89,203,,,
"",,Beli Ahmed Khan,156120705,-,-,,241,220,461,,,
141 Total,,,,-,-,-,1018,792,1810,2,2,4
142,"Government Boys HighSchool Chaila",Chaila,156120603,-,-,,258,187,445,2,2,4
"",,Chaila,156120604,-,-,,357,270,627,,,
"",,Chaila,156120605,-,-,,278,273,551,,,
142 Total,,,,-,-,-,893,730,1623,2,2,4
143,"Government Boys PrimarySchool Jhaggar (Chaila)",Chaila,156120606,-,-,,635,486,1121,2,2,4
"",,Chaila,156120607,-,-,,78,77,155,,,
"",,Chaila,156120608,-,-,,233,197,430,,,
143 Total,,,,-,-,-,946,760,1706,2,2,4
144,"Government Boys PrimarySchool Bulah Patoana",Bulha Patoana,156110101,-,-,,396,329,725,2,1,3
"",,Bela Jotian Wala,156110104,-,-,,148,94,242,,,
"",,Bela Anaran Wala,156110105,-,-,,111,66,177,,,
"",,Batafi,156110106,-,-,,183,149,332,,,
144 Total,,,,-,-,-,838,638,1476,2,1,3
145,"Government Girls PrimarySchool Chak Jan Pur",Chak Jan Pur,156110102,-,-,,682,318,1000,2,1,3
Chak Jan Pur,156110103,-,-,,151,309,460,,,,,
Kalar Qurashi,156110107,-,-,,24,12,36,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,,
146,"Government Girls PrimarySchool Nikkay Balouchan",Bindan Palkana,156110201,-,-,,58,47,105,2,2,4
"",Mulkhiana,156110202,-,-,,237,202,439,,,,
"",Subhiana Sharqi,156110203,-,-,,31,31,62,,,,
"",Alman Sharqi,156110204,-,-,,168,148,316,,,,
"",Basti Balouchan,156110205,-,-,,326,258,584,,,,
146 Total,,,,-,-,-,820,686,1506,2,2,4
147,"Government Boys ElementrySchool Bindi Patoana Kalan",Bindi Patoana Kalan,156110301,-,-,,555,427,982,2,1,3
"",Bela Patoana,156110305,-,-,,224,161,385,,,,
147 Total,,,,-,-,-,779,588,1367,2,1,3
148,"Government Boys PrimarySchool Namdar Phulli",Bindi Patoana Khurd,156110302,-,-,,137,122,259,1,1,2
"",Nam Dar Phulli,156110303,-,-,,342,293,635,,,,
"",Qadir Pur Khurd,156110304,-,-,,162,137,299,,,,
148 Total,,,,-,-,-,641,552,1193,1,1,2
149,"Government Boys PrimarySchool Bela Sidhana",Bela Sidhana,156110401,-,-,,133,114,247,1,1,2
"",Chori Noon,156110402,-,-,,201,134,335,,,,
"",Jhugay Rang Shah,156110404,-,-,,17,9,26,,,,
149 Total,,,,-,-,-,351,257,608,1,1,2
150,"Government Boys PrimarySchool Tahli Gaddan Wali",Dhiduana,156110403,-,-,,387,257,644,2,1,3
"",Tahli Gaddan Wali,156110405,-,-,,346,282,628,,,,
150 Total,,,,-,-,-,733,539,1272,2,1,3
151,"Government Boys PrimarySchool Kot Behram",Kot Behram,156110501,-,-,,522,424,946,2,1,3
"",Adhuana,156110504,-,-,,181,168,349,,,,
151 Total,,,,-,-,-,703,592,1295,2,1,3
152,"Government Boys PrimarySchool Lala Johla",Lal di Jhalar,156110502,-,-,,74,42,116,1,1,2
"",Lahla Johla,156110503,-,-,,478,386,864,,,,
152 Total,,,,-,-,-,552,428,980,1,1,2
153,"Government Boys PrimarySchool Khotiana",Khotiana,156110602,-,-,,405,287,692,2,1,3
"",Ghughiana,156110603,-,-,,167,124,291,,,,
"",Bela Khotiana,156110605,-,-,,15,3,18,,,,
"",Kot Sahib,156110905,-,-,,123,87,210,,,,
153 Total,,,,-,-,-,710,501,1211,2,1,3
154,"Government Boys PrimarySchool Bela Bhorana",Shahana,156110601,-,-,,72,52,124,1,1,2
Bhorana,156110604,-,-,,328,316,644,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
155,"Government Boys PrimarySchool Massan",Massan,156110701,-,-,,667,477,1144,2,1,3
"",,Kot Bahadar Shumali,156110703,-,-,,216,126,342,,,
155 Total,,,,-,-,-,883,603,1486,2,1,3
156,"Government Girls PrimarySchool Massan",Massan,156110702,-,-,,676,577,1253,2,1,3
"",,Chak Madrissa,156110704,-,-,,58,33,91,,,
156 Total,,,,-,-,-,734,610,1344,2,1,3
157,"Government Boys HighSchool Pir Kot Sadhana",Pir Kot Sadhana,156110801,-,-,,395,0,395,3,0,3
"",,Pir Kot Sadhana,156110802,-,-,,444,0,444,,,
"",,Pir Kot Sadhana,156110804,-,-,,557,0,557,,,
157 Total,,,,-,-,-,1396,0,1396,3,0,3
158,"Government Boys HighSchool Pir Kot Sadhana",Pir Kot Sadhana,156110801,-,-,,0,304,304,0,3,3
"",,Pir Kot Sadhana,156110802,-,-,,0,400,400,,,
"",,Pir Kot Sadhana,156110804,-,-,,0,381,381,,,
158 Total,,,,-,-,-,0,1085,1085,0,3,3
159,"Government Boys ElemantrySchool Pir Kot Sadhana",Pir Kot Sadhana,156110803,-,-,,448,382,830,1,1,2
"",,Chak Said Behram,156110805,-,-,,1,0,1,,,
159 Total,,,,-,-,-,449,382,831,1,1,2
160,"Government Boys PrimarySchool Sajhar Kalasan",Bindi Ameer Khan,156110901,-,-,,57,42,99,2,1,3
"",,Sajhar Kalasan,156110902,-,-,,252,197,449,,,
"",,Sajhar Kalasan,156110903,-,-,,328,287,615,,,
"",,Karmuana,156110904,-,-,,63,56,119,,,
"",,Khichiana,156110906,-,-,,84,42,126,,,
160 Total,,,,-,-,-,784,624,1408,2,1,3
161,"Government Boys HighSchool Salyana",Salyana,156111001,-,-,,313,0,313,2,0,2
"",,Salyana,156111002,-,-,,166,0,166,,,
"",,Salyana,156111003,-,-,,240,0,240,,,
"",,Thatti Shah Shakoor,156111004,-,-,,329,0,329,,,
161 Total,,,,-,-,-,1048,0,1048,2,0,2
162,"Government Boys HighSchool Salyana",Salyana,156111001,-,-,,0,288,288,0,2,2
Salyana,156111002,-,-,,0,138,138,,,,,
Salyana,156111003,-,-,,0,187,187,,,,,
Thatti Shah Shakoor,156111004,-,-,,0,256,256,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
163,"Government Boys PrimarySchool Talwara",Talwara,156111005,-,-,,549,447,996,1,1,2
163 Total,,,,-,-,-,549,447,996,1,1,2
164,"Government Girls ElemantrySchool Salyana",Sai Sarwar,156111006,-,-,,660,490,1150,1,1,2
164 Total,,,,-,-,-,660,490,1150,1,1,2
165,"Government Boys PrimarySchool Tattar Kot",Thatti Janu,258010801,-,-,,46,29,75,2,2,4
"",,Tatar Kot,258010802,-,-,,373,284,657,,,
"",,Jand Mali,258010803,-,-,,184,139,323,,,
"",,Jhalar Fateh Khan,258010804,-,-,,10,9,19,,,
"",,Dhirkhan,258010805,-,-,,62,41,103,,,
"",,Chuhkan,258010806,-,-,,183,149,332,,,
165 Total,,,,-,-,-,858,651,1509,2,2,4
166,"Government Girls ElementarySchool Bullo",Thatti Langar,258010901,-,-,,84,83,167,1,1,2
"",,Thatti Rehmoon,258010902,-,-,,496,348,844,,,
166 Total,,,,-,-,-,580,431,1011,1,1,2
167,"Government Boys HighSchool Bullo",Bullo,258010903,-,-,,683,0,683,2,0,2
"",,Bullo,258010904,-,-,,372,0,372,,,
167 Total,,,,-,-,-,1055,0,1055,2,0,2
168,"Government Girls ElementarySchool Bullo",Bullo,258010903,-,-,,0,537,537,0,2,2
"",,Bullo,258010904,-,-,,0,305,305,,,
168 Total,,,,-,-,-,0,842,842,0,2,2
169,"Government Boys HighSchool Kot Shakir(Permanent)",Sangra,258010101,-,-,,36,28,64,1,1,2
"",,Chakwana,258010102,-,-,,0,0,0,,,
"",,Kot Shakir,258010103,-,-,,362,232,594,,,
169 Total,,,,-,-,-,398,260,658,1,1,2
170,"Government Boys PrimarySchool Kot Shakir",Kot Shakir,258010104,-,-,,376,0,376,2,0,2
"",,Kot Shakir,258010106,-,-,,732,0,732,,,
170 Total,,,,-,-,-,1108,0,1108,2,0,2
171,"Government High School KotShakir (Middle Portion)",Kot Shakir,258010104,-,-,,0,291,291,0,2,2
Kot Shakir,258010106,-,-,,0,553,553,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
172,"Government Girls EnglishMedium High School Kot",Kot Shakir,258010105,-,-,,391,315,706,2,1,3
"",,Guniana Joiya Musalli,258010107,-,-,,276,204,480,,,
172 Total,,,,-,-,-,667,519,1186,2,1,3
173,"Government Girls PrimarySchool Bela Sheher(Permanent)",Chandna,258010301,-,-,,169,128,297,1,1,2
"",,Thatti Mehrany,258010302,-,-,,59,17,76,,,
"",,Bela Sher,258010303,-,-,,105,64,169,,,
"",,"Chak No. 7/2 ThalShumali",258010407,-,-,,290,214,504,,,
173 Total,,,,-,-,-,623,423,1046,1,1,2
174,"Government Girls PrimarySchool Thatti Gul(Permanent)",Ahmed Abad,258010201,-,-,,118,92,210,1,1,2
"",,Thatti Gul,258010203,-,-,,148,103,251,,,
"",,Khokhar,258010206,-,-,,184,151,335,,,
174 Total,,,,-,-,-,450,346,796,1,1,2
175,"Government Boys PrimarySchool Muhammad Wala(Paroopi) (Permanent)","Paropi / MuhammadWala",258010304,-,-,,381,285,666,1,1,2
175 Total,,,,-,-,-,381,285,666,1,1,2
176,"Government Boys PrimarySchool Akerian Wala 7/2 ThalShumali (Permanent)","Chak No. 7/2 ThalShumali",258010401,-,-,,256,189,445,1,1,2
"",,"Chak No. 7/2 ThalShumali",258010402,-,-,,26,24,50,,,
"",,"Chak No. 7/2 ThalShumali",258010403,-,-,,29,14,43,,,
176 Total,,,,-,-,-,311,227,538,1,1,2
177,"Government Model PrimarySchool Thatti Khair Shah(Permanent)",Thatti Khair Shah,258010202,-,-,,154,108,262,1,1,2
Thatti Nusrat,258010204,-,-,,120,98,218,,,,,
Lal Datri,258010205,-,-,,22,13,35,,,,,
Jasrat Mal,258010305,-,-,,147,76,223,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
178,"Government Boys PrimarySchool, Akerian Wala 7/2Thal Shumali (Permanent)","Chak No. 7/2 ThalShumali",258010404,-,-,,250,0,250,2,0,2
"",,"Chak No. 7/2 ThalShumali",258010405,-,-,,531,0,531,,,
178 Total,,,,-,-,-,781,0,781,2,0,2
179,"Government Girls PrimarySchool Abadi Goraya 7/2 ThalShumali (Permanent)","Chak No. 7/2 ThalShumali",258010404,-,-,,0,238,238,0,2,2
"",,"Chak No. 7/2 ThalShumali",258010405,-,-,,0,447,447,,,
179 Total,,,,-,-,-,0,685,685,0,2,2
180,"Government Girls PrimarySchool Butta Kotla 7/2 ThalShumali (Permanent)","Chak No. 7/2 ThalShumali",258010406,-,-,,666,483,1149,1,1,2
180 Total,,,,-,-,-,666,483,1149,1,1,2
181,"Government Girls ElementarySchool Chandna (Permanent)","Chak No. 7/2 ThalShumali",258010408,-,-,,569,443,1012,1,1,2
181 Total,,,,-,-,-,569,443,1012,1,1,2
182,"Government Boys EnglishMedium Elementry SchoolChandna (Permanent)","Chak No. 7/2 ThalShumali",258010409,-,-,,501,387,888,1,1,2
182 Total,,,,-,-,-,501,387,888,1,1,2
183,"Government Girls EnglishMedium Primary School Aura(Permanent)",Butta Kotla,258010501,-,-,,61,41,102,2,2,4
"",,Chandia Nashaib,258010502,-,-,,59,36,95,,,
"",,Bela Bakhsha,258010503,-,-,,8,5,13,,,
"",,Aura,258010504,-,-,,722,583,1305,,,
"",,Bela Chandia,258010505,-,-,,0,0,0,,,
183 Total,,,,-,-,-,850,665,1515,2,2,4
184,"Government Girls PrimarySchool Mari Shah Sakhira",Mari Shah Sakhira,258010601,-,-,,493,311,804,1,1,2
Mari Shah Sakhira,258010606,-,-,,116,97,213,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
185,"Government Boys HighSchool Mari Shah Sakhira",Mari Shah Sakhira,258010602,-,-,,800,0,800,2,0,2
"",,Mari Shah Sakhira,258010603,-,-,,293,0,293,,,
185 Total,,,,-,-,-,1093,0,1093,2,0,2
186,"Government Boys HighSchool (Primary Portion)",Mari Shah Sakhira,258010602,-,-,,0,594,594,0,2,2
"",,Mari Shah Sakhira,258010603,-,-,,0,281,281,,,
186 Total,,,,-,-,-,0,875,875,0,2,2
187,"Government Boys HighSchool Mari Shah Sakhira(Permanent)",Mari Shah Sakhira,258010604,-,-,,661,536,1197,1,1,2
187 Total,,,,-,-,-,661,536,1197,1,1,2
188,"Government Girls EnglishMedium High School Mari",Mari Shah Sakhira,258010605,-,-,,601,474,1075,2,1,3
"",,Goraha,258010607,-,-,,36,22,58,,,
188 Total,,,,-,-,-,637,496,1133,2,1,3
189,"Government Girls ElementarySchool Bullo (Permanent)","Chak No. 7/1 ThalShumali",258010701,-,-,,318,233,551,1,1,2
189 Total,,,,-,-,-,318,233,551,1,1,2
190,"Government Boys HighSchool (Primary Portion)Mari Shah Sakhira(Permanent)","Chak No. 7/1 ThalShumali",258010702,-,-,,462,0,462,2,0,2
"",,"Chak No. 7/1 ThalShumali",258010703,-,-,,252,0,252,,,
"",,"Chak No. 7/1 ThalShumali",258010704,-,-,,292,0,292,,,
190 Total,,,,-,-,-,1006,0,1006,2,0,2
191,"Government Boys PrimarySchool Babranwala, MariShah Sakhera (Permanent)","Chak No. 7/1 ThalShumali",258010702,-,-,,0,382,382,0,2,2
"Chak No. 7/1 ThalShumali",258010703,-,-,,0,131,131,,,,,
"Chak No. 7/1 ThalShumali",258010704,-,-,,0,171,171,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
192,"Government English MediumBoys Elementary SchoolChaily Wala (Permanent)",Chak No. 7/2 Thal Janubi,258020101,-,-,,493,288,781,2,2,4
"",,Chak No. 7/2 Thal Janubi,258020102,-,-,,244,349,593,,,
192 Total,,,,-,-,-,737,637,1374,2,2,4
193,"Government Girls PrimarySchool Chaily Wala(Permanent)",Chak No. 7/2 Thal Janubi,258020103,-,-,,345,213,558,1,1,2
"",,Chak No. 7/2 Thal Janubi,258020104,-,-,,153,97,250,,,
"",,Chak No. 7/2 Thal Janubi,258020105,-,-,,5,8,13,,,
193 Total,,,,-,-,-,503,318,821,1,1,2
194,"Government Boys PrimarySchool Sabeel Pur(Permanent)",Chak No. 7/2 Thal Janubi,258020106,-,-,,140,108,248,2,2,4
"",,Chak No. 7/2 Thal Janubi,258020107,-,-,,421,364,785,,,
"",,Chak No. 7/2 Thal Janubi,258020108,-,-,,150,148,298,,,
194 Total,,,,-,-,-,711,620,1331,2,2,4
195,"Government Boys ElementrySchool Kotli Baqir Shah(Permanent)",Chak No. 7/2 Thal Janubi,258020109,-,-,,128,0,128,2,0,2
Chak No. 7/2 Thal Janubi,258020110,-,-,,265,0,265,,,,,
Chak No. 7/2 Thal Janubi,258020111,-,-,,354,0,354,,,,,
Chak No. 7/2 Thal Janubi,258020112,-,-,,127,0,127,,,,,
Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson theelectoral roll incase electoralarea isbifurcated","Number of voters assignedto polling station","Number of pollingbooths",,,,,,
"",Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,,
196,"Government Girls ElementrySchool Kotli Baqir Shah(Permanent)",Chak No. 7/2 Thal Janubi,258020109,-,-,,0,78,78,0,2,2
"",Chak No. 7/2 Thal Janubi,258020110,-,-,,0,191,191,,,,
"",Chak No. 7/2 Thal Janubi,258020111,-,-,,0,273,273,,,,
"",Chak No. 7/2 Thal Janubi,258020112,-,-,,0,107,107,,,,
196 Total,,,,-,-,-,0,649,649,0,2,2
197,"Government BoysElementary School KunnalSheroana (Primary Portion)(Nasir Abad) (Permanent)",Chak No. 7/2 Thal Janubi,258020113,-,-,,0,290,290,0,2,2
"",Chak No. 7/2 Thal Janubi,258020114,-,-,,0,193,193,,,,
"",Chak No. 7/2 Thal Janubi,258020115,-,-,,0,325,325,,,,
197 Total,,,,-,-,-,0,808,808,0,2,2
198,"Government BoysElementary School KunnalSheroana (Nasir Abad)(Permanent)",Chak No. 7/2 Thal Janubi,258020113,-,-,,368,0,368,2,0,2
"",Chak No. 7/2 Thal Janubi,258020114,-,-,,235,0,235,,,,
"",Chak No. 7/2 Thal Janubi,258020115,-,-,,409,0,409,,,,
198 Total,,,,-,-,-,1012,0,1012,2,0,2
199,"Government Boys PrimarySchool Kurhian Wala(Permanent)",Chak No. 7/2 Thal Janubi,258020116,-,-,,287,188,475,2,1,3
"",Chak No. 7/2 Thal Janubi,258020117,-,-,,549,397,946,,,,
199 Total,,,,-,-,-,836,585,1421,2,1,3
200,"Government Girls PrimarySchool Loha Bhir (Permanent)",Chak No. 7/2 Thal Janubi,258020118,-,-,,284,202,486,1,1,2
