DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
Sohawa Bolani,175020709,,,,532,0,532,,,,,,
Sohawa Bolani,175020711,,,,266,0,266,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
5,"Government Boys HigherSecondary School Sohawa BolaniWest (Female)",Sohawa Bolani,175020702,,,,0,488,488,0,3,3,Female
"",,Sohawa Bolani,175020707,,,,0,408,408,,,,
"",,Sohawa Bolani,175020709,,,,0,382,382,,,,
"",,Sohawa Bolani,175020711,,,,0,180,180,,,,
"",,Total,0,1458,1458,,,,,,,,
6,"Government Girls High SchoolSohawa Bolani West (Combined)",Sohawa Bolani,175020708,,,,540,433,973,2,2,4,Combined
"",,Sohawa Bolani,175020710,,,,488,451,939,,,,
"",,Total,1028,884,1912,,,,,,,,
7,"Government Boys High School ChakNo. 3 (Combined)",Chak No. 3,175020801,,,,801,671,1472,1,1,2,Combined
"",,Total,801,671,1472,,,,,,,,
8,"Government Girls Primary SchoolMalakwanwala (East) (Male)",Sohawa Jamlani,175020802,,,,586,0,586,2,0,2,Male
"",,Sohawa Jamlani,175020803,,,,671,0,671,,,,
"",,Total,1257,0,1257,,,,,,,,
9,"Government Girls Primary SchoolMalakwanwala (West) (Female)",Sohawa Jamlani,175020802,,,,0,410,410,0,1,1,Female
"",,Sohawa Jamlani,175020803,,,,0,513,513,,,,
"",,Total,0,923,923,,,,,,,,
10,"Government Boys Primary SchoolMalakwanwala (Combined)",Sohawa Jamlani,175020804,,,,474,361,835,1,1,2,Combined
"",,Total,474,361,835,,,,,,,,
11,"Government Boys Primary SchoolDera Supranwan. East (Male)",Sohawa Jamlani,175020805,,,,374,0,374,2,0,2,Male
"",,Sohawa Jamlani,175020806,,,,742,0,742,,,,
"",,Total,1116,0,1116,,,,,,,,
12,"Government Boys Primary SchoolDera Supranwan. (West) (Female)",Sohawa Jamlani,175020805,,,,0,258,258,0,1,1,Female
Sohawa Jamlani,175020806,,,,0,540,540,,,,,,
Total,0,798,798,,,,,,,,,,
Sohawa Jamlani,175020807,,,,908,770,1678,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
14,"Government Girls Primary SchoolSohawa Jamlani. (Combined)",Sohawa Jamlani,175020808,,,,374,318,692,1,1,2,Combined
"",,Sohawa Jamlani,175020809,,,,82,76,158,,,,
"",,Total,456,394,850,,,,,,,,
15,"Government Girls ElementarySchool Chak Basawa. East (Male)",Chak Basawa,175030201,,,,658,0,658,2,0,2,Male
"",,Chak Basawa,175030202,,,,470,0,470,,,,
"",,Total,1128,0,1128,,,,,,,,
16,"Government Girls ElementarySchool Chak Basawa West (Female)",Chak Basawa,175030201,,,,0,463,463,0,2,2,Female
"",,Chak Basawa,175030202,,,,0,373,373,,,,
"",,Total,0,836,836,,,,,,,,
17,"Government Boys High School ChakBasawa (East) (Combined)",Chak Basawa,175030203,,,,567,427,994,2,1,3,Combined
"",,Chak Basawa,175030204,,,,398,315,713,,,,
"",,Total,965,742,1707,,,,,,,,
18,"Government Boys High School ChakBasawa (West) (Male)",Chak Basawa,175030205,,,,1212,0,1212,2,0,2,Male
"",,Total,1212,0,1212,,,,,,,,
19,"Government Boys High School ChakBasawa (North) (Female)",Chak Basawa,175030205,,,,0,869,869,0,1,1,Female
"",,Total,0,869,869,,,,,,,,
20,"Government Girls Primary SchoolAhdian East (Male)",Ahdian,175030206,,,,638,0,638,2,0,2,Male
Ahdian,175030207,,,,593,0,593,,,,,,
Ahdian,175030208,,,,30,0,30,,,,,,
Chak No. 37,175030209,,,,305,0,305,,,,,,
Total,1566,0,1566,,,,,,,,,,
Ahdian,175030206,,,,0,511,511,,,,,,
Ahdian,175030207,,,,0,437,437,,,,,,
Ahdian,175030208,,,,0,28,28,,,,,,
Chak No. 37,175030209,,,,0,203,203,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
22,"Government Boys Primary SchoolChak No. 2 Shumali (Combined)",Chak No. 2 Shumali,175030301,,,,742,645,1387,1,1,2,Combined
"",,Total,742,645,1387,,,,,,,,
23,"Government Girls High  SchoolChak No. 2 Shumali (Combined)",Chak No. 2 Shumali,175030302,,,,400,317,717,1,1,2,Combined
"",,Total,400,317,717,,,,,,,,
24,"Government Boys High School ChakNo. 2 Janubi (Combined)",Chak No. 2 Janubi,175030303,,,,655,564,1219,2,1,3,Combined
"",,Chak No. 2 Janubi,175030304,,,,354,305,659,,,,
"",,Total,1009,869,1878,,,,,,,,
25,"Government Boys ElementarySchool Rakh Baloch kalan(Combined)",Rakh Sardar Gurmukh Singh,175030305,,,,397,348,745,2,1,3,Combined
"",,Rakh Baloch Kalan,175030501,,,,570,556,1126,,,,
"",,Total,967,904,1871,,,,,,,,
26,Memorial Girls High School Rakh,Rakh Baloch Kalan,175030502,,,,837,679,1516,2,1,3,Combined
"",,Total,837,679,1516,,,,,,,,
27,"Government Hajira BeghumMemorial Girls High School RakhBaloch Kalan West (Combined)",Rakh Baloch Kalan,175030503,,,,141,120,261,1,1,2,Combined
"",,Rakh Baloch Kalan,175030504,,,,453,391,844,,,,
"",,Total,594,511,1105,,,,,,,,
28,"Government Boys Primary SchoolDhok Daud (Combined)",Dhok Daud,175030505,,,,786,580,1366,2,1,3,Combined
"",,Total,786,580,1366,,,,,,,,
29,"Government Model Primary SchoolDhok Shahani (Combined)",Dhok Shahani,175030506,,,,698,589,1287,2,1,3,Combined
"",,Rakh Baloch Khurd.,175040201,,,,143,110,253,,,,
"",,Total,841,699,1540,,,,,,,,
30,"Government Girls High SchoolShaheedanwali East (Combined)",Shaheedanwali,175030601,,,,636,508,1144,1,1,2,Combined
"",,Total,636,508,1144,,,,,,,,
31,"Government Girls High SchoolShaheedanwali West (Combined)",Shaheedanwali,175030602,,,,979,780,1759,2,1,3,Combined
"",,Total,979,780,1759,,,,,,,,
32,"Government Elementary SchoolShaheedanwali East (Combined)",Shaheedanwali,175030603,,,,506,436,942,2,2,4,Combined
"",,Shaheedanwali,175030606,,,,485,330,815,,,,
"",,Total,991,766,1757,,,,,,,,
33,"Government Elementary SchoolShaheedanwali West (Combined)",Shaheedanwali,175030604,,,,210,164,374,1,1,2,Combined
Shaheedanwali,175030605,,,,556,445,1001,,,,,,
Total,766,609,1375,,,,,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
34,Kuthiala Syedan East (Male),Kuthiala Syedan,175030711,,,,559,0,559,2,0,2,Male
"",,Total,1189,0,1189,,,,,,,,
35,"Government Boys Primary SchoolKuthiala Syedan West (Female)",Kuthiala Syedan,175030710,,,,0,467,467,0,2,2,Female
"",,Kuthiala Syedan,175030711,,,,0,427,427,,,,
"",,Total,0,894,894,,,,,,,,
36,"Government Girls ElementarySchool Kuthiala Syedan East (Male)",Kuthiala Syedan,175030712,,,,667,0,667,2,0,2,Male
"",,Kuthiala Syedan,175030713,,,,517,0,517,,,,
"",,Total,1184,0,1184,,,,,,,,
37,"Government Girls ElementarySchool Kuthiala Syedan. West(Female)",Kuthiala Syedan,175030712,,,,0,526,526,0,2,2,Female
"",,Kuthiala Syedan,175030713,,,,0,416,416,,,,
"",,Total,0,942,942,,,,,,,,
38,"Government PrimarySchool,Lakhne Wala (Combined)",Lakhne Wala,175030801,,,,461,333,794,1,1,2,Combined
"",,Total,461,333,794,,,,,,,,
39,"School,Lakhne Wala. East",Lakhne Wala,175030802,,,,869,740,1609,2,1,3,Combined
"",,Total,869,740,1609,,,,,,,,
40,"Government Girls High SchoolLakhne Wala West. (Combined)",Lakhne Wala,175030803,,,,281,244,525,1,1,2,Combined
Lakhne Wala,175030804,,,,458,380,838,,,,,,
Total,739,624,1363,,,,,,,,,,
Chak Fateh Shah,175030805,,,,592,0,592,,,,,,
Chak Fateh Shah,175030806,,,,552,0,552,,,,,,
Chak Fateh Shah,175030807,,,,556,0,556,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
42,"Government Boys High School ChakFateh Shah West (Female)",Chak Fateh Shah,175030805,,,,0,483,483,0,2,2,Female
"",,Chak Fateh Shah,175030806,,,,0,435,435,,,,
"",,Chak Fateh Shah,175030807,,,,0,425,425,,,,
"",,Total,0,1343,1343,,,,,,,,
43,"Government Boys High SchoolMong East (Male)",Mong,175030901,,,,401,0,401,2,0,2,Male
"",,Mong,175030902,,,,256,0,256,,,,
"",,Mong,175030903,,,,211,0,211,,,,
"",,Mong,175030904,,,,222,0,222,,,,
"",,Mong,175030920,,,,210,0,210,,,,
"",,Total,1300,0,1300,,,,,,,,
44,"Government Boys High SchoolMong West (Female)",Mong,175030901,,,,0,360,360,0,2,2,Female
Mong,175030902,,,,0,235,235,,,,,,
Mong,175030903,,,,0,149,149,,,,,,
Mong,175030904,,,,0,199,199,,,,,,
Mong,175030920,,,,0,176,176,,,,,,
Total,0,1119,1119,,,,,,,,,,
Mong,175030905,,,,315,0,315,,,,,,
Mong,175030906,,,,244,0,244,,,,,,
Mong,175030907,,,,374,0,374,,,,,,
Mong,175030908,,,,442,0,442,,,,,,
Mong,175030909,,,,258,0,258,,,,,,
Mong,175030921,,,,185,0,185,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
46,"Government Girls Higher SecondrySchool Mong. West (Female)",Mong,175030905,,,,0,253,253,0,2,2,Female
"",,Mong,175030906,,,,0,222,222,,,,
"",,Mong,175030907,,,,0,294,294,,,,
"",,Mong,175030908,,,,0,364,364,,,,
"",,Mong,175030909,,,,0,224,224,,,,
"",,Mong,175030921,,,,0,138,138,,,,
"",,Total,0,1495,1495,,,,,,,,
47,"Government Girls HigherSecondary School Mong North(Combined)",Mong,175030910,,,,153,127,280,2,1,3,Combined
"",,Mong,175030911,,,,508,409,917,,,,
"",,Mong,175030912,,,,473,447,920,,,,
"",,Total,1134,983,2117,,,,,,,,
48,"Government Boys Primary SchoolMong (Near Eid Gaha) East(Combined)",Mong,175030913,,,,121,114,235,1,1,2,Combined
"",,Mong,175030914,,,,403,301,704,,,,
"",,Mong,175030915,,,,143,97,240,,,,
"",,Total,667,512,1179,,,,,,,,
49,"Government Boys Primary SchoolMong (Near Eid Gaha) West(Combined)",Mong,175030916,,,,378,295,673,2,1,3,Combined
"",,Mong,175030917,,,,85,67,152,,,,
"",,Mong,175030918,,,,380,297,677,,,,
"",,Arazi Bai Luddan,175030919,,,,0,0,0,,,,
"",,Total,843,659,1502,,,,,,,,
50,"Government Boys ElementarySchool Nawan Lok (Male)",Nawan Lok,175031001,,,,853,0,853,4,0,4,Male
Nawan Lok,175031002,,,,680,0,680,,,,,,
Nawan Lok,175031003,,,,573,0,573,,,,,,
Meer Khani,175031004,,,,324,0,324,,,,,,
Garhi Lacha Singh,175031008,,,,2,0,2,,,,,,
Chak Sardar Diyal Singh,175031009,,,,0,0,0,,,,,,
Total,2432,0,2432,,,,,,,,,,
Nawan Lok,175031001,,,,0,763,763,,,,,,
Nawan Lok,175031002,,,,0,508,508,,,,,,
Nawan Lok,175031003,,,,0,470,470,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
"No. aGnodv Neranmmee onft  PGoirlllsin Egl eSmtaetniotnary51",In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBoo0ths","FemaleBoo3ths","TotalBoo3ths",Female,
"",,Garhi Lacha Singh,175031008,,,,0,5,5,,,,
"",,Chak Sardar Diyal Singh,175031009,,,,0,0,0,,,,
"",,Total,0,1987,1987,,,,,,,,
52,"Government Girls High SchoolKalowali East (Male)",Kalowali,175031005,,,,425,0,425,2,0,2,Male
"",,Kalowali,175031006,,,,341,0,341,,,,
"",,Kalowali,175031007,,,,656,0,656,,,,
"",,Total,1422,0,1422,,,,,,,,
53,"Government Girls High SchoolKalowali West (Female)",Kalowali,175031005,,,,0,316,316,0,2,2,Female
"",,Kalowali,175031006,,,,0,279,279,,,,
"",,Kalowali,175031007,,,,0,510,510,,,,
"",,Total,0,1105,1105,,,,,,,,
54,"Government Boys High SchoolChallianwala East (Male)",Challianwala,175040101,,,,1010,0,1010,3,0,3,Male
Challianwala,175040102,,,,784,0,784,,,,,,
Total,1794,0,1794,,,,,,,,,,
Challianwala,175040101,,,,0,771,771,,,,,,
Challianwala,175040102,,,,0,636,636,,,,,,
Challianwala,175040109,,,,0,319,319,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
56,"Government Boys High SchoolChallianwala West (Male)",Challianwala,175040103,,,,376,0,376,3,0,3,Male
"",,Challianwala,175040104,,,,318,0,318,,,,
"",,Challianwala,175040105,,,,489,0,489,,,,
"",,Challianwala,175040106,,,,255,0,255,,,,
"",,Challianwala,175040110,,,,292,0,292,,,,
"",,Challianwala,175040112,,,,283,0,283,,,,
"",,Total,2013,0,2013,,,,,,,,
57,"Government Girls HigherSecondary School ChallianwalaWest (Female)",Challianwala,175040103,,,,0,284,284,0,2,2,Female
"",,Challianwala,175040104,,,,0,202,202,,,,
"",,Challianwala,175040105,,,,0,441,441,,,,
"",,Challianwala,175040110,,,,0,267,267,,,,
"",,Total,0,1194,1194,,,,,,,,
58,"Rural Health Center, Chaillianwala.(Male)",Challianwala,175040107,,,,212,0,212,2,0,2,Male
Challianwala,175040108,,,,213,0,213,,,,,,
Challianwala,175040109,,,,464,0,464,,,,,,
Challianwala,175040111,,,,287,0,287,,,,,,
Challianwala,175040113,,,,181,0,181,,,,,,
Total,1357,0,1357,,,,,,,,,,
Challianwala,175040106,,,,0,196,196,,,,,,
Challianwala,175040107,,,,0,201,201,,,,,,
Challianwala,175040108,,,,0,172,172,,,,,,
Challianwala,175040111,,,,0,206,206,,,,,,
Challianwala,175040112,,,,0,260,260,,,,,,
Challianwala,175040113,,,,0,139,139,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
60,"Government Girls ElementarySchool Dhok Saharan (Combined)",Dhok Saharan,175040202,,,,778,599,1377,2,2,4,Combined
"",,Dhok Saharan,175040203,,,,350,279,629,,,,
"",,Total,1128,878,2006,,,,,,,,
61,"Government Model Primary SchoolDhok Jouri East (Male)",Dhok Jouri,175040204,,,,731,0,731,3,0,3,Male
"",,Dhok Jouri,175040205,,,,748,0,748,,,,
"",,Total,1479,0,1479,,,,,,,,
62,"Government Model Primary SchoolDhok Jouri West (Female)",Dhok Jouri,175040204,,,,0,553,553,0,2,2,Female
"",,Dhok Jouri,175040205,,,,0,625,625,,,,
"",,Total,0,1178,1178,,,,,,,,
63,"Government Higher SecondarySchool Dhok Kasib (Combined)",Dhok Kasib,175040301,,,,886,744,1630,2,1,3,Combined
"",,Total,886,744,1630,,,,,,,,
64,"Government Girls CommunityModel School Dhok Kasib(Combined)",Dhok Kasib,175040302,,,,344,257,601,2,2,4,Combined
"",,Dhok Kasib,175040303,,,,293,237,530,,,,
"",,Dhok Kasib,175040304,,,,480,357,837,,,,
"",,Total,1117,851,1968,,,,,,,,
65,"Government Model Primary SchoolTibbi Malowal (Combined)",Tibbi Malowal,175040305,,,,323,249,572,1,1,2,Combined
"",,Total,323,249,572,,,,,,,,
66,"Government Boys Primary SchoolDhok Murad (Combined)",Dhok Murad,175040401,,,,887,677,1564,2,1,3,Combined
"",,Total,887,677,1564,,,,,,,,
67,"Government Girls High School DhokNawan Lok East (Combined)",Dhok Nawa Lok,175040402,,,,830,650,1480,2,1,3,Combined
Total,830,650,1480,,,,,,,,,,
Dhok Nawa Lok,175040403,,,,533,435,968,,,,,,
Dhok Nawa Lok,175040404,,,,326,266,592,,,,,,
""
""
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
69,"Government Boys Primary SchoolRasool East (Male)",Rasool,175040501,,,,209,0,209,3,0,3,Male
"",,Rasool,175040503,,,,779,0,779,,,,
"",,Rasool,175040504,,,,756,0,756,,,,
"",,Total,1744,0,1744,,,,,,,,
70,"Government Boys Primary SchoolRasool West (Male)",Rasool,175040502,,,,156,0,156,3,0,3,Male
"",,Rasool,175040505,,,,646,0,646,,,,
"",,Rasool,175040506,,,,374,0,374,,,,
"",,Rakh Rasool,175040507,,,,22,0,22,,,,
"",,Dhapai,175040508,,,,463,0,463,,,,
"",,Total,1661,0,1661,,,,,,,,
71,"Government Girls HigherSecondary School Nai Abadi RasoolEast (Female)",Rasool,175040501,,,,0,224,224,0,2,2,Female
"",,Rasool,175040502,,,,0,133,133,,,,
"",,Rasool,175040503,,,,0,686,686,,,,
"",,Rasool,175040504,,,,0,657,657,,,,
"",,Total,0,1700,1700,,,,,,,,
72,"Government Girls HigherSecondary School Nai Abadi RasoolWest (Female)",Rasool,175040505,,,,0,542,542,0,2,2,Female
"",,Rasool,175040506,,,,0,314,314,,,,
"",,Rakh Rasool,175040507,,,,0,23,23,,,,
"",,Dhapai,175040508,,,,0,369,369,,,,
"",,Total,0,1248,1248,,,,,,,,
73,"Government Girls Primary SchoolWara Balian East (Male)",Wara Balian,175040509,,,,1256,0,1256,2,0,2,Male
"",,Total,1256,0,1256,,,,,,,,
74,"Government Girls Primary SchoolWara Balian West (Female)",Wara Balian,175040509,,,,0,995,995,0,2,2,Female
Total,0,995,995,,,,,,,,,,
Boora,175040510,,,,682,543,1225,,,,,,
""
""
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
76,"Government Boys High School ChakNo. 1 East (Male)",Chak No. 1,175040601,,,,798,0,798,2,0,2,Male
"",,Rakh Minar Garh,175040607,,,,285,0,285,,,,
"",,Rakh Minar Garh,175040608,,,,148,0,148,,,,
"",,Total,1231,0,1231,,,,,,,,
77,"Government Girls High School RakhMinar Garh Station ChallianwalaEast (Female)",Chak No. 1,175040601,,,,0,666,666,0,2,2,Female
"",,Rakh Minar Garh,175040607,,,,0,267,267,,,,
"",,Rakh Minar Garh,175040608,,,,0,139,139,,,,
"",,Total,0,1072,1072,,,,,,,,
78,"Government Girls ElementarySchool Kot Islam (Combined)",Chak No. 36,175040602,,,,0,0,0,1,1,2,Combined
"",,Tranianwala,175040603,,,,160,135,295,,,,
"",,Kot Islam,175040604,,,,523,453,976,,,,
"",,Total,683,588,1271,,,,,,,,
79,"Government Boys High School ChakNo. 1 West (Male)",Rakh Minar Garh,175040605,,,,72,0,72,2,0,2,Male
"",,Rakh Minar Garh,175040606,,,,750,0,750,,,,
"",,Rakh Minar Garh,175040609,,,,516,0,516,,,,
"",,Rakh Minar Garh,175040610,,,,127,0,127,,,,
"",,Total,1465,0,1465,,,,,,,,
80,"Government Girls High School RakhMinar Garh Station ChallianwalaWest (Female)",Rakh Minar Garh,175040605,,,,0,60,60,0,2,2,Female
"",,Rakh Minar Garh,175040606,,,,0,649,649,,,,
"",,Rakh Minar Garh,175040609,,,,0,447,447,,,,
"",,Rakh Minar Garh,175040610,,,,0,101,101,,,,
"",,Total,0,1257,1257,,,,,,,,
81,School Chak Sher Muhammad East,Chak Sher Muhammad,175040611,,,,1227,0,1227,2,0,2,Male
Total,1227,0,1227,,,,,,,,,,
Chak Sher Muhammad,175040611,,,,0,1065,1065,,,,,,
DRAFT LIST OF POLLING STATIONS FOR A CONSTITUENCY ELECTION 2018 TO THE PROVINCIAL ASSEMBLY OF THE PUNJAB.,Booth Type,,,,,,,,,,,,
No. and Name of Constituency PP-65 M.B.Din-I,,,,,,,,,,,,,
No. and Name of Polling Station,In Case of Rural Area,In Case of Urban Area,"S.No. of voterson theElectoral Roll in",Number of Voters,Number of Polling Booths,,,,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"CensusBlock Code",Male,Female,Total,"MaleBooths","FemaleBooths","TotalBooths",,
83,"Government Boys High School SiviaEast (Male)",Sivia,175040701,,,,1016,0,1016,3,0,3,Male
"",,Sivia,175040702,,,,913,0,913,,,,
"",,Total,1929,0,1929,,,,,,,,
84,"Government Girls High School SiviaEast (Female)",Sivia,175040701,,,,0,801,801,0,2,2,Female
"",,Sivia,175040702,,,,0,722,722,,,,
"",,Total,0,1523,1523,,,,,,,,
85,"Government Boys High School SiviaWest (Male)",Sivia,175040703,,,,674,0,674,2,0,2,Male
"",,Sivia,175040704,,,,678,0,678,,,,
"",,Total,1352,0,1352,,,,,,,,
86,"Government Girls High School SiviaWest (Female)",Sivia,175040703,,,,0,526,526,0,2,2,Female
