"",TOTAL,,0,852,852,0,2,2,,,,
8,8. Govt. English Madium  Primary School 91/JB. (Male) (P),CHAK 091/JB  GILL SHUMALI,162010201,,,,550,0,550,,,
"",,CHAK 091/JB  GILL SHUMALI,162010202,,,,745,0,745,,,
"",,CHAK 091/JB  GILL SHUMALI,162010203,,,,265,0,265,,,
"",TOTAL,,1560,0,1560,4,0,4,,,,
9,"9. Girls Primary School 91/JB.(Female) (P)",CHAK 091/JB  GILL SHUMALI,162010201,,,,0,482,480,,,
"",,CHAK 091/JB  GILL SHUMALI,162010202,,,,0,560,560,,,
"",,CHAK 091/JB  GILL SHUMALI,162010203,,,,0,220,220,,,
"",TOTAL,,0,1262,1260,0,3,3,,,,
10,"10. Govt. English Madium Boys Primary School. 92/JB.(Male) (P)",CHAK 092/JB  CHEEMA BABERKE,162010204,,,,600,0,600,,,
"",,CHAK 092/JB  CHEEMA BABERKE,162010205,,,,664,0,664,,,
"",TOTAL,,1264,0,1264,3,0,3,,,,
11,"11. Girls Primary School 92/JB.(Female) (P)",CHAK 092/JB  CHEEMA BABERKE,162010204,,,,0,478,478,,,
"",,CHAK 092/JB  CHEEMA BABERKE,162010205,,,,0,519,519,,,
"",TOTAL,,0,997,997,0,2,2,,,,
12,12. Govt. English Madium  Primary 93/JB. (Male) (P),CHAK 093/JB  PACCA ANAA,162010206,,,,255,0,255,,,
"",,CHAK 093/JB  PACCA ANAA,162010207,,,,452,0,452,,,
"",,CHAK 093/JB  PACCA ANAA,162010208,,,,301,0,301,,,
"",TOTAL,,1008,0,1008,2,0,2,,,,
13,13. . Boys Primary School 93/JB. (Male) (P),CHAK 093/JB  PACCA ANAA,162010209,,,,338,295,633,,,
"",CHAK 093/JB  PACCA ANAA,162010210,,,,309,271,580,,,,
"",TOTAL,,647,566,1213,2,1,3,,,,
14,14. Girls Community Model School 93/JB. (Female) (P),CHAK 093/JB  PACCA ANAA,162010206,,,,0,201,201,,,
CHAK 093/JB  PACCA ANAA,162010207,,,,0,398,398,,,,,
CHAK 093/JB  PACCA ANAA,162010208,,,,0,208,208,,,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
15,"15. Govt. English Madium Boys Primary School 94/JB.(Male) (P)",CHAK 094/JB  GILL LALA,162010211,,,,469,0,469,,,
"",,CHAK 094/JB  GILL LALA,162010213,,,,305,0,305,,,
"",,CHAK 094/JB  GILL LALA,162010214,,,,246,0,246,,,
"",TOTAL,,1020,0,1020,2,0,2,,,,
16,16. Boys Primary School.94/JB. (Combined) (P),CHAK 094/JB  GILL LALA,162010212,,,,632,515,1147,,,
"",TOTAL,,632,517,1149,1,1,2,,,,
17,17. Girls Elementary School 94/JB. (Female) (P),CHAK 094/JB  GILL LALA,162010211,,,,0,321,321,,,
"",,CHAK 094/JB  GILL LALA,162010213,,,,0,230,230,,,
"",,CHAK 094/JB  GILL LALA,162010214,,,,0,189,189,,,
"",TOTAL,,0,740,740,0,2,2,,,,
18,"18. Boys Englishh Medium Primary Schools 277/JB.  (Male)(P)",CHAK 277/JB  BUDHIN NANGAL,162010301,,,,228,0,228,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010302,,,,253,0,253,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010303,,,,419,0,419,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010304,,,,348,0,348,,,
"",TOTAL,,1248,0,1248,3,0,3,,,,
19,19. Girls Elementry School 277/JB. Budhi Pind (Female) (P),CHAK 277/JB  BUDHIN NANGAL,162010301,,,,0,199,199,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010302,,,,0,206,206,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010303,,,,0,310,310,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010304,,,,0,260,260,,,
"",TOTAL,,0,975,975,0,2,2,,,,
20,20. Boys Primary School 277/JB. Nangal (Male) (P),CHAK 277/JB  BUDHIN NANGAL,162010305,,,,323,0,323,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010306,,,,391,0,391,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010307,,,,411,0,411,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010308,,,,333,0,333,,,
"",TOTAL,,1458,0,1458,3,0,3,,,,
21,21. Girls Primary School 277/JB.Nangal (Female) (P),CHAK 277/JB  BUDHIN NANGAL,162010305,,,,0,268,268,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010306,,,,0,325,325,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010307,,,,0,310,310,,,
"",,CHAK 277/JB  BUDHIN NANGAL,162010308,,,,0,263,263,,,
"",TOTAL,,0,1166,1166,0,2,2,,,,
22,"22. Boys Elemantary School 279/JB. Dara Pur (Combined)(P)",CHAK 279/JB  BAJWARA DARAPUR,162010310,,,,424,375,799,,,
"",,CHAK 279/JB  BAJWARA DARAPUR,162010311,,,,242,252,494,,,
"",TOTAL,,666,627,1293,2,1,3,,,,
23,"23. Boys Elemantary School 279/JB. Dara Pur (Combined)(P)",CHAK 279/JB  BAJWARA DARAPUR,162010312,,,,678,596,1274,,,
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
24,"24. Govt.Girls Elementry School279/jb,Darapur(Combined) (p)",CHAK 279/JB  BAJWARA DARAPUR,162010309,,,,540,432,972,,,
"",TOTAL,,540,432,972,1,1,2,,,,
25,"25. Girls High School. 338/JB.(Male)  (P)",CHAK 338/JB  NAWAN LAHORE,162010401,,,,467,0,467,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010404,,,,376,0,376,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010405,,,,573,0,573,,,
"",TOTAL,,1416,0,1416,3,0,3,,,,
26,"26. Girls High School. 338/JB.(Female)  (P)",CHAK 338/JB  NAWAN LAHORE,162010401,,,,0,385,385,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010404,,,,0,308,308,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010405,,,,0,456,456,,,
"",TOTAL,,0,1149,1149,0,2,2,,,,
27,27. Boys Primary School. 338/JB. (Combined) (P),CHAK 338/JB  NAWAN LAHORE,162010402,,,,515,364,879,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010403,,,,354,274,628,,,
"",TOTAL,,869,638,1507,2,2,4,,,,
28,28. Union Council Office 338/JB. (Combined) (T),CHAK 338/JB  NAWAN LAHORE,162010406,,,,610,490,1100,,,
"",TOTAL,,610,490,1100,2,1,3,,,,
29,29. Agriculture Office. 338/JB. (Male)   (T),CHAK 338/JB  NAWAN LAHORE,162010407,,,,684,0,684,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010408,,,,383,0,383,,,
"",TOTAL,,1067,0,1067,2,0,2,,,,
30,30. Agriculture Office. 338/JB. (Female) (T),CHAK 338/JB  NAWAN LAHORE,162010407,,,,0,532,532,,,
"",,CHAK 338/JB  NAWAN LAHORE,162010408,,,,0,291,291,,,
"",TOTAL,,0,823,823,0,2,2,,,,
31,31. Govt.Girls Primary School.  337/JB (Combined)  (P),CHAK 337/JB  SIKANDAR ABAD,162010409,,,,548,463,1011,,,
"",TOTAL,,548,463,1011,1,1,2,,,,
32,32. Govt.Boys Elemantary School 337/JB (Male)  (P),CHAK 337/JB  SIKANDAR ABAD,162010410,,,,659,0,659,,,
"",,CHAK 337/JB  SIKANDAR ABAD,162010411,,,,621,0,621,,,
"",TOTAL,,1280,0,1280,3,0,3,,,,
33,33. Govt.Boys Primary School.  337/JB. (Female)  (P),CHAK 337/JB  SIKANDAR ABAD,162010410,,,,0,542,542,,,
"",,CHAK 337/JB  SIKANDAR ABAD,162010411,,,,0,538,538,,,
"",TOTAL,,0,1080,1080,0,2,2,,,,
34,34. Govt.Boys High School 336/JB. (Male) (P),CHAK 336/JB  CHAK ATTIAN,162010501,,,,716,0,716,,,
"",,CHAK 336/JB  CHAK ATTIAN,162010502,,,,233,0,233,,,
"",TOTAL,,949,0,949,2,0,2,,,,
35,35. Govt.Model Primary School 336/JB. (Female) (P),CHAK 336/JB  CHAK ATTIAN,162010501,,,,0,590,590,,,
CHAK 336/JB  CHAK ATTIAN,162010502,,,,0,161,161,,,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
36,36. Govt.Boys Primary School 334/JB (Male) (P),CHAK 334/JB  KOT RAM CHAND,162010503,,,,403,0,403,,,
"",,CHAK 334/JB  KOT RAM CHAND,162010504,,,,807,0,807,,,
"",TOTAL,,1210,0,1210,3,0,3,,,,
37,37. Union Council 334/JB.(Female)   (T),CHAK 334/JB  KOT RAM CHAND,162010503,,,,0,304,304,,,
"",,CHAK 334/JB  KOT RAM CHAND,162010504,,,,0,651,651,,,
"",TOTAL,,0,955,955,0,2,2,,,,
38,38. Girls Elemantary School 334/JB. (Combined)  (P),CHAK 334/JB  KOT RAM CHAND,162010505,,,,239,211,450,,,
"",,CHAK 334/JB  KOT RAM CHAND,162010506,,,,439,307,746,,,
"",,CHAK 334/JB  KOT RAM CHAND,162010507,,,,148,84,232,,,
"",TOTAL,,826,602,1428,2,1,3,,,,
39,39. Govt.Boys Primary School 335/JB. (Male) (P),CHAK 335/JB  BADINPUR,162010601,,,,520,0,520,,,
"",,CHAK 335/JB  BADINPUR,162010602,,,,484,0,484,,,
"",,CHAK 335/JB  BADINPUR,162010603,,,,214,0,214,,,
"",TOTAL,,1218,0,1218,3,0,3,,,,
40,40. Govt.Girls Primary School 335/JB. (Female)  (P),CHAK 335/JB  BADINPUR,162010601,,,,0,366,366,,,
"",,CHAK 335/JB  BADINPUR,162010602,,,,0,362,362,,,
"",,CHAK 335/JB  BADINPUR,162010603,,,,0,180,180,,,
"",TOTAL,,0,908,908,0,2,2,,,,
41,41. Govt.Boys Primary School 333/JB. (Male)  (P),CHAK 333/JB  PASIANWALA,162010604,,,,336,0,336,,,
"",,CHAK 333/JB  PASIANWALA,162010605,,,,494,0,494,,,
"",,CHAK 333/JB  PASIANWALA,162010606,,,,572,0,572,,,
"",TOTAL,,1402,0,1402,3,0,3,,,,
42,42. Govt.Girls Primary School 333/JB. (Female)  (P),CHAK 333/JB  PASIANWALA,162010604,,,,0,250,250,,,
"",,CHAK 333/JB  PASIANWALA,162010605,,,,0,352,352,,,
"",,CHAK 333/JB  PASIANWALA,162010606,,,,0,435,383,,,
"",TOTAL,,0,1037,985,0,3,3,,,,
43,43. Govt.Girls High School 333/JB. (Combined) (P),CHAK 333/JB  PASIANWALA,162010607,,,,506,383,889,,,
"",TOTAL,,506,383,889,1,1,2,,,,
44,44. Govt. Boys Elementary School 332/JB (Male)  (P),CHAK 332/JB  DHANI DEV,162010608,,,,309,0,309,,,
"",,CHAK 332/JB  DHANI DEV,162010609,,,,280,0,280,,,
"",,CHAK 332/JB  DHANI DEV,162010610,,,,571,0,571,,,
"",TOTAL,,1160,0,1160,2,0,2,,,,
45,"45. Govt.Girls Primary School Chak No.332/JB.(Female)(P)",CHAK 332/JB  DHANI DEV,162010608,,,,0,228,228,,,
CHAK 332/JB  DHANI DEV,162010609,,,,0,204,204,,,,,
CHAK 332/JB  DHANI DEV,162010610,,,,0,511,511,,,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
46,46. Boys Elementary School. 339/JB. (Male)  (P),CHAK 339/JB  VEROKE KAJLA,162010701,,,,575,0,575,,,
"",,CHAK 339/JB  VEROKE KAJLA,162010702,,,,376,0,376,,,
"",,CHAK 339/JB  VEROKE KAJLA,162010703,,,,300,0,300,,,
"",TOTAL,,1251,0,1251,3,0,3,,,,
47,"47. Girls Primary School. 339/JB.(Female)  (P)",CHAK 339/JB  VEROKE KAJLA,162010701,,,,0,453,453,,,
"",,CHAK 339/JB  VEROKE KAJLA,162010702,,,,0,255,255,,,
"",,CHAK 339/JB  VEROKE KAJLA,162010703,,,,0,227,227,,,
"",TOTAL,,0,935,935,0,2,2,,,,
48,"48. Govt. Boys  Model Primary School. 340/JB.Badroh(Combined) (P)",CHAK 340/JB  MAHAL JOGA,162010704,,,,478,303,781,,,
"",,CHAK 340/JB  MAHAL JOGA,162010705,,,,261,172,433,,,
"",TOTAL,,739,475,1214,2,1,3,,,,
49,"49. Govt. Girls Model Primary School. 340/JB.Chahoor(Combined) (P)",CHAK 340/JB  MAHAL JOGA,162010706,,,,337,257,594,,,
"",TOTAL,,337,257,594,1,1,2,,,,
50,50. Govt. Girls Primary School. 341/JB (Combined) (P),CHAK 341/JB BAHMNIWALA,162010708,,,,555,472,1027,,,
"",TOTAL,,555,472,1027,1,1,2,,,,
51,51. Govt. Boys Primary School. 341/JB-II (Combined) (P),CHAK 341/JB BAHMNIWALA,162010707,,,,291,243,534,,,
"",TOTAL,,291,243,534,1,1,2,,,,
52,52. Govt. Millat High School. 342/JB. (Male) (P),CHAK 342/JB  LADHAR,162010801,,,,358,0,358,,,
"",,CHAK 342/JB  LADHAR,162010802,,,,420,0,420,,,
"",,CHAK 342/JB  LADHAR,162010803,,,,337,0,337,,,
"",,CHAK 342/JB  LADHAR,162010804,,,,418,0,418,,,
"",TOTAL,,1533,0,1533,4,0,4,,,,
53,53. Govt. Girls Elementary School. 342/JB. (Female)  (P),CHAK 342/JB  LADHAR,162010801,,,,0,235,235,,,
"",,CHAK 342/JB  LADHAR,162010802,,,,0,327,327,,,
"",,CHAK 342/JB  LADHAR,162010803,,,,0,282,282,,,
"",,CHAK 342/JB  LADHAR,162010804,,,,0,343,343,,,
"",TOTAL,,0,1187,1187,0,2,2,,,,
54,"54. Govt. Boys Primary School. 345/JB Pinan Ka(Combined) (P)",CHAK 345/JB  MEHTABPUR,162010805,,,,212,156,368,,,
"",,CHAK 345/JB  MEHTABPUR,162010806,,,,559,456,1015,,,
"",TOTAL,,771,612,1383,2,2,4,,,,
55,"55. Govt. Girls Primary School. 345/JB Hinjali  (Combined)(P)",CHAK 345/JB  MEHTABPUR,162010807,,,,524,432,956,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
56,56. Govt. Boys Primary School 344/JB. (Male) (P),CHAK 344/JB  PATTANWALI,162010808,,,,425,0,425,,,
"",,CHAK 344/JB  PATTANWALI,162010809,,,,385,0,385,,,
"",,CHAK 344/JB  PATTANWALI,162010810,,,,657,0,657,,,
"",TOTAL,,1467,0,1467,3,0,3,,,,
57,57. Govt. Girls Primary School. 344/JB. (Female)  (P),CHAK 344/JB  PATTANWALI,162010808,,,,0,308,308,,,
"",,CHAK 344/JB  PATTANWALI,162010809,,,,0,281,281,,,
"",,CHAK 344/JB  PATTANWALI,162010810,,,,0,516,516,,,
"",TOTAL,,0,1105,1105,0,2,2,,,,
58,58. Govt. Boys Primary School. 347/JB (Combined) (P),CHAK 347/JB  CHAK CHATHA,162010901,,,,495,373,868,,,
"",TOTAL,,495,373,868,1,1,2,,,,
59,59. Govt. Boys Primary School. 347/JB   (Combined) (P),CHAK 347/JB  CHAK CHATHA,162010902,,,,615,441,1056,,,
"",TOTAL,,615,441,1056,1,1,2,,,,
60,60. Govt. Boys High School 348/JB  (Male) (P) .,CHAK 348/JB  ZAKHIRAWALA,162010903,,,,381,0,381,,,
"",,CHAK 348/JB  ZAKHIRAWALA,162010904,,,,405,0,405,,,
"",,CHAK 348/JB  ZAKHIRAWALA,162010905,,,,532,0,532,,,
"",TOTAL,,1318,0,1318,3,0,3,,,,
61,61. Govt.Girls High School.  348/JB   (Female)  (P),CHAK 348/JB  ZAKHIRAWALA,162010903,,,,0,282,282,,,
"",,CHAK 348/JB  ZAKHIRAWALA,162010904,,,,0,310,310,,,
"",,CHAK 348/JB  ZAKHIRAWALA,162010905,,,,0,438,438,,,
"",TOTAL,,0,1030,1030,0,2,2,,,,
62,62. Govt.  Model Primary School.  346/JB  (Combined) (P),CHAK 346/JB  KOT KODHAN,162010906,,,,288,237,525,,,
"",,CHAK 346/JB  KOT KODHAN,162010907,,,,286,220,506,,,
"",TOTAL,,574,457,1031,2,1,3,,,,
63,63. Govt. Boys High School. 417/JB. (Male)  (P),CHAK 417/JB  NAWADA,162011001,,,,454,0,454,,,
"",,CHAK 417/JB  NAWADA,162011002,,,,1031,0,1031,,,
"",TOTAL,,1485,0,1485,3,0,3,,,,
64,64. Govt.Girls Model High School. 417/JB. (Female)  (P),CHAK 417/JB  NAWADA,162011001,,,,0,300,300,,,
"",,CHAK 417/JB  NAWADA,162011002,,,,0,794,794,,,
"",TOTAL,,0,1094,1094,0,2,2,,,,
65,65. Govt. Elementary School. 415/JB. (Male)  (P),CHAK 415/JB  KOT CHANDAR KE,162011003,,,,367,0,367,,,
CHAK 415/JB  KOT CHANDAR KE,162011004,,,,280,0,280,,,,,
CHAK 415/JB  KOT CHANDAR KE,162011005,,,,441,0,441,,,,,
CHAK 415/JB  KOT CHANDAR KE,162011006,,,,253,0,253,,,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
66,66. Govt. Girls Primary School. 415/JB. (Female)  (P),CHAK 415/JB  KOT CHANDAR KE,162011003,,,,0,269,269,,,
"",,CHAK 415/JB  KOT CHANDAR KE,162011004,,,,0,218,218,,,
"",,CHAK 415/JB  KOT CHANDAR KE,162011005,,,,0,364,364,,,
"",,CHAK 415/JB  KOT CHANDAR KE,162011006,,,,0,194,194,,,
"",TOTAL,,0,1045,1045,0,2,2,,,,
67,67. Govt.Boys Primary School. 418/JB. (Male)  (P),CHAK 418/JB  SARJA CHAK,162011007,,,,449,0,449,,,
"",,CHAK 418/JB  SARJA CHAK,162011008,,,,581,0,581,,,
"",TOTAL,,1030,0,1030,2,0,2,,,,
68,68. Govt.Girls Elemantary School. 418/JB.(Female),CHAK 418/JB  SARJA CHAK,162011007,,,,0,312,312,,,
"",,CHAK 418/JB  SARJA CHAK,162011008,,,,0,461,461,,,
"",TOTAL,,0,773,773,0,2,2,,,,
69,69. Govt.Boys Primary School. 343/JB. (Male)  (P),CHAK 343/JB  NAWABWALA,162011101,,,,593,0,593,,,
"",,CHAK 343/JB  NAWABWALA,162011102,,,,547,0,547,,,
"",TOTAL,,1140,0,1140,2,0,2,,,,
70,70. Govt.Girls Primary School. 343/JB. (Female)  (P),CHAK 343/JB  NAWABWALA,162011101,,,,0,491,491,,,
"",,CHAK 343/JB  NAWABWALA,162011102,,,,0,389,389,,,
"",TOTAL,,0,880,880,0,2,2,,,,
71,71. Govt.Boys Primary School. 349/JB.   (Combined) (P),CHAK 349/JB  SATRAHA NAU,162011103,,,,812,618,1430,,,
"",TOTAL,,812,618,1430,2,2,4,,,,
72,72. Govt.Boys Primary School. 413/JB.  (Combined) (P),CHAK 413/JB  KARNEL GANJ,162011104,,,,591,433,1024,,,
"",TOTAL,,591,433,1024,1,1,2,,,,
73,73. Govt.Girls Primary School. 416/JB.   (Combined) (P),CHAK 416/JB  GARNTHPUR,162011201,,,,479,382,861,,,
"",,CHAK 416/JB  GARNTHPUR,162011202,,,,382,295,677,,,
"",TOTAL,,861,677,1538,2,2,4,,,,
74,74. Govt.Girls Primary School. 350/JB.   (Combined) (P),CHAK 350/JB  WAHIDPUR,162011203,,,,261,203,464,,,
"",,CHAK 350/JB  WAHIDPUR,162011204,,,,438,301,739,,,
"",TOTAL,,699,504,1203,2,1,3,,,,
75,75. Govt.Boys Primary School. 414/JB. (Male)  (P),CHAK 414/JB  TAWAN,162011205,,,,262,0,262,,,
"",,CHAK 414/JB  TAWAN,162011206,,,,451,0,451,,,
"",,CHAK 414/JB  TAWAN,162011207,,,,358,0,358,,,
"",TOTAL,,1071,0,1071,2,0,2,,,,
76,76. Govt.Girls Primary School. 414/JB. (Female)  (P),CHAK 414/JB  TAWAN,162011205,,,,0,164,164,,,
CHAK 414/JB  TAWAN,162011206,,,,0,371,371,,,,,
CHAK 414/JB  TAWAN,162011207,,,,0,285,285,,,,,
Sr.No,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S.No. of Voters on theelectoral roll in case ofelectoral area isbifurcated","Number of Voters assignedto Polling Station","Number of PollingBooths",,,,,,
"",,Name of electoral area,"Census BlockCode",Name of electoral area,"CensusBlock Code",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
77,77. Govt.Boys Primary School. 314/JB.  (Combined) (P),CHAK 314/JB  BARYAR,162020101,,,,467,311,778,,,
"",,CHAK 314/JB  BARYAR,162020102,,,,441,309,750,,,
"",TOTAL,,908,620,1528,2,2,4,,,,
78,78. Govt.Boys Primary School. 315/JB. (Male)  (P),CHAK 315/JB  KALA PAHAR,162020103,,,,678,0,678,,,
"",,CHAK 315/JB  KALA PAHAR,162020104,,,,680,0,680,,,
"",TOTAL,,1358,0,1358,3,0,3,,,,
79,"79. Govt.Girls Community Model School. 315/JB.(Female)(P)",CHAK 315/JB  KALA PAHAR,162020103,,,,0,459,459,,,
"",,CHAK 315/JB  KALA PAHAR,162020104,,,,0,494,494,,,
"",TOTAL,,0,953,953,0,2,2,,,,
80,80. Govt.Model Primary School. 316/JB.   (Combined) (P),CHAK 316/JB  TALWANDI SARING,162020105,,,,609,474,1083,,,
"",TOTAL,,609,474,1083,2,1,3,,,,
81,81. Govt.Boys Primary School. 425/JB. (Male)  (P),CHAK 425/JB  PARANA WAHLA,162020106,,,,580,0,580,,,
"",,CHAK 425/JB  PARANA WAHLA,162020107,,,,584,0,584,,,
"",TOTAL,,1164,0,1164,2,0,2,,,,
82,82. Govt.Girls High School. 425/JB.(Female)  (P),CHAK 425/JB  PARANA WAHLA,162020106,,,,0,454,454,,,
"",,CHAK 425/JB  PARANA WAHLA,162020107,,,,0,468,468,,,
"",TOTAL,,0,922,922,0,2,2,,,,
83,83. Govt.Boys Primary School. 308/JB. (Combined) (P),CHAK 308/JB  SURANGI,162020201,,,,478,396,874,,,
"",,CHAK 308/JB  SURANGI,162020202,,,,402,312,714,,,
"",TOTAL,,880,708,1588,2,2,4,,,,
84,84. Govt.Girls Primary School. 309/JB. (Combined) (P),CHAK 309/JB  BHIKKI,162020203,,,,477,349,826,,,
"",TOTAL,,477,349,826,1,1,2,,,,
85,85. Govt.Girls Primary School. 309/JB. (Combined) (P),CHAK 309/JB  BHIKKI,162020204,,,,573,440,1013,,,
"",TOTAL,,573,440,1013,2,1,3,,,,
86,86. Govt.Boys Primary School. 312/JB. (Combined) (P),CHAK 312/JB  KATHOWALI,162020205,,,,578,451,1029,,,
"",TOTAL,,578,451,1029,1,1,2,,,,
87,"87. Govt.Boys Primary School. 313/JB.(Male)  (P)",CHAK 313/JB  TAQQIPUR,162020206,,,,419,0,419,,,
"",,CHAK 313/JB  TAQQIPUR,162020207,,,,743,0,743,,,
"",TOTAL,,1162,0,1162,2,0,2,,,,
88,88. Govt.Girls Primary School. 313/JB. (Female)  (P),CHAK 313/JB  TAQQIPUR,162020206,,,,0,302,302,,,
"",,CHAK 313/JB  TAQQIPUR,162020207,,,,0,529,529,,,
