"",,,,,2415,0,2415,,,
"",52,"Govt.Govt. Boys Elemintry School Imambarga,Pattoki (Female",Mandian Wala Road,191100101,0,116,116,0,0,0
"",,,Mandian Wala Road,191100102,0,196,196,,,
"",,,Mandian Wala Road,191100103,0,1978,1978,,,
"",,,,,0,2290,2290,,,
"",53,Govt . Govt.Girls MC School Old Mandi Pattoki  (Male,School Gali,191100104,563,0,563,2,0,2
"",,,Mohallah Saeed Qasr Gull,191100105,669,0,669,,,
"",,,,,1232,0,1232,,,
"",54,Govt . Govt.Girls MC School Old Mandi Pattoki (Female,School Gali,191100104,0,504,504,0,2,2
"",,,Mohallah Saeed Qasr Gull,191100105,0,620,620,,,
"",,,,,0,1124,1124,,,
"",55,M.C.Govt. Boys Primary School No.2  Pattoki (Male,Budhen Halvai,191100106,1051,0,1051,2,0,2
"",,,Budhen Halvai,191100107,46,0,46,,,
"",,,Budhen Halvai,191100108,0,0,0,,,
"",,,,,1097,0,1097,,,
"",56,M.C.Govt. Boys Primary School No.2  Pattoki (Female,Budhen Halvai,191100106,0,878,878,0,2,2
"",,,Budhen Halvai,191100107,0,0,0,,,
"",,,Budhen Halvai,191100108,0,0,0,,,
"",57,Govt.Girls Elemintry School Purani Mand Pattoki (Male,Pervaiz Butt,191100201,546,0,546,2,0,2
"",,,Raza Abad,191100202,628,0,628,,,
"",,,,,,,,,,
"",,,Bagh wali Basti,191100203,350,0,350,,,
"",,,,,1524,0,1524,,,
"",58,Govt.Girls Elemintry School Purani Mand Pattoki (Female,Pervaiz Butt,191100201,0,447,447,0,2,2
"",,,Raza Abad,191100202,0,556,556,,,
"",,,Bagh wali Basti,191100203,0,291,291,,,
"",,,,,0,1294,1294,,,
"",59,"Govt.Girls Primary School Basti Rehman Pura Chunian RoadPattoki (Male",Muzamal Bazar,191100204,731,0,731,2,0,2
"",,,Muzamal Bazar,191100205,390,0,390,,,
"",,,Muzamal Bazar,191100206,356,0,356,,,
"",,,Muzamal Bazar,191100207,10,0,10,,,
"",,,,,1487,0,1487,,,
"",60,"Govt.Girls Primary School Basti Rehman Pura Chunian RoadPattoki (Female",Muzamal Bazar,191100204,0,579,579,0,2,2
"",,,Muzamal Bazar,191100205,0,329,329,,,
"",,,Muzamal Bazar,191100206,0,289,289,,,
"",,,Muzamal Bazar,191100207,0,0,0,,,
"",,,,,0,1197,1197,,,
"",61,Govt.Girls Elemintry School Naroki Thatha Pattoki (Male,Kashif Chowk,191100301,821,0,821,3,0,3
"",,,Kashif Chowk,191100305,0,0,0,,,
"",,,Kashif Chowk,191100306,46,0,46,,,
"",,,KANAL PARK,191100307,0,0,0,,,
"",,,NAROKI THATH,191100308,0,0,0,,,
"",,,,,867,0,867,,,
"",62,Govt.Girls Elemintry School Naroki Thatha Pattoki (Male,Kanal Park,191100302,1039,0,1039,3,0,3
"",,,,,1039,0,1039,,,
"",63,Govt.Girls Elemintry School Naroki Thatha Pattoki (Female,Kashif Chowk,191100301,0,673,673,0,2,2
"",,,Kanal Park,191100302,0,834,834,,,
"",,,Kashif Chowk,191100305,0,0,0,,,
"",,,Kashif Chowk,191100306,0,0,0,,,
"",,,KANAL PARK,191100307,0,0,0,,,
"",,,NAROKI THATH,191100308,0,0,0,,,
"",,,,,0,1507,1507,,,
"",64,Govt. High School Pattoki (Male,Kanal Park,191100303,966,0,966,2,0,2
"",,,Naroki Thatta,191100304,751,0,751,,,
"",,,,,1717,0,1717,,,
"",65,Govt. High School Pattoki (Female,Kanal Park,191100303,0,690,690,0,2,2
"",,,Naroki Thatta,191100304,0,588,588,,,
"",,,,,0,1278,1278,,,
"",66,Govt. Boys Primary School Naroki Thatta Pattoki (Male,Raza Abad,191100401,680,0,680,2,0,2
"",,,Zahid Town,191100403,170,0,170,,,
"",,,Raza Abad,191100404,0,0,0,,,
"",,,Raza Abad,191100405,0,0,0,,,
"",,,,,1079,0,1079,,,
"",67,Govt. Boys Primary School Naroki Thatta Pattoki (Female,Raza Abad,191100401,0,542,542,0,2,2
"",,,Raza Abad,191100402,0,209,209,,,
"",,,Zahid Town,191100403,0,136,136,,,
"",,,Raza Abad,191100404,0,0,0,,,
"",,,Raza Abad,191100405,0,0,0,,,
"",,,,,0,887,887,,,
"",68,T.B Hospital Pattoki(Combined,Gala Mandi Bazar,191100501,215,198,413,2,1,3
"",,,,,,,,,,
"",,,Gala Mandi Bazar,191100502,536,420,956,,,
"",,,,,751,618,1369,,,
"",69,Govt.B.High School Pattoki(Male,Railway Road,191100503,288,0,288,2,0,2
"",,,Main Bazar,191100504,697,0,697,,,
"",,,,,985,0,985,,,
"",70,Govt.B.High School Pattoki (Female,Railway Road,191100503,0,242,242,0,2,2
"",,,Main Bazar,191100504,0,561,561,,,
"",,,,,0,803,803,,,
"",71,G.M.C Primary School No-1 Allama Iqbal Road Pattoki(Male,Madina Colony,191100601,115,0,115,2,0,2
"",,,Sethanwala Mollaha,191100602,708,0,708,,,
"",,,Sethanwala Mollaha,191100603,210,0,210,,,
"",,,,,1033,0,1033,,,
"",72,G.M.C Primary School No-1 Allama Iqbal Road Pattoki(Female,Madina Colony,191100601,0,111,111,0,2,2
"",,,Sethanwala Mollaha,191100602,0,622,622,,,
"",,,Sethanwala Mollaha,191100603,0,209,209,,,
"",,,,,0,942,942,,,
"",73,"Govt. MC Govt. Boys Primary School No. 1, Allam Iqbal Road,Pattoki(Male",Malik Pura,191100604,468,0,468,2,0,2
"",,,Malik Pura,191100605,799,0,799,,,
"",,,,,1267,0,1267,,,
"",74,"Govt. MC Govt. Boys Primary School No. 1, Allam Iqbal Road,Pattoki(Female",Malik Pura,191100604,0,371,371,0,2,2
"",,,Malik Pura,191100605,0,635,635,,,
"",,,,,0,1006,1006,,,
"",75,"Govt.Girls High School, Pattoki (Male",Chowk Jhlar,191100606,388,0,388,2,0,2
"",,,Mohallah Sethanwala,191100607,606,0,606,,,
"",,,,,994,0,994,,,
"",76,"Govt.Girls High School, Pattoki (Female",Chowk Jhlar,191100606,0,301,301,0,2,2
"",,,Mohallah Sethanwala,191100607,0,554,554,,,
"",77,"Govt. Boys Elemintry School, Basti Tibbi Chak No. 20(Combined",UMAR ABAD,191020214,436,272,708,1,1,2
"",,,UMAR ABAD,191020215,350,262,612,,,
"",,,,,786,534,1320,,,
"",78,"Govt. Boys Primary School, Wan Radha Ram (Combined",UMAR ABAD,191020201,303,247,550,1,1,2
"",,,UMAR ABAD,191020202,543,454,997,,,
"",,,,,846,701,1547,,,
"",79,"Govt.Girls Primary School, Wan Radha Ram, Near Foji Tower(Male",UMAR ABAD,191020203,564,0,564,3,0,3
"",,,UMAR ABAD,191020204,319,0,319,,,
"",,,UMAR ABAD,191020207,388,0,388,,,
"",,,UMAR ABAD,191020208,543,0,543,,,
"",,,,,1814,0,1814,,,
"",80,"Govt.Girls Primary School, Wan Radha Ram, Near Foji Tower(Female",UMAR ABAD,191020203,0,400,400,0,3,3
"",,,UMAR ABAD,191020204,0,248,248,,,
"",,,UMAR ABAD,191020207,0,283,283,,,
"",,,UMAR ABAD,191020208,0,433,433,,,
"",,,,,0,1364,1364,,,
"",81,"Govt. High School/S, Wan Radha Ram(Combined",UMAR ABAD,191020205,768,619,1387,2,1,3
"",,,,,768,619,1387,,,
"",82,"Govt. High School/S, Wan Radha Ram(Combined",UMAR ABAD,191020206,482,389,871,2,1,3
"",,,,,482,389,871,,,
"",83,"Govt. Primary School, Umar Abad(Combined",UMAR ABAD,191020210,491,349,840,2,2,4
"",,,UMAR ABAD,191020211,416,345,761,,,
"",,,,,907,694,1601,,,
"",84,"Govt. Primary School, Umar Abad(Combined",UMAR ABAD,191020209,441,366,807,2,2,4
"",,,,,441,366,807,,,
"",85,"Govt. Boys Primary School, Tharrah, Wan Radha Ram(Combined",UMAR ABAD,191020212,342,245,587,2,1,3
"",,,,,342,245,587,,,
"",86,"Govt. Boys Primary School, Tharrah, Wan Radha Ram(Combined",UMAR ABAD,191020213,595,444,1039,2,1,3
"",,,,,595,444,1039,,,
"",87,"Govt. Boys Primary School, Basti Tibbi Chak No. 20(Male",CHAK 11 SHAJOWAL,191020219,642,0,642,2,0,2
"",,,CHAK 11 SHAJOWAL,191020220,460,0,460,,,
"",,,CHAK NO 20,191020221,530,0,530,,,
"",,,CHAK NO 20,191020222,320,0,320,,,
"",,,,,1952,0,1952,,,
"",88,"Govt. Boys Primary School, Basti Tibbi Chak No. 20(Female",CHAK 11 SHAJOWAL,191020219,0,460,460,0,2,2
"",,,CHAK 11 SHAJOWAL,191020220,0,354,354,,,
"",,,CHAK 20,191020222,0,266,266,,,
"",,,,,0,1546,1546,,,
"",89,Govt. Boys Primary School Chak No. 30 Balloki (Combined,CHAK 20,191020223,2,2,4,2,2,4
"",,,,,2,2,4,,,
"",90,Govt. Boys Primary School Chak No. 30 Balloki (Combined,CHAK 20,191020224,106,89,195,2,2,4
"",,,CHAK NO 030 (BALOKI ),191020225,569,453,1022,,,
"",,,CHAK NO 030 (BALOKI ),191020226,532,421,953,,,
"",,,CHAK NO 030 (BALOKI ),191020227,33,16,49,,,
"",,,,,1240,979,2219,,,
"",91,Govt.Girls High School Sajowal Chak No. 11 (Combined,WAN RADHA RAM,191020216,334,276,610,1,1,2
"",,,,,334,276,610,,,
"",92,Govt. Boys Elemintry School Sajowal Chak No.11 (Combined,WAN RADHA RAM,191020217,283,216,499,2,2,4
"",,,,,283,216,499,,,
"",93,Govt. Boys Elemintry School Sajowal Chak No.11 (Combined,CHAK NO 011 (SIJOWAL),191020218,530,402,932,2,2,4
"",,,,,530,402,932,,,
"",94,"Office of Union Councial Bhai Kot Chat No. 3(Combined",CHAK NO 3  (BHAI KOT),191020104,401,286,687,1,1,2
"",,,,,401,286,687,,,
"",95,"Office of Union Councial Bhai Kot Chat No. 3(Combined",CHAK NO 3  (BHAI KOT),191020101,431,288,719,2,1,3
"",,,,,431,288,719,,,
"",96,Govt.Girls Elemintry School Chak No.3 Bhai Kot (Combined,CHAK NO 3  (BHAI KOT),191020102,740,532,1272,1,1,2
"",,,,,740,532,1272,,,
"",97,Govt. Boys Primary School Chak No.3 Bhai Kot (Combined,CHAK NO 3  (BHAI KOT),191020103,398,297,695,1,1,2
"",,,,,398,297,695,,,
"",98,Govt.Girls Elemintry School Chak No.3 Bhai Kot (Combined,CHAK NO 3  (BHAI KOT),191020105,200,123,323,1,1,2
"",,,,,200,123,323,,,
"",99,Govt.Govt.Girls Middle School Chak No.9 Gehlan (Combined,CHAK NO 07 (KOTHI WALA ),191020112,626,479,1105,2,2,4
"",,,CHAK NO 07 (KOTHI WALA ),191020113,709,527,1236,,,
"",,,,,1335,1006,2341,,,
"",100,Govt. Middle School Chak No.9 Gehlan(Male,CHAK NO 07 (KOTHI WALA ),191020114,428,0,428,2,0,2
"",,,CHAK NO 07 (KOTHI WALA ),191020115,327,0,327,,,
"",,,,,755,0,755,,,
"",101,Govt. Middle School Chak No.9 Gehlan(Female,CHAK NO 07 (KOTHI WALA ),191020114,0,313,313,0,2,2
"",,,CHAK NO 07 (KOTHI WALA ),191020115,0,229,229,,,
"",,,,,0,542,542,,,
"",102,Govt.Girls Primary School Chak No. 9 Daokay(Combined,CHAK NO 009 (SAID WALA ),191020116,799,645,1444,1,1,2
"",,,CHAK NO 009 (SAID WALA ),191020117,292,266,558,,,
"",,,,,1091,911,2002,,,
"",103,Govt. Boys  Primary School Chak No. 9 Daokay(Combined,CHAK NO 009 (SAID WALA ),191020118,337,298,635,1,1,2
"",,,CHAK NO 009 (SAID WALA ),191020119,551,426,977,,,
"",,,CHAK NO 009 (SAID WALA ),191020120,239,168,407,,,
"",,,CHAK NO 009 (SAID WALA ),191020121,283,242,525,,,
"",,,,,1915,1521,3436,,,
"",104,Govt. Boys Primary School Chak No 7 Theeng (Combined,CHAK NO 3  (BHAI KOT),191020106,371,289,660,2,2,4
"",,,,,371,289,660,,,
"",105,Govt. Boys Primary School Chak No 7 Theeng (Combined,CHAK NO 3  (BHAI KOT),191020107,263,180,443,2,2,4
"",,,,,263,180,443,,,
"",106,Govt. Elemintry School Chak No.7 Dholen (Combined,CHAK NO 07 (KOTHI WALA ),191020109,657,357,1014,2,2,4
"",,,,,657,357,1014,,,
"",107,Govt. Elemintry School Chak No.7 Dholen (Combined,CHAK NO 3  (BHAI KOT),191020108,408,265,673,2,2,4
"",,,,,408,265,673,,,
"",108,Govt. Boys Middle School Chak No. 7 Dolan (Combined,CHAK NO 07 (KOTHI WALA ),191020110,540,552,1092,1,1,2
"",,,,,540,552,1092,,,
"",109,Govt.Girls Middle School Chak No. 7 Dolan (Combined,CHAK NO 07 (KOTHI WALA ),191020111,631,499,1130,1,1,2
"",,,,,631,499,1130,,,
"",110,Basic Health Unit Chak No.23         (Combined,CHAK NO 023 (BHUPE WALA ),191020301,537,403,940,1,1,2
"",,,,,537,403,940,,,
"",111,Basic Health Unit Chak No.23         (Combined,CHAK NO 023  (BHUPE WALA ),191020302,535,425,960,1,1,2
"",,,,,535,425,960,,,
"",112,Govt. Boys High School Chak No. 23(Combined,CHAK NO 023  (BHUPE WALA ),191020303,127,82,209,2,1,3
"",,,CHAK NO 023 (BHUPE WALA ),191020304,455,344,799,,,
"",,,,,582,426,1008,,,
"",113,Govt. Boys Primary School Chak No. 21(Combined,CHAK  29 GAGGA,191020309,275,225,500,1,1,2
"",,,CHAK NO 021        ( SARESAR),191020310,518,392,910,,,
"",,,,,,,,,,
"",,,,,793,617,1410,,,
"",114,Govt. Boys Primary School Chak No. 22(Combined,CHAK NO 021        ( SARESAR),191020311,236,195,431,1,1,2
"",,,,,236,195,431,,,
"",115,Govt. Boys Primary School Chak No. 22(Combined,CHAK NO 022 (RUKAN PURA ),191020312,586,480,1066,1,1,2
"",,,,,586,480,1066,,,
"",116,"Govt.Girls Primary School Chak No 24 Jemsher(Combined",CHAK NO 022 (RUKAN PURA ),191020313,683,519,1202,2,2,4
"",,,CHAK NO 024 (JAMSHIR NAU ),191020314,342,273,615,,,
"",,,CHAK NO 024 (JAMSHIR NAU ),191020315,315,223,538,,,
"",,,,,1340,1015,2355,,,
"",117,Govt. Boys Primary School Gagga Chak No. 29(Combined,CHAK NO 23 (GHUPE WALA),191020305,366,277,643,2,1,3
"",,,CHAK NO 029 (GAGGA NAU ),191020306,242,159,401,,,
"",,,,,608,436,1044,,,
"",118,Govt.Girls Primary School Gagga  Chak No. 29 (Combined,CHAK NO 029 (GAGGA NAU ),191020307,485,364,849,2,1,3
"",,,CHAK NO 029 (GAGGA NAU ),191020308,573,411,984,,,
"",,,,,1058,775,1833,,,
"",119,Govt. Boys Middle School Chak No. 24 Jemsher(Combined,CHAK NO 024 (JAMSHIR NAU ),191020316,399,266,665,2,1,3
"",,,CHAK NO 024 (JAMSHIR NAU ),191020317,431,330,761,,,
"",,,CHAK NO 024 (JAMSHIR NAU ),191020318,272,178,450,,,
"",,,,,1102,774,1876,,,
"",,,,,747,564,1311,,,
"",121,Govt  Primary School Kot Naina (Combined,KOT SANDRAS,190020102,647,484,1131,1,1,2
"",,,,,647,484,1131,,,
"",122,Govt  Primary School Kot Naina (Combined,KOT SANDRAS,190020103,301,255,556,2,1,3
"",,,,,301,255,556,,,
"",123,Govt.Girls Community School Harchoki (Male,KOT SANDRAS,190020104,1150,0,1150,2,0,2
"",,,,,1150,0,1150,,,
"",124,Govt. Boys Primary School Kot Talab (Female,KOT SANDRAS,190020104,0,827,827,0,2,2
"",,,,,0,827,827,,,
"",125,Govt.Elemintry School  Harchoki (Female,KOT SANDRAS,190020105,789,0,789,2,0,2
"",,,,,789,0,789,,,
"",126,Govt.Elemintry School  Harchoki (Female,KOT SANDRAS,190020105,0,496,496,0,2,2
"",,,,,0,496,496,,,
"",127,Govt.Girls Primary School Kot Naina (Male,KOT SANDRAS,190020106,747,0,747,2,0,2
"",,,,,747,0,747,,,
"",128,Govt.Girls Primary School Kot Naina (Female,KOT SANDRAS,190020106,0,489,489,0,1,1
"",,,,,0,489,489,,,
"",129,Govt.Girls Primary School Kot Boota Singh(Female,KOT SANDRAS,190020107,0,415,415,0,1,1
"",,,,,0,415,415,,,
"",130,Govt.Girls Primary School Kot Boota Singh(Male,KOT SANDRAS,190020107,536,0,536,2,0,2
"",,,,,536,0,536,,,
"",131,Govt. Boys Primary School Kot Gamma (Male,KOT SANDRAS,190020108,580,0,580,2,0,2
"",,,KOT SANDRAS,190020109,436,0,436,,,
"",,,KOT SANDRAS,190020110,338,0,338,,,
"",,,KOT SANDRAS,190020111,244,0,244,,,
"",,,KOT SANDRAS,190020112,203,0,203,,,
"",,,KOT SANDRAS,190020113,188,0,188,,,
"",,,KOT SANDRAS,190020114,199,0,199,,,
"",,,KOT SANDRAS,190020115,207,0,207,,,
"",,,KOT SANDRAS,190020116,284,0,284,,,
"",,,KOT SANDRAS,190020117,247,0,247,,,
"",,,KOT SANDRAS,190020118,354,0,354,,,
"",,,KOT SANDRAS,190020119,779,0,779,,,
"",,,,,4059,0,4059,,,
"",132,Govt.Girls Primary School Kot Gamma (Female,KOT SANDRAS,190020108,0,390,390,2,0,2
"",,,KOT SANDRAS,190020109,0,299,299,,,
"",,,KOT SANDRAS,190020110,0,293,293,,,
"",,,KOT SANDRAS,190020111,0,141,141,,,
"",,,KOT SANDRAS,190020112,0,126,126,,,
"",,,KOT SANDRAS,190020113,0,132,132,,,
"",,,KOT SANDRAS,190020114,0,134,134,,,
"",,,KOT SANDRAS,190020115,0,95,95,,,
"",,,KOT SANDRAS,190020117,0,218,218,,,
"",,,KOT SANDRAS,190020118,0,231,231,,,
"",,,KOT SANDRAS,190020119,0,622,622,,,
