43,Govt Boys Degree College Sohawa© (P),"Zinda ShahMadar",125020204,-,-,,336,308,644,1,1,2
"",Bari Lass,125020205,-,-,,195,166,361,,,,
43 Total,,,,-,-,-,531,474,1005,1,1,2
44,"Govt.Girls Primary School Khalsa Andan (C)(P)",Kaido,125010901,-,-,,162,166,328,2,2,4
"",Frash,125010902,-,-,,59,55,114,,,,
"",Khalsa Andan,125010903,-,-,,429,410,839,,,,
"",Dhudhal,125010904,-,-,,47,36,83,,,,
44 Total,,,,-,-,-,697,667,1364,2,2,4
45,"Govt. Boys Primary School Dhudi Pari (C)(P)","Dhalar Durgamal",125010906,-,-,,280,258,538,1,1,2
"",Dhudhi Pari,125010908,-,-,,335,293,628,,,,
"",Rakh Neli,125010909,-,-,,0,0,0,,,,
45 Total,,,,-,-,-,615,551,1166,1,1,2
46,Govt. Boys High School Miani Bala (C) (P),Ranial Phulan,125010803,-,-,,145,113,258,2,1,3
"",Jangi Misri,125010804,-,-,,500,431,931,,,,
"",Miani Syedan,125010905,-,-,,160,155,315,,,,
46 Total,,,,-,-,-,805,699,1504,2,1,3
47,Govt. Girls Primary School Kandiari(C) (P),Kandiari,125010801,-,-,,443,373,816,2,1,3
"",Karam Andan,125010802,-,-,,116,125,241,,,,
"",Dhalar Jalal,125010805,-,-,,95,79,174,,,,
"",Gharali,125010806,-,-,,51,38,89,,,,
"",Karam Paki,125010907,-,-,,25,18,43,,,,
47 Total,,,,-,-,-,730,633,1363,2,1,3
48,"Govt. Boys Elementary School Shah Safeer(C) (P)",Shah Safeer,125010701,-,-,,574,524,1098,1,1,2
48 Total,,,,-,-,-,574,524,1098,1,1,2
49,"Govt. Boys Elementrary School ShahSafeer, (C)",Jandot,125010702,-,-,,536,432,968,1,1,2
50,Govt. Boys High School Surgdhan (C),Surgdhan,125010607,-,-,,280,248,528,1,1,2
"",Ladwala,125010703,-,-,,338,306,644,,,,
50 Total,,,,-,-,-,618,554,1172,1,1,2
51,Govt. Boys High School Surgdhan (C) (P),Surgdhan,125010604,-,-,,289,252,541,1,1,2
"",Surgdhan,125010605,-,-,,279,244,523,,,,
51 Total,,,,-,-,-,568,496,1064,1,1,2
52,Govt. Boys High School Surgdhan(C) (P),Surgdhan,125010606,-,-,,500,478,978,1,1,2
52 Total,,,,-,-,-,500,478,978,1,1,2
53,Govt. Girls High School Diali (C) (P),Diali,125010601,-,-,,606,526,1132,2,2,4
"",Langur Pakhwal,125010704,-,-,,295,267,562,,,,
53 Total,,,,-,-,-,901,793,1694,2,2,4
54,Vatnery Hospital Bhains Qaim (C),Dheri Dhamial,125010602,-,-,,439,347,786,2,1,3
"",Rakh Dhamial,125010603,-,-,,144,132,276,,,,
"",Bhains Qaim,125010807,-,-,,190,167,357,,,,
54 Total,,,,-,-,-,773,646,1419,2,1,3
55,Govt. Elementary School Saghial (M) (P),"MemoriDhamial",125010404,-,-,,146,0,146,2,0,2
"",Saghial,125010501,-,-,,429,0,429,,,,
"",Saghial,125010502,-,-,,442,0,442,,,,
55 Total,,,,-,-,-,1017,0,1017,2,0,2
56,Govt. Elementry School Saghail (F),"MemoriDhamial",125010404,-,-,,0,144,144,0,2,2
"",Saghial,125010501,-,-,,0,391,391,,,,
"",saghial,125010502,-,-,,0,378,378,,,,
56 Total,,,,-,-,-,0,913,913,0,2,2
57,"Govt. Girls Primary School, Gagi Pakhral©(P)",Gagi Pakhral,125010405,-,-,,354,316,670,1,1,2
"",Saghial,125010503,-,-,,143,123,266,,,,
57 Total,,,,-,-,-,497,439,936,1,1,2
58,"Govt. Girls Primary School Pind Rakh Dani(C) (P)",Pind Rakh Dani,125010504,-,-,,481,420,901,1,1,2
58 Total,,,,-,-,-,481,420,901,1,1,2
59,"Basic Health Unit, Phularay Syedan(C)",Arazi Hameed,125010302,-,-,,48,50,98,2,2,4
"","Phaphail RajaRam",125010303,-,-,,72,66,138,,,,
"",Phaphail Natho,125010307,-,-,,199,143,342,,,,
"","PhularaySyedan",125010401,-,-,,154,125,279,,,,
"","PhularaySyedan",125010402,-,-,,478,451,929,,,,
59 Total,,,,-,-,-,951,835,1786,2,2,4
Pari Darwaiza,125010201,-,-,,760,767,1527,,,,,
Pari Darwaiza,125010202,-,-,,114,110,224,,,,,
60 Total,,,,-,-,-,941,938,1879,2,2,4
61,"Govt. Girls Elementary School GaigiSyedan(C) (P)",Gaigi Syedan,125010406,-,-,,576,509,1085,1,1,2
61 Total,,,,-,-,-,576,509,1085,1,1,2
62,Govt. Primary school Tibbi Syedan(C) (P),Tibbi Syedan,125010403,-,-,,450,438,888,1,1,2
62 Total,,,,-,-,-,450,438,888,1,1,2
63,"Govt. Girls Primary School Porana Kot (C)(P)",Gidral,125010102,-,-,,118,111,229,2,2,4
"",Mangot,125010103,-,-,,229,222,451,,,,
"",Mangot,125010104,-,-,,583,513,1096,,,,
63 Total,,,,-,-,-,930,846,1776,2,2,4
64,"Govt. Girls Primary School ChapperSyedan(C) (P)",Chapper Syedan,125010101,-,-,,312,294,606,2,2,4
"",Mangot,125010105,-,-,,541,468,1009,,,,
64 Total,,,,-,-,-,853,762,1615,2,2,4
65,Govt. Girls High School Daiwal (C) (P),Daiwal,125010204,-,-,,561,548,1109,1,1,2
65 Total,,,,-,-,-,561,548,1109,1,1,2
66,Govt. Girls High School Daiwal (C),Daiwal,125010205,-,-,,526,503,1029,1,1,2
66 Total,,,,-,-,-,526,503,1029,1,1,2
67,"Govt. Boys Elementary School Daiwal (C)(P)",Daiwal,125010206,-,-,,442,394,836,2,2,4
"",Daiwal,125010207,-,-,,362,372,734,,,,
67 Total,,,,-,-,-,804,766,1570,2,2,4
68,"Govt. Model Primary School Bubal Kalan©(P)",Bulbul Khurd,125010301,-,-,,208,180,388,2,2,4
"",Mora Kanial,125010304,-,-,,234,227,461,,,,
"",Mora Alia,125010305,-,-,,118,105,223,,,,
"",Bulbul Kalan,125010306,-,-,,279,244,523,,,,
68 Total,,,,-,-,-,839,756,1595,2,2,4
69,Govt Girls High School Pindori (C) (P),Pondori,125041003,-,-,,270,203,473,2,2,4
"",Pondori,125041004,-,-,,624,585,1209,,,,
69 Total,,,,-,-,-,894,788,1682,2,2,4
70,Govt. Model Primary School Chaniot (C) (P),Pondori,125041005,-,-,,188,144,332,1,1,2
"",Chaniot,125041006,-,-,,324,286,610,,,,
70 Total,,,,-,-,-,512,430,942,1,1,2
71,Govt. Boys Primary School Mair (C) (P),Gujjer Katrian,125040804,-,-,,296,291,587,1,1,2
"",Kadlot,125040805,-,-,,301,288,589,,,,
71 Total,,,,-,-,-,597,579,1176,1,1,2
72,Govt. Boys Primary School Mair (C),Mair,125040806,-,-,,366,323,689,1,1,2
"",Rakh Gagri,125040807,-,-,,3,1,4,,,,
72 Total,,,,-,-,-,369,324,693,1,1,2
73,Boys High School Jandala (C) (P),Jandala,125041001,-,-,,199,190,389,2,2,4
"",Jandala,125041002,-,-,,568,531,1099,,,,
73 Total,,,,-,-,-,767,721,1488,2,2,4
74,Govt. Model Primary School Thaplia (C) (P),Thapla,125030401,-,-,,478,425,903,1,1,2
75,Govt. Model Primary School Thaplia (C),"Dhamala MehDholan",125030402,-,-,,154,120,274,1,1,2
"",,sultan,125030405,-,-,,376,382,758,,,
75 Total,,,,-,-,-,530,502,1032,1,1,2
76,Govt.Model Primary School Jodha (C) (P),Jodha,125030403,-,-,,186,180,366,1,1,2
"",,Nara Jalal,125030404,-,-,,59,57,116,,,
76 Total,,,,-,-,-,245,237,482,1,1,2
77,Govt Boys High School Adrana(M) (P),Adrana,125030101,-,-,,699,0,699,2,0,2
"",,Adrana,125030102,-,-,,204,0,204,,,
"",,Adrana,125030103,-,-,,168,0,168,,,
77 Total,,,,-,-,-,1071,0,1071,2,0,2
78,Govt. Boys High School Adrana (F ),Adrana,125030101,-,-,,0,636,636,0,2,2
"",,Adrrana,125030102,-,-,,0,168,168,,,
"",,Adrana,125030103,-,-,,0,116,116,,,
78 Total,,,,-,-,-,0,920,920,0,2,2
79,"Govt. Boys Primary School, Kasial (C) (P)",Kasial,125030104,-,-,,559,472,1031,1,1,2
79 Total,,,,-,-,-,559,472,1031,1,1,2
80,Govt.Girls Primary School Boken (C) (P),"Dhoke SherKhan",125030105,-,-,,70,67,137,2,2,4
"",,Boken,125030106,-,-,,326,269,595,,,
"",,Kohlian,125030107,-,-,,320,264,584,,,
80 Total,,,,-,-,-,716,600,1316,2,2,4
81,Govt.Boys High School Gattar (C) (P),Gattar,125040801,-,-,,526,498,1024,1,1,2
81 Total,,,,-,-,-,526,498,1024,1,1,2
82,Govt. Boys Primary School Ghaziot (C) (P),Gaziot,125040802,-,-,,483,428,911,1,1,2
"",,"Rakh PakiQabar",125040803,-,-,,14,9,23,,,
82 Total,,,,-,-,-,497,437,934,1,1,2
83,"Hostel Boys Higher Secondary SchoolDomeli (C) (P)",Dhoke Kalial,125030308,-,-,,128,99,227,1,1,2
"",,Dhoke Kalial,125030309,-,-,,172,175,347,,,
"",,Dhoke Kalial,125030310,-,-,,186,181,367,,,
83 Total,,,,-,-,-,486,455,941,1,1,2
84,Govt.Boys Primary School Bagwala(C) (P),Bagwala,125030311,-,-,,601,552,1153,1,1,2
84 Total,,,,-,-,-,601,552,1153,1,1,2
85,"Govt. Girls Higher Secondary SchoolDomeli (M) (P)",Domeli,125030301,-,-,,1034,0,1034,3,0,3
"",,Domeli,125030302,-,-,,880,0,880,,,
85 Total,,,,-,-,-,1914,0,1914,3,0,3
86,"Govt. Girls Higher Secondary SchoolDomeli (F) (P)",Domeli,125030301,-,-,,0,934,934,0,3,3
"",,Domeli,125030302,-,-,,0,826,826,,,
86 Total,,,,-,-,-,0,1760,1760,0,3,3
87,"Govt. Boys Primary School No.2 Domeli(M) (P)",Domeli,125030303,-,-,,351,0,351,2,0,2
"",,Domeli,125030304,-,-,,615,0,615,,,
87 Total,,,,-,-,-,966,0,966,2,0,2
"",Domeli (F) (P),Domeli,125030304,-,-,,0,588,588,,,
88 Total,,,,-,-,-,0,875,875,0,2,2
89,"Govt. High School No.1 Domeli, PrimaryPortion (C) (P)",Sadwal,125030305,-,-,,40,43,83,1,1,2
"",Dhoke Dedwal,125030312,-,-,,360,339,699,,,,
89 Total,,,,-,-,-,400,382,782,1,1,2
90,"Govt. Girls Primary School JhangKhokharan (C) (P)",Jhang Khokhara,125030307,-,-,,521,480,1001,1,1,2
90 Total,,,,-,-,-,521,480,1001,1,1,2
91,Govt Model Primary School Mal (C) (P),Mul,125030314,-,-,,600,477,1077,1,1,2
91 Total,,,,-,-,-,600,477,1077,1,1,2
92,"Govt. Model Primary School Changlot(C)(P)",Aima,125030306,-,-,,199,160,359,2,2,4
"",Changlot,125030313,-,-,,710,650,1360,,,,
92 Total,,,,-,-,-,909,810,1719,2,2,4
93,Govt. Boys Primary School Kumba(C) (P),Karbak,125030501,-,-,,395,312,707,1,1,2
"",Kumba,125030504,-,-,,128,104,232,,,,
93 Total,,,,-,-,-,523,416,939,1,1,2
94,Govt Boys Primary School Dhera (C) (P),Dhera,125030502,-,-,,413,356,769,2,2,4
"",Dhera,125030503,-,-,,380,330,710,,,,
94 Total,,,,-,-,-,793,686,1479,2,2,4
95,Govt. Model Primary School Hayal(C) (P),Hayal,125030505,-,-,,497,430,927,1,1,2
95 Total,,,,-,-,-,497,430,927,1,1,2
96,"Govt. Boys Elementary School Rasoolpur(C)(P)",Rasoolpur,125030201,-,-,,525,474,999,2,2,4
"",Rasoolpur,125030202,-,-,,448,411,859,,,,
96 Total,,,,-,-,-,973,885,1858,2,2,4
97,"Govt. Boys Primary School Raseela Khurd(C)",Kharka,125030204,-,-,,430,380,810,1,1,2
"",Raseela Khurd,125030205,-,-,,142,126,268,,,,
97 Total,,,,-,-,-,572,506,1078,1,1,2
98,"Govt Boys Primary School Raseela Khurd(C) (P)",Raseela Kalan,125030203,-,-,,618,596,1214,2,2,4
98 Total,,,,-,-,-,618,596,1214,2,2,4
99,Govt Model Primary School Bhagwal (C (P),Bhagwala,125030603,-,-,,432,384,816,2,2,4
"",Bhagwala,125030604,-,-,,402,322,724,,,,
99 Total,,,,-,-,-,834,706,1540,2,2,4
100,Govt.Girls Elementary School Jajial (C) (P),Jajial,125040101,-,-,,310,258,568,2,2,4
"",Jajial,125040102,-,-,,242,200,442,,,,
"",Maddan,125040103,-,-,,214,190,404,,,,
100 Total,,,,-,-,-,766,648,1414,2,2,4
101,"Govt Boys Primary School Dani Dhera (C)(P)",Dhani Dhera,125040501,-,-,,819,682,1501,2,1,3
101 Total,,,,-,-,-,819,682,1501,2,1,3
Sarola.,125040104,-,-,,153,135,288,,,,,
Simbli,125040105,-,-,,276,228,504,,,,,
Simbli,125040106,-,-,,197,184,381,,,,,
102 Total,,,,-,-,-,626,547,1173,2,2,4
103,"Govt Model Primary School Pind GulaAndazan(C). (P)","Pind GulAndazan.",125040503,-,-,,274,232,506,1,1,2
"","Pind GulAndazan",125040504,-,-,,282,255,537,,,,
103 Total,,,,-,-,-,556,487,1043,1,1,2
104,"Govt Girls Elemetary School SariGhanial(C). (P)",Sari Ghanial,125040505,-,-,,502,412,914,1,1,2
104 Total,,,,-,-,-,502,412,914,1,1,2
105,Govt Boys Primary School Rai Pur(C). (P),Rai Pur,125030703,-,-,,470,355,825,1,1,2
"",Rakh Barali,125030704,-,-,,0,0,0,,,,
105 Total,,,,-,-,-,470,355,825,1,1,2
106,Govt. Boys High School Bara Gawah (C) (P),Jondot,125040401,-,-,,192,172,364,2,2,4
"",Pangrot,125040404,-,-,,326,286,612,,,,
"","ThalaChudharian",125040502,-,-,,351,331,682,,,,
106 Total,,,,-,-,-,869,789,1658,2,2,4
107,"Govt.Community Model Elementary SchoolDhoke Abdullah (C) (P)",Dhoke Abdullah,125040402,-,-,,138,131,269,2,2,4
"",Dhoke Mado,125040403,-,-,,290,261,551,,,,
"",Dhoke Talika,125040405,-,-,,297,276,573,,,,
107 Total,,,,-,-,-,725,668,1393,2,2,4
108,Govt. Girls High School Bara Gawah (M) (P),Bara Gawah.,125040406,-,-,,749,0,749,2,0,2
"",Bara Gawah.,125040407,-,-,,336,0,336,,,,
108 Total,,,,-,-,-,1085,0,1085,2,0,2
109,Govt.Girls High School Bara Gawah (F),Bara Gawah,125040406,-,-,,0,759,759,0,2,2
"",Bara Gawah,125040407,-,-,,0,282,282,,,,
109 Total,,,,-,-,-,0,1041,1041,0,2,2
110,"Govt Girls High School Gurah Utam Singh.(M). (P)","Gurah UttamSingh.",125030701,-,-,,748,0,748,2,0,2
"","Gurah UttamSingh.",125030702,-,-,,306,0,306,,,,
110 Total,,,,-,-,-,1054,0,1054,2,0,2
111,"Govt. Girls High School Gurah Utam Singh(F)","Gurah UttamSingh",125030701,-,-,,0,694,694,0,2,2
"","Gurah UttamSingh",125030702,-,-,,0,260,260,,,,
111 Total,,,,-,-,-,0,954,954,0,2,2
112,"Basic Health Centre Unit Gurrah UttamSingh. (C).",Samhal.,125030601,-,-,,346,277,623,2,1,3
"",Samhal.,125030602,-,-,,348,307,655,,,,
112 Total,,,,-,-,-,694,584,1278,2,1,3
113,Govt Boys High School Naghial (C). (P),Naghial.,125040705,-,-,,548,527,1075,1,1,2
113 Total,,,,-,-,-,548,527,1075,1,1,2
114,Govt. Girls High School Naghial (C) (P),Gangal,125040704,-,-,,356,306,662,1,1,2
Naghial.,125040706,-,-,,183,159,342,,,,,
115,Govt. Boys Primary School Salhal (C) (P),Potha,125040703,-,-,,144,124,268,2,2,4
"",Salhal.,125040707,-,-,,467,476,943,,,,
115 Total,,,,-,-,-,611,600,1211,2,2,4
116,Govt Boys Primary School Bhait. (C). (P),Bhat,125040701,-,-,,292,275,567,1,1,2
"",Dhangri Mirza,125040708,-,-,,242,220,462,,,,
116 Total,,,,-,-,-,534,495,1029,1,1,2
117,"Govt. Boys Primary School Dhoke Suba(C)(P)",Dhangri Dhero,125040702,-,-,,667,614,1281,2,2,4
117 Total,,,,-,-,-,667,614,1281,2,2,4
118,"Govt Boys Primary School Sakandarpur (C)(P)",Sakandarpur,125040901,-,-,,483,439,922,1,1,2
118 Total,,,,-,-,-,483,439,922,1,1,2
119,Govt. Boys Primary School Sakandarpur,"GurahChaudharian",125040902,-,-,,478,443,921,1,1,2
119 Total,,,,-,-,-,478,443,921,1,1,2
120,"Govt Boys Elementary School Bangial (C)(P)",Bangial,125040601,-,-,,194,132,326,2,1,3
"",Bangial,125040602,-,-,,505,453,958,,,,
120 Total,,,,-,-,-,699,585,1284,2,1,3
121,Govt. Boys High School Kakrala (C) (P),Kakrala,125040302,-,-,,401,390,791,2,1,3
"",Kakrala,125040303,-,-,,313,257,570,,,,
121 Total,,,,-,-,-,714,647,1361,2,1,3
122,Govt. Boys Primary School Tatrot (C) (P),Tatrot,125040301,-,-,,399,357,756,1,1,2
122 Total,,,,-,-,-,399,357,756,1,1,2
123,"Govt Model Primary School Fore Pothi (C)(P)",Pothi,125040304,-,-,,448,357,805,1,1,2
"",Pothi,125040305,-,-,,172,118,290,,,,
123 Total,,,,-,-,-,620,475,1095,1,1,2
124,"Govt Boys Primary School Bhogi Chak (C)(P)",Bhogi Chak,125040603,-,-,,428,381,809,2,2,4
"",Jahang Chak,125040604,-,-,,394,331,725,,,,
124 Total,,,,-,-,-,822,712,1534,2,2,4
125,Govt Model Primary School Kohali (C) (P),Kohali,125030805,-,-,,606,561,1167,2,2,4
"",Kohali,125030806,-,-,,81,58,139,,,,
