25,"GOVERNMENT GIRLSPRIMARY SCHOOL, CHAK",CHAK NO 013/NB,135010502,-,-,,648,0,648,3,0,3
"",,CHAK NO 013/NB,135010503,-,-,,560,0,560,,,
25 Total,,,,-,-,-,1208,0,1208,3,0,3
26,"(23) GOVERNMENT MODELPRIMARY SCHOOL CHAK NO",CHAK NO 013/NB,135010502,-,-,,0,597,597,0,2,2
"",,CHAK NO 013/NB,135010503,-,-,,0,377,377,,,
26 Total,,,,-,-,-,0,974,974,0,2,2
27,"GOVERNEMNT BOYSPRIMARY SCHOOL, CHAK",CHAK NO 014/NB,135010504,-,-,,607,486,1093,2,2,4
"",,CHAK NO 014/NB,135010505,-,-,,318,242,560,,,
27 Total,,,,-,-,-,925,728,1653,2,2,4
28,"GOVERNEMNT GIRLSPRIMARY SCHOOL, CHAK",CHAK NO 002/NB,135010506,-,-,,594,559,1153,2,2,4
"",,CHAK NO 002/NB,135010507,-,-,,360,287,647,,,
28 Total,,,,-,-,-,954,846,1800,2,2,4
29,"BASIC HEALTH CENTRECHAK NO.2 NB (T)",CHAK NO 002/NB,135010508,-,-,,638,487,1125,1,1,2
29 Total,,,,-,-,-,638,487,1125,1,1,2
30,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 005/NB,135010509,-,-,,304,234,538,1,1,2
"",,CHAK NO 005/NB,135010510,-,-,,301,313,614,,,
30 Total,,,,-,-,-,605,547,1152,1,1,2
31,"GOVERNMENT BOYSPRIMARY SCHOOL CHAKNO.6 NB  (T)",CHAK NO 006/NB,135010511,-,-,,649,0,649,3,0,3
"",,CHAK NO 006/NB,135010512,-,-,,316,0,316,,,
"",,CHAK NO 006/NB,135010513,-,-,,304,0,304,,,
31 Total,,,,-,-,-,1269,0,1269,3,0,3
CHAK NO 006/NB,135010511,-,-,,0,539,539,,,,,
CHAK NO 006/NB,135010512,-,-,,0,235,235,,,,,
32 Total,,,,-,-,-,0,1046,1046,0,2,2
33,"GOVERNMENT BOYSELEMENTRY SCHOOL NABISHAH BALA (P)",NABISHAH BALA,135010601,-,-,,663,563,1226,2,1,3
33 Total,,,,-,-,-,663,563,1226,2,1,3
34,"GOVERNMENT  BOYSELEMENTRY SCHOOL NABI",NABISHAH BALA,135010602,-,-,,250,173,423,2,1,3
"",,NABISHAH BALA,135010604,-,-,,524,364,888,,,
34 Total,,,,-,-,-,774,537,1311,2,1,3
35,"GOVERNMENT GIRLSPRIMARY SCHOOL NABI",NABISHAH BALA,135010603,-,-,,315,306,621,1,1,2
"",,NABISHAH BALA,135010605,-,-,,283,229,512,,,
35 Total,,,,-,-,-,598,535,1133,1,1,2
36,"GOVERNEMNT  BOYSPRIMARY SCHOOL CHAK",CHAK NO 011/ML,135010606,-,-,,701,0,701,3,0,3
"",,CHAK NO 011/ML,135010607,-,-,,531,0,531,,,
36 Total,,,,-,-,-,1232,0,1232,3,0,3
37,"GOVERNMENT  GIRLSPRIMARY SCHOOL CHAK",CHAK NO 011/ML,135010606,-,-,,0,533,533,0,2,2
"",,CHAK NO 011/ML,135010607,-,-,,0,423,423,,,
37 Total,,,,-,-,-,0,956,956,0,2,2
38,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 002/SB,135020101,-,-,,335,311,646,2,1,3
"",,CHAK NO 002/SB,135020102,-,-,,367,306,673,,,
38 Total,,,,-,-,-,702,617,1319,2,1,3
39,"GOVERNMENT BOYSPRIMARY SCHOOL CHAKNO.1 SB THABAL (T)",CHAK NO 001/SB,135020103,-,-,,648,528,1176,1,1,2
39 Total,,,,-,-,-,648,528,1176,1,1,2
40,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 001/SB,135020104,-,-,,401,308,709,2,2,4
"",,CHAK NO 001/SB,135020105,-,-,,513,389,902,,,
40 Total,,,,-,-,-,914,697,1611,2,2,4
41,"GOVERNMENT  BOYS HIGHSCHOOL  DHORI (NORTH)  (T)",DHORI,135020106,-,-,,292,0,292,3,0,3
"",,DHORI,135020113,-,-,,1069,0,1069,,,
41 Total,,,,-,-,-,1361,0,1361,3,0,3
42,"(37) GOVERNMENT  BOYSHIGH SCHOOL  DHORI",DHORI,135020106,-,-,,0,209,209,0,2,2
"",,DHORI,135020113,-,-,,0,820,820,,,
42 Total,,,,-,-,-,0,1029,1029,0,2,2
43,"GOVERNMENT  BOYS HIGHSCHOOL DHORI (MALE)  (T)",DHORI,135020107,-,-,,195,0,195,2,0,2
"",,DHORI,135020108,-,-,,682,0,682,,,
43 Total,,,,-,-,-,877,0,877,2,0,2
44,"GOVERNMENT BOYS HIGHSCHOOL  DHORI (FEMALE)",DHORI,135020107,-,-,,0,141,141,0,1,1
"",,DHORI,135020108,-,-,,0,503,503,,,
44 Total,,,,-,-,-,0,644,644,0,1,1
45,"OFFICE OF UNION COUNCILDHORI (T)",DHORI,135020109,-,-,,367,255,622,2,2,4
"",,DHORI,135020110,-,-,,450,332,782,,,
45 Total,,,,-,-,-,817,587,1404,2,2,4
DHORI,135020111,-,-,,350,284,634,,,,,
46 Total,,,,-,-,-,964,753,1717,2,2,4
47,"GOVERNMENT BOYSPRIMARY SCHOOL RATTO",RATO KALA,135020201,-,-,,885,0,885,3,0,3
"",,RATO KALA,135020202,-,-,,554,0,554,,,
47 Total,,,,-,-,-,1439,0,1439,3,0,3
48,"GOVERNEMNT  BOYSPRIMARY SCHOOL RATTO",RATO KALA,135020201,-,-,,0,724,724,0,2,2
"",,RATO KALA,135020202,-,-,,0,412,412,,,
48 Total,,,,-,-,-,0,1136,1136,0,2,2
49,"GOVERNEMNT GIRLSPRIMARY SCHOOL SARDARALAM DHAKHLI RATTO KALA",RATO KALA,135020203,-,-,,663,0,663,4,0,4
"",,RATO KALA,135020204,-,-,,576,0,576,,,
"",,RATO KALA,135020205,-,-,,600,0,600,,,
49 Total,,,,-,-,-,1839,0,1839,4,0,4
50,"GOVERNEMNT .GIRLSPRIMARY SCHOOL SARDARALAM DHAKHLI RATTO KALA",RATO KALA,135020203,-,-,,0,572,572,0,3,3
"",,RATO KALA,135020204,-,-,,0,387,387,,,
"",,RATO KALA,135020205,-,-,,0,539,539,,,
50 Total,,,,-,-,-,0,1498,1498,0,3,3
51,"GOVERNMENT GIRLSELEMENTRY SCHOOL RATTO",RATO KALA,135020206,-,-,,477,384,861,2,2,4
"",,RATO KALA,135020207,-,-,,432,313,745,,,
51 Total,,,,-,-,-,909,697,1606,2,2,4
52,"BASIC HEALTH CENTERRATTO KALA (T)",RATO KALA,135020208,-,-,,520,468,988,2,2,4
"",,RATO KALA,135020209,-,-,,444,311,755,,,
52 Total,,,,-,-,-,964,779,1743,2,2,4
53,"GOVERNMENT  BOYSPRIMARY SCHOOL CHAK 06AML JUHLARAN (T)",CHAK NO 006-A/ML,135020211,-,-,,223,196,419,1,1,2
53 Total,,,,-,-,-,223,196,419,1,1,2
54,"GOVERNMENT  BOYSPRIMARY SCHOOLSIDHOWAL (T)",SIDHUWAL,135020210,-,-,,509,416,925,1,1,2
54 Total,,,,-,-,-,509,416,925,1,1,2
55,"GOVERNMENT BOYS MIDDLESCHOOL CHABBA PURANA",CHABBA PORANA,135020301,-,-,,390,289,679,2,2,4
"",,CHABBA PORANA,135020306,-,-,,493,374,867,,,
55 Total,,,,-,-,-,883,663,1546,2,2,4
56,"BASIC HEALTH CENTRECHABBA PURANA (T)",CHABBA PORANA,135020302,-,-,,345,268,613,1,1,2
"",,CHABBA PORANA,135020303,-,-,,293,200,493,,,
56 Total,,,,-,-,-,638,468,1106,1,1,2
57,"GOVERNMENT MODELPRIMAY SCHOOL HAVELI",CHABBA PORANA,135020304,-,-,,358,330,688,2,1,3
"",,CHABBA PORANA,135020308,-,-,,320,226,546,,,
57 Total,,,,-,-,-,678,556,1234,2,1,3
58,"GOVERNMENT GIRLSPRIMAY SCHOOL HAVELI",CHABBA PORANA,135020305,-,-,,506,473,979,2,2,4
"",,CHABBA PORANA,135020307,-,-,,370,276,646,,,
58 Total,,,,-,-,-,876,749,1625,2,2,4
59,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK",CHAK NO 004/NB,135020309,-,-,,537,397,934,1,1,2
CHAK NO 001/NB,135020413,-,-,,77,80,157,,,,,
60,"GOVERNMENT BOYS MIDDLESCHOOL THATHI NOOR (P)",THATHI NOOR,135020401,-,-,,371,321,692,1,1,2
"",THATHI NOOR,135020402,-,-,,94,81,175,,,,
"",THATHI NOOR,135020403,-,-,,21,33,54,,,,
"",THATHI NOOR,135020404,-,-,,155,101,256,,,,
60 Total,,,,-,-,-,641,536,1177,1,1,2
61,"GOVERNEMENT BOYSMIDDLE SCHOOL THATHINOOR (P)",THATHI NOOR,135020405,-,-,,225,172,397,2,2,4
"",THATHI NOOR,135020406,-,-,,181,147,328,,,,
"",THATHI NOOR,135020407,-,-,,570,478,1048,,,,
61 Total,,,,-,-,-,976,797,1773,2,2,4
62,"GOVERNMENT BOYS MIDDLESCHOOL CHAK 6 ML  (T)",CHAK NO 006/ML,135020408,-,-,,815,600,1415,2,1,3
62 Total,,,,-,-,-,815,600,1415,2,1,3
63,"GOVERNMENT  BOYSMIDDLE SCHOOL CHAK 6 ML",CHAK NO 006/ML,135020409,-,-,,434,350,784,2,2,4
"",CHAK NO 006/ML,135020410,-,-,,662,576,1238,,,,
63 Total,,,,-,-,-,1096,926,2022,2,2,4
64,"GOVERNMENT  GIRLSMIDDLE SCHOOL CHAK 6 ML",CHAK NO 006/ML,135020411,-,-,,334,273,607,2,1,3
"",CHAK NO 006/ML,135020412,-,-,,337,242,579,,,,
64 Total,,,,-,-,-,671,515,1186,2,1,3
65,"GOVERNMENT  BOYSPRIMARY SCHOOL CHAK 8ML (T)",CHAK NO 008/ML,135020414,-,-,,151,115,266,2,1,3
"",CHAK NO 008/ML,135020415,-,-,,265,242,507,,,,
"",CHAK NO 008/ML,135020416,-,-,,353,276,629,,,,
65 Total,,,,-,-,-,769,633,1402,2,1,3
66,"BASIC HEALTH CENTRE CHAK8 ML (T)",CHAK NO 008/ML,135020417,-,-,,923,730,1653,2,2,4
66 Total,,,,-,-,-,923,730,1653,2,2,4
67,"GOVERNMENT BOYSPRIMARY SCHOOL CHAK 7ML (Male) (T)",CHAK NO 007/ML,135020418,-,-,,336,0,336,3,0,3
"",CHAK NO 007/ML,135020419,-,-,,284,0,284,,,,
"",CHAK NO 007/ML,135020420,-,-,,640,0,640,,,,
"",CHAK NO 007/ML,135020421,-,-,,278,0,278,,,,
67 Total,,,,-,-,-,1538,0,1538,3,0,3
68,"GOVERNMENT GIRLSPRIMARY SCHOOL CHAK 7ML (Female) (T)",CHAK NO 007/ML,135020418,-,-,,0,246,246,0,3,3
"",CHAK NO 007/ML,135020419,-,-,,0,239,239,,,,
"",CHAK NO 007/ML,135020420,-,-,,0,539,539,,,,
"",CHAK NO 007/ML,135020421,-,-,,0,236,236,,,,
68 Total,,,,-,-,-,0,1260,1260,0,3,3
69,"GIRLS MIDDLE SCHOOL CHAKNO.3 NB (P)",CHAK NO 003/NB,135020501,-,-,,432,340,772,2,1,3
"",CHAK NO 003/NB,135020503,-,-,,334,291,625,,,,
69 Total,,,,-,-,-,766,631,1397,2,1,3
70,"GIRLS MIDDLE SCHOOL CHAKNO.3 NB (P)",CHAK NO 003/NB,135020502,-,-,,694,597,1291,2,1,3
71,"GOVERNMENT BOYS HIGHSCHOOL CHAK NO.10 ML (P)",CHAK NO 010/ML,135020504,-,-,,768,659,1427,2,2,4
71 Total,,,,-,-,-,768,659,1427,2,2,4
72,"GOVERNMENT BOYS HIGHSCHOOL CHAK NO.10 ML (P)",CHAK NO 010/ML,135020505,-,-,,380,297,677,1,1,2
"",,CHAK NO 010/ML,135020506,-,-,,269,251,520,,,
72 Total,,,,-,-,-,649,548,1197,1,1,2
73,"GOVERNMENT BOYS MODELPRIMARY SCHOOL CHAK 9ML (T)",CHAK NO 009/ML,135020507,-,-,,408,0,408,3,0,3
"",,CHAK NO 009/ML,135020508,-,-,,432,0,432,,,
"",,CHAK NO 009/ML,135020509,-,-,,388,0,388,,,
73 Total,,,,-,-,-,1228,0,1228,3,0,3
74,"(68) GOVERNMENT MODELPRIMARY SCHOOL CHAK 9ML (T)",CHAK NO 009/ML,135020507,-,-,,0,337,337,0,2,2
"",,CHAK NO 009/ML,135020508,-,-,,0,319,319,,,
"",,CHAK NO 009/ML,135020509,-,-,,0,331,331,,,
74 Total,,,,-,-,-,0,987,987,0,2,2
75,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAKNO.11 NB  (T)",CHAK NO 010/NB,135030101,-,-,,691,521,1212,2,1,3
75 Total,,,,-,-,-,691,521,1212,2,1,3
76,"GOVERNMENT GIRLSELEMENTYRY SCHOOL, CHAKNO. 10 NB  (T)",CHAK NO 010/NB,135030102,-,-,,838,740,1578,2,2,4
76 Total,,,,-,-,-,838,740,1578,2,2,4
77,"GOVERNMENT BOYSELEMENTARY SCHOOL, CHAK",CHAK NO 010/NB,135030103,-,-,,358,282,640,2,1,3
"",,CHAK NO 010/NB,135030104,-,-,,349,317,666,,,
77 Total,,,,-,-,-,707,599,1306,2,1,3
78,"GOVERNMENT GIRLS HIGHSCHOOL, CHAK NO.9 NB  (T)",CHAK NO 009/NB,135030201,-,-,,644,0,644,2,0,2
"",,CHAK NO 009/NB,135030202,-,-,,435,0,435,,,
78 Total,,,,-,-,-,1079,0,1079,2,0,2
79,"(72) GOVERNMENT GIRLSHIGH SCHOOL, CHAK NO.9",CHAK NO 009/NB,135030201,-,-,,0,580,580,0,2,2
"",,CHAK NO 009/NB,135030202,-,-,,0,418,418,,,
79 Total,,,,-,-,-,0,998,998,0,2,2
80,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAKNO.9 NB  (T)",CHAK NO 009/NB,135030203,-,-,,323,252,575,2,1,3
"",,CHAK NO 009/NB,135030204,-,-,,227,209,436,,,
"",,CHAK NO 009/NB,135030211,-,-,,102,102,204,,,
80 Total,,,,-,-,-,652,563,1215,2,1,3
81,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAKNO.9 NB LOKRI (T)",CHAK NO 009/NB,135030205,-,-,,691,573,1264,2,1,3
81 Total,,,,-,-,-,691,573,1264,2,1,3
82,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK",CHAK NO 007/SB,135030206,-,-,,519,0,519,2,0,2
"",,CHAK NO 007/SB,135030207,-,-,,676,0,676,,,
82 Total,,,,-,-,-,1195,0,1195,2,0,2
"",ELEMENTARY SCHOOL CHAK,CHAK NO 007/SB,135030207,-,-,,0,608,608,,,
83 Total,,,,-,-,-,0,974,974,0,2,2
84,"(76) GOVERNMENT GIRLSELEMENTRY SCHOOL, CHAKNO.7 SB  (T)",CHAK NO 007/SB,135030208,-,-,,0,548,548,0,3,3
"",,CHAK NO 007/SB,135030209,-,-,,0,364,364,,,
"",,CHAK NO 007/SB,135030210,-,-,,0,390,390,,,
84 Total,,,,-,-,-,0,1302,1302,0,3,3
85,"GOVERNMENT GIRLSELEMENTRY SCHOOL, CHAKNO.7 SB  (T)",CHAK NO 007/SB,135030208,-,-,,570,0,570,3,0,3
"",,CHAK NO 007/SB,135030209,-,-,,442,0,442,,,
"",,CHAK NO 007/SB,135030210,-,-,,433,0,433,,,
85 Total,,,,-,-,-,1445,0,1445,3,0,3
86,"GOVERNMENT BOYS HIGHSCHOOL, CHAK NO. 22 NB",CHAK NO 022/NB,135030301,-,-,,387,282,669,2,1,3
"",,CHAK NO 021/NB,135030304,-,-,,375,306,681,,,
86 Total,,,,-,-,-,762,588,1350,2,1,3
87,"GOVERNMENT BOYS HIGHSCHOOL, CHAK NO.  22 NB",CHAK NO 022/NB,135030302,-,-,,594,503,1097,2,2,4
"",,CHAK NO 022/NB,135030303,-,-,,377,349,726,,,
87 Total,,,,-,-,-,971,852,1823,2,2,4
88,"GOVERNMENT BOYSPRIMERY SCHOOL CHAK NO.",CHAK NO 023/NB,135030305,-,-,,533,455,988,2,2,4
"",,CHAK NO 023/NB,135030306,-,-,,462,354,816,,,
88 Total,,,,-,-,-,995,809,1804,2,2,4
89,"GOVERNMENT GIRLSPRIMARY SCHOOL CHAK NO.",CHAK NO 024/NB,135030307,-,-,,498,421,919,2,2,4
"",,CHAK NO 024/NB,135030308,-,-,,357,311,668,,,
89 Total,,,,-,-,-,855,732,1587,2,2,4
90,"GOVERNMENT BOYSPRIMARY  SCHOOL, CHAKNO. 26 NB (T)",CHAK NO 026/NB,135030309,-,-,,461,398,859,1,1,2
90 Total,,,,-,-,-,461,398,859,1,1,2
91,"GOVERNMENT BOYS HIGHSCHOOL, CHAK NO.  26 NB(P)",CHAK NO 026/NB,135030310,-,-,,769,636,1405,2,1,3
91 Total,,,,-,-,-,769,636,1405,2,1,3
92,"GOVERNMENT BOYSELEMENTARY SCHOOL, CHAK",CHAK NO 018/NB,135030501,-,-,,525,0,525,2,0,2
"",,CHAK NO 018/NB,135030502,-,-,,377,0,377,,,
92 Total,,,,-,-,-,902,0,902,2,0,2
93,"GOVERNMENT GIRLSPRIMARY SCHOOL, CHAK NO.",CHAK NO 018/NB,135030501,-,-,,0,425,425,0,2,2
"",,CHAK NO 018/NB,135030502,-,-,,0,322,322,,,
93 Total,,,,-,-,-,0,747,747,0,2,2
94,"GOVERNMENT BOYSELEMENTARY SCHOOL CHAKNO. 18 NB NEW BUILDING( MALE )    (P)",CHAK NO 018/NB,135030503,-,-,,318,0,318,3,0,3
"",,CHAK NO 018/NB,135030504,-,-,,540,0,540,,,
"",,CHAK NO 018/NB,135030505,-,-,,327,0,327,,,
"",,CHAK NO 012/NB,135030506,-,-,,319,0,319,,,
94 Total,,,,-,-,-,1504,0,1504,3,0,3
CHAK NO 018/NB,135030503,-,-,,0,246,246,,,,,
CHAK NO 018/NB,135030504,-,-,,0,447,447,,,,,
"",( FEMALE )  (p),CHAK NO 012/NB,135030506,-,-,,0,263,263,,,
95 Total,,,,-,-,-,0,1237,1237,0,3,3
96,"GOVERNMENT BOYSELEMENTARY SCHOOL, CHAKNO. 15 NB (P)",CHAK NO 015/NB,135030601,-,-,,981,839,1820,2,2,4
96 Total,,,,-,-,-,981,839,1820,2,2,4
97,"GOVERNMENT GIRLSELEMENTYRY  SCHOOL, CHAKNO. 15 NB (MALE)       (P)",CHAK NO 015/NB,135030602,-,-,,382,0,382,3,0,3
"",,CHAK NO 015/NB,135030603,-,-,,430,0,430,,,
"",,CHAK NO 015/NB,135030604,-,-,,486,0,486,,,
97 Total,,,,-,-,-,1298,0,1298,3,0,3
98,"GOVERNMENT GIRLSELEMENTRY SCHOOL, CHAKNO. 15 NB (FEMALE)  (P)",CHAK NO 015/NB,135030602,-,-,,0,327,327,0,2,2
"",,CHAK NO 015/NB,135030603,-,-,,0,368,368,,,
"",,CHAK NO 015/NB,135030604,-,-,,0,404,404,,,
98 Total,,,,-,-,-,0,1099,1099,0,2,2
99,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK NO.16 NB  (T)",CHAK NO 016/NB,135030605,-,-,,702,570,1272,2,1,3
99 Total,,,,-,-,-,702,570,1272,2,1,3
100,"GOVERNMENT BOYSPRIMARY SCHOOL, CHAK NO.17 NB  (T)",GHANOOLA,135030507,-,-,,214,172,386,2,1,3
"",,C  H   A  K NO 017/NB,135030606,-,-,,265,237,502,,,
"",,CHAK NO 017/NB,135030608,-,-,,244,192,436,,,
100 Total,,,,-,-,-,723,601,1324,2,1,3
101,"GOVERNMENTGIRLSCUMMENTY MODEL SCHOOL,CHAK NO. 17 NB (T)",CHAK NO 017/NB,135030607,-,-,,739,615,1354,2,1,3
101 Total,,,,-,-,-,739,615,1354,2,1,3
102,"PWD REST HOUSE, OLDBHALWAL (MALE)  (T)",BHALWAL PORANA,135030701,-,-,,675,0,675,3,0,3
"",,BHALWAL PORANA,135030702,-,-,,354,0,354,,,
"",,BHALWAL PORANA,135030703,-,-,,546,0,546,,,
102 Total,,,,-,-,-,1575,0,1575,3,0,3
103,"PWD REST HOUSE, OLDBHALWAL(FEMALE)  (T)",BHALWAL PORANA,135030701,-,-,,0,736,736,0,3,3
"",,BHALWAL PORANA,135030702,-,-,,0,193,193,,,
"",,BHALWAL PORANA,135030703,-,-,,0,405,405,,,
103 Total,,,,-,-,-,0,1334,1334,0,3,3
104,"GOVERNMENT BOYSPRIMARY SCHOOL OLDBHALWAL (T)",BHALWAL PORANA,135030704,-,-,,735,606,1341,2,1,3
104 Total,,,,-,-,-,735,606,1341,2,1,3
105,"GOVERNMENT GIRLSELEMENTRY SCHOOL OLD",BHALWAL PORANA,135030705,-,-,,532,0,532,3,0,3
"",,BHALWAL PORANA,135030706,-,-,,678,0,678,,,
105 Total,,,,-,-,-,1210,0,1210,3,0,3
BHALWAL PORANA,135030707,-,-,,473,0,473,,,,,
"",BHALWAL (MALE) (P),BHALWAL PORANA,135030709,-,-,,353,0,353,,,
106 Total,,,,-,-,-,1042,0,1042,2,0,2
107,"GOVERNMENT GIRLSELEMENTRY SCHOOL OLDBHALWAL (FEMALE)  (P)",BHALWAL PORANA,135030705,-,-,,0,438,438,0,4,4
"",,BHALWAL PORANA,135030706,-,-,,0,522,522,,,
"",,BHALWAL PORANA,135030707,-,-,,0,218,218,,,
